DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-05-16 00:00:00;1;9;3;16;6;1;0;2;0;0;0;0;0
2020-05-16 00:15:00;1;15;4;14;6;0;0;0;0;0;0;0;0
2020-05-16 00:30:00;0;20;12;10;3;0;1;1;0;0;0;0;0
2020-05-16 00:45:00;0;11;5;9;3;1;2;2;0;0;0;0;0
2020-05-16 01:00:00;0;15;8;9;5;1;0;0;0;0;0;0;0
2020-05-16 01:15:00;0;10;4;14;4;3;0;1;0;0;0;0;0
2020-05-16 01:30:00;0;6;2;5;0;0;0;0;0;0;0;0;0
2020-05-16 01:45:00;2;8;1;10;5;1;0;0;0;0;0;0;0
2020-05-16 02:00:00;1;8;3;4;1;2;1;4;0;0;0;0;0
2020-05-16 02:15:00;2;11;3;7;2;0;2;3;0;0;0;0;0
2020-05-16 02:30:00;0;13;5;8;5;1;1;2;0;0;0;0;0
2020-05-16 02:45:00;0;2;2;6;3;0;0;0;0;0;0;0;0
2020-05-16 03:00:00;0;8;2;6;4;0;0;0;0;0;0;0;0
2020-05-16 03:15:00;1;4;2;3;2;0;1;2;0;0;0;0;0
2020-05-16 03:30:00;0;0;0;3;2;0;0;0;0;0;0;0;0
2020-05-16 03:45:00;0;7;0;4;1;0;0;0;0;0;0;0;0
2020-05-16 04:00:00;0;6;2;3;1;0;0;0;0;0;0;0;0
2020-05-16 04:15:00;1;3;1;8;1;0;0;0;0;0;0;0;0
2020-05-16 04:30:00;1;8;2;5;1;1;1;2;0;0;0;0;0
2020-05-16 04:45:00;0;16;7;6;3;1;0;2;0;0;0;0;0
2020-05-16 05:00:00;0;16;5;7;2;0;0;0;0;0;0;0;0
2020-05-16 05:15:00;0;18;8;14;7;1;0;0;0;0;0;0;0
2020-05-16 05:30:00;4;15;12;17;16;3;0;2;0;0;0;0;0
2020-05-16 05:45:00;7;41;20;12;6;3;1;1;0;0;0;0;0
2020-05-16 06:00:00;13;67;47;12;6;7;5;8;0;0;0;0;0
2020-05-16 06:15:00;8;41;27;18;7;7;7;10;0;0;0;0;0
2020-05-16 06:30:00;10;27;15;25;4;4;6;12;0;0;0;0;0
2020-05-16 06:45:00;11;19;15;13;5;10;7;13;0;0;0;0;0
2020-05-16 07:00:00;18;25;12;17;8;13;3;8;0;0;0;0;0
2020-05-16 07:15:00;35;19;18;26;12;30;10;11;5;0;9;0;0
2020-05-16 07:30:00;39;26;24;30;12;30;4;14;2;0;10;0;0
2020-05-16 07:45:00;31;38;25;27;11;26;11;12;7;0;0;0;0
2020-05-16 08:00:00;36;27;13;25;12;17;17;27;3;0;2;0;0
2020-05-16 08:15:00;32;41;17;26;11;15;8;22;1;0;0;0;0
2020-05-16 08:30:00;32;34;21;34;15;17;25;30;15;0;0;0;0
2020-05-16 08:45:00;21;48;24;43;19;18;23;24;9;1;0;0;0
2020-05-16 09:00:00;30;35;26;50;25;23;26;32;2;0;4;0;0
2020-05-16 09:15:00;32;49;42;45;29;16;15;30;11;5;0;0;0
2020-05-16 09:30:00;34;64;68;69;41;22;18;21;1;0;2;0;0
2020-05-16 09:45:00;37;59;51;58;29;20;33;41;4;2;2;0;0
2020-05-16 10:00:00;32;53;54;63;41;21;26;46;31;0;0;0;0
2020-05-16 10:15:00;34;56;54;50;39;21;17;27;1;3;2;0;0
2020-05-16 10:30:00;35;62;53;75;40;20;32;43;6;0;11;0;0
2020-05-16 10:45:00;37;57;57;70;40;25;31;31;18;16;16;3;1
2020-05-16 11:00:00;39;68;69;66;47;28;21;35;7;2;7;0;0
2020-05-16 11:15:00;40;77;72;76;44;20;23;42;7;0;12;0;0
