DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-04-16 00:00:00;0;5;1;5;4;0;0
2020-04-16 00:15:00;0;3;10;2;4;2;2
2020-04-16 00:30:00;0;7;6;6;5;0;0
2020-04-16 00:45:00;0;3;0;5;1;0;0
2020-04-16 01:00:00;0;3;3;6;4;0;0
2020-04-16 01:15:00;0;5;3;1;2;0;0
2020-04-16 01:30:00;0;4;0;9;4;0;0
2020-04-16 01:45:00;0;3;2;2;1;0;0
2020-04-16 02:00:00;0;1;0;5;4;0;0
2020-04-16 02:15:00;0;3;1;1;1;0;0
2020-04-16 02:30:00;0;1;2;0;0;0;0
2020-04-16 02:45:00;0;3;0;6;1;0;0
2020-04-16 03:00:00;0;3;31;9;3;0;0
2020-04-16 03:15:00;0;5;8;6;5;0;0
2020-04-16 03:30:00;0;3;3;4;2;0;0
2020-04-16 03:45:00;0;2;2;3;1;0;0
2020-04-16 04:00:00;0;5;5;6;1;0;0
2020-04-16 04:15:00;0;6;5;10;2;0;0
2020-04-16 04:30:00;0;4;0;12;7;0;0
2020-04-16 04:45:00;0;11;9;12;6;0;0
2020-04-16 05:00:00;0;17;0;20;6;0;0
2020-04-16 05:15:00;0;28;13;25;19;0;0
2020-04-16 05:30:00;0;44;45;39;16;1;1
2020-04-16 05:45:00;0;43;35;30;26;0;0
2020-04-16 06:00:00;1;39;38;38;23;1;1
2020-04-16 06:15:00;2;67;65;37;24;0;0
2020-04-16 06:30:00;0;80;78;49;31;2;2
2020-04-16 06:45:00;2;82;63;50;34;0;0
2020-04-16 07:00:00;5;63;81;42;44;2;2
2020-04-16 07:15:00;5;46;114;56;50;4;4
2020-04-16 07:30:00;8;87;102;61;38;1;1
2020-04-16 07:45:00;4;82;87;75;61;2;2
2020-04-16 08:00:00;0;71;78;68;55;3;3
2020-04-16 08:15:00;0;62;57;66;46;2;2
2020-04-16 08:30:00;5;72;72;63;54;3;3
2020-04-16 08:45:00;3;87;86;80;45;1;1
2020-04-16 09:00:00;9;68;58;76;42;1;1
2020-04-16 09:15:00;1;64;55;71;49;1;1
2020-04-16 09:30:00;22;90;57;72;76;5;5
2020-04-16 09:45:00;10;81;42;87;67;1;1
2020-04-16 10:00:00;5;74;97;80;62;2;2
2020-04-16 10:15:00;8;79;85;98;81;2;2
2020-04-16 10:30:00;3;83;38;86;69;3;4
2020-04-16 10:45:00;10;83;42;106;80;1;1
2020-04-16 11:00:00;21;64;59;91;62;2;1
2020-04-16 11:15:00;3;87;83;105;79;3;4
2020-04-16 11:30:00;3;93;71;93;79;4;4
2020-04-16 11:45:00;6;76;82;89;82;1;1
2020-04-16 12:00:00;1;85;55;91;82;2;2
2020-04-16 12:15:00;5;91;79;88;94;3;3
2020-04-16 12:30:00;4;78;73;76;79;3;3
2020-04-16 12:45:00;24;65;74;81;81;1;1
2020-04-16 13:00:00;5;77;78;102;77;3;3
2020-04-16 13:15:00;19;75;80;92;83;0;0
2020-04-16 13:30:00;2;74;73;79;83;5;5
2020-04-16 13:45:00;9;95;71;93;88;1;1
2020-04-16 14:00:00;17;95;66;106;100;2;1
2020-04-16 14:15:00;17;84;61;98;99;3;4
2020-04-16 14:30:00;7;89;82;89;94;5;4
2020-04-16 14:45:00;7;82;91;103;90;2;3
2020-04-16 15:00:00;7;92;74;92;92;2;2
2020-04-16 15:15:00;6;73;68;87;96;2;2
2020-04-16 15:30:00;3;71;84;108;104;3;3
2020-04-16 15:45:00;12;79;55;104;106;1;1
2020-04-16 16:00:00;8;76;59;94;91;3;3
2020-04-16 16:15:00;8;91;81;96;104;1;1
2020-04-16 16:30:00;13;82;74;102;122;4;4
2020-04-16 16:45:00;19;80;79;121;124;2;2
2020-04-16 17:00:00;10;97;93;102;104;0;0
2020-04-16 17:15:00;3;101;75;101;117;4;4
2020-04-16 17:30:00;30;78;75;95;101;3;3
2020-04-16 17:45:00;22;78;70;90;104;2;2
2020-04-16 18:00:00;2;69;81;84;64;1;1
2020-04-16 18:15:00;7;60;75;89;84;3;3
2020-04-16 18:30:00;0;63;62;73;65;3;3
2020-04-16 18:45:00;0;53;45;84;59;2;2
2020-04-16 19:00:00;14;49;33;53;30;1;1
2020-04-16 19:15:00;5;53;30;59;50;2;2
2020-04-16 19:30:00;3;47;28;47;38;4;4
2020-04-16 19:45:00;24;48;38;42;30;2;2
2020-04-16 20:00:00;1;46;35;46;29;3;3
2020-04-16 20:15:00;4;32;36;45;34;2;1
2020-04-16 20:30:00;1;29;26;34;31;3;4
2020-04-16 20:45:00;0;37;32;32;18;1;1
2020-04-16 21:00:00;0;29;26;38;21;2;2
2020-04-16 21:15:00;0;22;26;31;14;1;1
2020-04-16 21:30:00;0;16;14;24;20;1;1
2020-04-16 21:45:00;0;12;18;17;10;0;0
2020-04-16 22:00:00;0;23;13;27;11;2;2
2020-04-16 22:15:00;0;18;3;18;13;1;1
2020-04-16 22:30:00;0;13;2;14;9;1;1
2020-04-16 22:45:00;0;17;5;14;12;1;1
2020-04-16 23:00:00;0;8;3;13;8;2;2
2020-04-16 23:15:00;0;7;8;14;5;1;1
2020-04-16 23:30:00;0;10;7;7;2;1;1
2020-04-16 23:45:00;0;9;0;8;9;0;0
