DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-11-21 00:00:00;2;3;0;3;0;1;0;0;0;0
2020-11-21 00:15:00;6;6;1;1;3;4;0;0;0;0
2020-11-21 00:30:00;4;0;2;2;3;1;0;0;0;0
2020-11-21 00:45:00;2;2;2;1;2;3;0;0;0;0
2020-11-21 01:00:00;5;2;0;1;1;4;0;0;0;0
2020-11-21 01:15:00;2;0;0;1;1;1;0;0;0;0
2020-11-21 01:30:00;1;2;1;0;0;0;0;0;0;0
2020-11-21 01:45:00;1;4;1;1;0;1;0;0;0;0
2020-11-21 02:00:00;0;1;0;1;0;1;0;0;0;0
2020-11-21 02:15:00;1;1;1;3;3;1;0;0;0;0
2020-11-21 02:30:00;2;2;0;5;1;2;0;0;0;0
2020-11-21 02:45:00;1;1;0;0;1;1;0;0;0;0
2020-11-21 03:00:00;1;1;0;0;0;2;0;0;0;0
2020-11-21 03:15:00;1;2;0;1;0;0;0;0;0;0
2020-11-21 03:30:00;0;0;0;1;0;2;0;0;0;0
2020-11-21 03:45:00;0;0;1;0;1;1;0;0;0;0
2020-11-21 04:00:00;1;1;0;0;2;0;0;0;0;0
2020-11-21 04:15:00;0;0;1;0;2;0;0;0;0;0
2020-11-21 04:30:00;2;4;0;0;0;0;0;0;0;0
2020-11-21 04:45:00;1;1;0;2;2;1;0;0;0;0
2020-11-21 05:00:00;1;2;3;0;2;2;0;0;0;0
2020-11-21 05:15:00;0;6;1;4;0;6;0;0;0;0
2020-11-21 05:30:00;0;7;1;4;5;4;0;0;0;0
2020-11-21 05:45:00;2;7;2;7;4;3;0;0;0;0
2020-11-21 06:00:00;3;6;5;3;2;6;0;0;0;0
2020-11-21 06:15:00;5;10;3;7;3;2;0;0;0;0
2020-11-21 06:30:00;10;12;3;12;5;7;0;0;0;0
2020-11-21 06:45:00;7;7;3;5;11;5;0;0;0;0
2020-11-21 07:00:00;10;14;5;15;7;7;0;0;0;0
2020-11-21 07:15:00;7;11;12;11;9;6;0;0;0;0
2020-11-21 07:30:00;11;12;7;20;18;18;0;0;0;0
2020-11-21 07:45:00;9;13;15;19;21;9;0;0;0;0
2020-11-21 08:00:00;5;13;9;20;15;8;0;0;0;0
2020-11-21 08:15:00;4;13;15;35;22;17;0;0;0;0
2020-11-21 08:30:00;15;19;15;22;20;16;0;0;0;0
2020-11-21 08:45:00;12;22;17;44;21;21;0;0;0;0
2020-11-21 09:00:00;17;29;20;34;26;17;0;0;0;0
2020-11-21 09:15:00;18;19;20;26;27;17;0;0;0;0
2020-11-21 09:30:00;27;25;28;41;29;27;0;0;0;0
2020-11-21 09:45:00;8;28;30;46;37;26;0;0;0;0
2020-11-21 10:00:00;24;35;22;50;38;33;0;0;0;0
2020-11-21 10:15:00;16;29;41;52;33;21;0;0;0;0
2020-11-21 10:30:00;19;42;30;53;38;29;0;0;0;0
2020-11-21 10:45:00;16;32;27;65;33;28;0;0;0;0
2020-11-21 11:00:00;23;39;31;56;21;18;0;0;0;0
2020-11-21 11:15:00;22;35;38;76;38;28;0;0;0;0
2020-11-21 11:30:00;47;53;20;58;33;18;0;0;0;0
2020-11-21 11:45:00;23;39;16;60;23;29;0;0;0;0
2020-11-21 12:00:00;35;37;25;65;30;21;0;0;0;0
2020-11-21 12:15:00;35;41;32;72;19;27;0;0;0;0
2020-11-21 12:30:00;31;38;32;67;27;25;0;0;0;0
2020-11-21 12:45:00;32;29;29;74;24;25;0;0;0;0
2020-11-21 13:00:00;32;36;25;67;15;28;0;0;0;0
2020-11-21 13:15:00;29;33;17;56;22;19;0;0;0;0
2020-11-21 13:30:00;30;38;23;57;27;29;0;0;0;0
2020-11-21 13:45:00;29;38;30;56;20;30;0;0;0;0
2020-11-21 14:00:00;38;33;29;61;17;26;0;0;0;0
2020-11-21 14:15:00;26;20;27;58;20;15;0;0;0;0
2020-11-21 14:30:00;30;35;23;55;38;22;0;0;0;0
2020-11-21 14:45:00;25;35;26;48;25;13;0;0;0;0
2020-11-21 15:00:00;27;36;25;55;38;25;0;0;0;0
2020-11-21 15:15:00;26;36;24;63;19;25;0;0;0;0
2020-11-21 15:30:00;34;33;19;42;31;22;0;0;0;0
2020-11-21 15:45:00;23;27;18;51;32;21;0;0;0;0
2020-11-21 16:00:00;32;35;19;61;21;14;0;0;0;0
2020-11-21 16:15:00;30;33;19;49;33;24;0;0;0;0
2020-11-21 16:30:00;18;34;15;32;25;15;0;0;0;0
2020-11-21 16:45:00;19;27;22;47;25;29;0;0;0;0
2020-11-21 17:00:00;21;29;21;40;31;18;0;0;0;0
2020-11-21 17:15:00;16;24;28;33;21;12;0;0;0;0
2020-11-21 17:30:00;32;33;25;44;18;18;0;0;0;0
2020-11-21 17:45:00;21;24;13;44;16;20;0;0;0;0
2020-11-21 18:00:00;22;18;20;31;13;19;0;0;0;0
2020-11-21 18:15:00;23;23;27;39;11;20;0;0;0;0
2020-11-21 18:30:00;28;35;15;34;12;17;0;0;0;0
2020-11-21 18:45:00;21;22;13;26;10;11;0;0;0;0
2020-11-21 19:00:00;19;22;14;19;9;8;0;0;0;0
2020-11-21 19:15:00;16;21;12;28;6;14;0;0;0;0
2020-11-21 19:30:00;22;20;12;23;6;27;0;0;0;0
2020-11-21 19:45:00;26;21;12;18;6;27;0;0;0;0
2020-11-21 20:00:00;18;19;9;9;10;14;0;0;0;0
2020-11-21 20:15:00;20;23;12;20;5;10;0;0;0;0
2020-11-21 20:30:00;18;13;11;16;6;9;0;0;0;0
2020-11-21 20:45:00;6;16;6;11;5;6;0;0;0;0
2020-11-21 21:00:00;13;16;8;16;4;6;0;0;0;0
2020-11-21 21:15:00;8;5;4;13;8;5;0;0;0;0
2020-11-21 21:30:00;5;12;7;7;3;4;0;0;0;0
2020-11-21 21:45:00;8;17;4;12;5;1;0;0;0;0
2020-11-21 22:00:00;6;12;10;3;5;6;0;0;0;0
2020-11-21 22:15:00;3;4;2;9;0;1;0;0;0;0
2020-11-21 22:30:00;6;6;4;3;5;4;0;0;0;0
2020-11-21 22:45:00;1;8;3;4;1;5;0;0;0;0
2020-11-21 23:00:00;2;7;2;9;2;4;0;0;0;0
2020-11-21 23:15:00;7;8;3;11;1;5;0;0;0;0
2020-11-21 23:30:00;2;6;5;7;5;1;0;0;0;0
2020-11-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
