DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-04-09 00:00:00;2;2;2;0;4;0;1;2
2020-04-09 00:15:00;1;1;1;0;3;0;2;3
2020-04-09 00:30:00;3;3;3;0;1;0;1;0
2020-04-09 00:45:00;5;8;8;1;3;0;6;1
2020-04-09 01:00:00;3;2;2;1;1;0;2;4
2020-04-09 01:15:00;1;2;2;0;0;0;1;1
2020-04-09 01:30:00;1;0;0;0;0;0;1;0
2020-04-09 01:45:00;1;1;1;0;0;0;0;0
2020-04-09 02:00:00;1;3;3;2;1;0;4;2
2020-04-09 02:15:00;1;1;1;2;2;0;2;3
2020-04-09 02:30:00;2;5;5;2;1;0;0;2
2020-04-09 02:45:00;1;0;0;0;1;0;0;0
2020-04-09 03:00:00;7;6;6;0;1;0;2;6
2020-04-09 03:15:00;1;0;1;1;1;0;1;0
2020-04-09 03:30:00;2;2;2;2;3;0;3;1
2020-04-09 03:45:00;0;1;1;0;1;0;1;2
2020-04-09 04:00:00;3;3;4;0;2;0;2;2
2020-04-09 04:15:00;4;5;5;1;3;0;3;2
2020-04-09 04:30:00;4;3;2;6;8;0;3;2
2020-04-09 04:45:00;4;4;4;2;5;0;2;2
2020-04-09 05:00:00;4;3;3;5;9;0;10;4
2020-04-09 05:15:00;13;18;18;3;3;0;14;8
2020-04-09 05:30:00;22;26;27;7;16;0;27;3
2020-04-09 05:45:00;33;39;41;4;9;0;24;7
2020-04-09 06:00:00;18;21;20;1;4;0;18;11
2020-04-09 06:15:00;30;35;36;10;12;0;21;9
2020-04-09 06:30:00;39;49;50;12;19;0;30;16
2020-04-09 06:45:00;64;51;52;7;13;0;30;22
2020-04-09 07:00:00;42;44;45;7;10;0;37;19
2020-04-09 07:15:00;64;55;56;7;11;0;36;27
2020-04-09 07:30:00;55;58;53;11;15;0;38;25
2020-04-09 07:45:00;61;47;48;15;17;0;45;38
2020-04-09 08:00:00;39;51;51;11;11;0;36;24
2020-04-09 08:15:00;53;47;47;10;16;0;48;24
2020-04-09 08:30:00;48;49;45;12;15;0;31;22
