DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-03-29 00:00:00;0;0;2;0;0;1;2;0;2;3;0
2020-03-29 00:15:00;0;2;3;0;0;1;4;1;0;1;1
2020-03-29 00:30:00;0;1;0;1;1;0;1;0;0;1;3
2020-03-29 00:45:00;1;1;0;0;1;0;0;0;1;0;2
2020-03-29 01:00:00;0;2;1;0;0;1;1;0;0;0;1
2020-03-29 01:15:00;0;1;1;0;0;0;0;1;0;0;2
2020-03-29 01:30:00;0;2;2;1;1;0;2;0;0;1;0
2020-03-29 01:45:00;0;0;0;0;0;1;1;0;0;0;1
2020-03-29 03:00:00;0;0;3;0;0;0;0;0;0;0;0
2020-03-29 03:15:00;0;0;3;0;0;0;0;0;0;0;2
2020-03-29 03:30:00;0;0;1;0;0;0;1;0;0;0;2
2020-03-29 03:45:00;0;0;1;0;0;0;0;0;0;2;1
2020-03-29 04:00:00;0;0;1;0;0;0;1;1;0;4;2
2020-03-29 04:15:00;0;1;1;0;1;0;3;1;0;0;1
2020-03-29 04:30:00;0;2;1;0;0;0;0;0;0;0;1
2020-03-29 04:45:00;0;0;2;0;0;2;2;0;0;3;1
2020-03-29 05:00:00;0;0;1;0;0;0;0;0;0;5;0
2020-03-29 05:15:00;0;3;0;0;0;1;5;0;1;1;0
2020-03-29 05:30:00;0;4;2;1;1;0;1;1;2;7;1
2020-03-29 05:45:00;0;4;1;0;0;1;3;1;1;1;0
2020-03-29 06:00:00;0;2;2;0;0;1;4;0;0;5;1
2020-03-29 06:15:00;0;2;2;1;1;2;4;1;1;3;0
2020-03-29 06:30:00;0;3;0;0;0;2;3;0;0;1;2
2020-03-29 06:45:00;0;2;2;0;0;0;1;0;0;0;1
2020-03-29 07:00:00;0;1;2;0;1;0;0;0;0;3;0
2020-03-29 07:15:00;0;4;1;3;3;1;2;0;1;3;1
2020-03-29 07:30:00;0;2;1;0;0;1;4;1;0;0;3
2020-03-29 07:45:00;0;4;0;1;1;1;6;0;3;1;2
2020-03-29 08:00:00;0;0;0;0;0;1;2;0;0;1;4
2020-03-29 08:15:00;0;2;2;1;2;2;0;0;2;5;1
2020-03-29 08:30:00;1;2;3;0;0;1;1;0;0;1;2
2020-03-29 08:45:00;1;3;3;0;0;3;3;1;2;1;2
2020-03-29 09:00:00;2;7;4;0;2;0;3;0;0;1;1
2020-03-29 09:15:00;0;6;2;1;1;0;3;1;3;3;1
2020-03-29 09:30:00;2;5;6;0;1;2;3;2;2;1;2
2020-03-29 09:45:00;0;8;7;0;0;3;3;1;2;2;4
2020-03-29 10:00:00;1;6;6;1;2;1;3;0;2;1;4
2020-03-29 10:15:00;0;7;3;0;0;3;4;1;3;6;6
2020-03-29 10:30:00;2;8;7;0;1;2;5;0;0;0;4
2020-03-29 10:45:00;1;8;5;1;1;5;5;1;1;2;5
2020-03-29 11:00:00;1;4;4;0;1;5;4;1;1;1;3
2020-03-29 11:15:00;0;8;7;2;3;2;0;1;6;3;5
2020-03-29 11:30:00;0;9;5;1;1;1;5;1;2;1;7
2020-03-29 11:45:00;3;5;8;0;1;5;8;4;7;5;6
2020-03-29 12:00:00;2;6;9;1;4;3;6;2;2;10;9
2020-03-29 12:15:00;1;8;2;1;2;5;8;2;4;4;2
2020-03-29 12:30:00;1;9;5;2;2;3;8;0;6;7;6
2020-03-29 12:45:00;0;8;6;0;0;0;8;4;2;3;5
2020-03-29 13:00:00;0;9;9;1;2;2;5;4;7;2;6
2020-03-29 13:15:00;1;12;8;1;1;4;4;2;5;5;6
2020-03-29 13:30:00;1;9;12;0;1;5;10;2;5;2;6
2020-03-29 13:45:00;3;10;9;2;2;3;6;5;5;4;12
2020-03-29 14:00:00;0;12;9;0;0;2;9;2;2;3;5
2020-03-29 14:15:00;1;15;12;1;2;5;5;0;7;7;9
2020-03-29 14:30:00;1;8;11;0;0;3;6;2;3;4;9
2020-03-29 14:45:00;2;10;5;2;2;4;11;2;6;11;12
2020-03-29 15:00:00;2;8;6;2;5;7;5;5;8;6;8
2020-03-29 15:15:00;3;16;11;9;10;2;6;3;6;5;5
2020-03-29 15:30:00;5;13;15;12;14;1;8;4;15;7;10
2020-03-29 15:45:00;1;15;16;7;9;6;15;4;12;13;10
2020-03-29 16:00:00;1;10;12;3;3;4;7;1;5;6;15
2020-03-29 16:15:00;2;15;11;2;4;2;3;2;8;8;3
2020-03-29 16:30:00;3;11;7;3;4;7;8;3;8;7;6
2020-03-29 16:45:00;0;10;18;0;0;6;9;0;7;6;7
2020-03-29 17:00:00;3;8;6;2;4;5;16;3;4;4;7
2020-03-29 17:15:00;1;8;12;1;4;6;6;3;5;6;10
2020-03-29 17:30:00;1;12;12;0;2;4;11;3;2;4;7
2020-03-29 17:45:00;3;7;12;1;3;5;7;3;4;4;10
2020-03-29 18:00:00;1;5;4;1;2;4;10;3;1;5;8
2020-03-29 18:15:00;1;5;9;1;0;4;3;2;6;8;4
2020-03-29 18:30:00;1;9;9;4;4;6;7;2;5;4;7
2020-03-29 18:45:00;2;7;6;4;6;7;6;6;7;3;5
2020-03-29 19:00:00;1;4;6;3;2;7;10;7;5;8;6
2020-03-29 19:15:00;3;17;10;3;4;4;10;4;5;7;5
2020-03-29 19:30:00;0;8;4;2;3;3;7;1;4;3;4
2020-03-29 19:45:00;0;7;7;3;3;1;9;1;2;6;5
2020-03-29 20:00:00;0;12;10;3;3;3;4;1;2;4;4
2020-03-29 20:15:00;3;8;10;2;4;1;4;1;7;4;5
