DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-02-24 00:00:00;6;2;1;1;5;5;4;2;2;4;1;2;1
2020-02-24 00:15:00;3;0;0;2;1;4;7;5;7;7;4;2;0
2020-02-24 00:30:00;4;3;0;6;8;3;23;0;1;4;3;1;0
2020-02-24 00:45:00;4;2;0;4;1;9;9;1;1;2;3;1;0
2020-02-24 01:00:00;4;1;2;2;0;3;2;1;0;8;7;0;2
2020-02-24 01:15:00;5;3;0;2;3;7;6;6;2;1;3;0;0
2020-02-24 01:30:00;1;0;1;1;2;8;7;2;2;0;1;1;1
2020-02-24 01:45:00;3;0;0;0;2;2;0;1;1;3;4;1;0
2020-02-24 02:00:00;2;1;0;0;0;5;6;1;1;0;0;0;0
2020-02-24 02:15:00;1;1;0;2;1;5;4;1;1;1;3;1;0
2020-02-24 02:30:00;1;0;1;0;0;12;8;1;0;5;7;2;1
2020-02-24 02:45:00;3;0;0;1;2;6;7;3;2;4;4;1;0
2020-02-24 03:00:00;2;1;1;0;1;7;8;2;0;0;0;0;1
2020-02-24 03:15:00;6;1;0;2;2;3;5;2;1;1;1;0;0
2020-02-24 03:30:00;6;1;2;2;2;3;3;0;0;0;0;0;2
2020-02-24 03:45:00;4;2;1;2;3;8;4;4;2;1;2;1;1
2020-02-24 04:00:00;3;0;1;2;2;8;8;1;0;2;2;1;1
2020-02-24 04:15:00;6;2;3;1;5;13;13;4;3;2;3;1;3
2020-02-24 04:30:00;5;3;2;3;13;19;17;2;0;4;4;0;2
2020-02-24 04:45:00;16;4;1;5;6;10;8;4;1;1;3;0;1
2020-02-24 05:00:00;17;14;0;8;9;11;17;11;2;0;1;1;0
2020-02-24 05:15:00;24;9;3;9;19;39;42;14;8;2;5;3;3
2020-02-24 05:30:00;37;25;7;15;32;46;35;12;10;7;5;3;7
2020-02-24 05:45:00;30;23;4;26;24;47;55;24;0;10;9;2;4
2020-02-24 06:00:00;44;30;7;22;33;45;57;24;15;5;8;3;7
2020-02-24 06:15:00;48;38;5;37;27;58;66;35;22;10;9;5;6
2020-02-24 06:30:00;55;37;9;41;41;72;89;50;36;26;19;4;10
2020-02-24 06:45:00;47;39;18;85;43;94;103;75;55;29;16;3;9
2020-02-24 07:00:00;46;44;11;58;45;77;89;48;30;25;18;4;10
2020-02-24 07:15:00;57;43;11;68;57;85;98;69;59;25;17;6;11
2020-02-24 07:30:00;57;47;19;86;50;98;100;73;62;43;20;11;19
2020-02-24 07:45:00;54;49;17;94;47;94;134;112;86;35;32;14;17
2020-02-24 08:00:00;42;42;23;93;46;87;107;90;64;46;35;11;18
2020-02-24 08:15:00;59;64;21;95;39;83;114;82;61;43;34;14;21
2020-02-24 08:30:00;55;56;14;84;41;90;110;85;71;43;27;13;13
2020-02-24 08:45:00;48;44;19;79;38;74;102;72;59;41;35;17;20
2020-02-24 09:00:00;53;42;8;47;29;69;83;66;51;41;28;7;9
2020-02-24 09:15:00;74;51;18;77;34;85;82;56;49;36;33;16;19
2020-02-24 09:30:00;74;52;25;73;33;95;92;65;49;42;40;25;23
2020-02-24 09:45:00;69;47;20;75;37;76;96;69;55;63;54;24;17
2020-02-24 10:00:00;59;47;18;77;41;71;79;65;44;54;49;27;17
2020-02-24 10:15:00;70;57;20;66;37;88;82;68;51;76;54;22;18
2020-02-24 10:30:00;69;61;18;81;45;90;82;60;56;77;48;22;19
2020-02-24 10:45:00;62;54;31;85;45;84;83;65;55;83;66;27;29
2020-02-24 11:00:00;84;52;17;67;35;72;75;64;56;84;65;30;16
2020-02-24 11:15:00;80;56;28;71;27;73;72;61;46;84;71;33;27
2020-02-24 11:30:00;89;66;22;63;44;95;83;64;49;75;62;30;21
2020-02-24 11:45:00;81;59;30;80;39;91;91;63;48;88;76;29;26
2020-02-24 12:00:00;91;64;22;79;39;80;92;60;62;72;74;31;20
2020-02-24 12:15:00;79;56;25;79;42;75;106;49;52;92;84;32;23
2020-02-24 12:30:00;95;78;24;71;32;80;79;61;42;94;77;37;25
2020-02-24 12:45:00;86;64;25;71;43;69;90;51;45;76;70;25;20
2020-02-24 13:00:00;80;62;22;72;38;79;85;63;54;80;66;32;22
2020-02-24 13:15:00;81;62;29;54;36;76;77;64;45;69;58;32;28
2020-02-24 13:30:00;83;59;22;67;34;100;89;60;40;87;74;22;17
2020-02-24 13:45:00;71;66;18;77;41;94;87;70;44;97;70;31;20
2020-02-24 14:00:00;83;64;16;64;47;82;75;61;42;82;60;27;15
2020-02-24 14:15:00;83;76;26;71;38;88;85;63;57;97;72;23;25
2020-02-24 14:30:00;71;50;25;74;40;87;105;72;48;91;73;39;20
2020-02-24 14:45:00;75;48;15;52;39;96;91;66;58;95;70;26;15
2020-02-24 15:00:00;90;74;26;71;38;71;85;61;58;95;65;25;24
2020-02-24 15:15:00;73;67;21;74;40;90;81;64;52;90;79;20;16
2020-02-24 15:30:00;91;73;19;73;45;87;81;69;52;109;75;33;18
2020-02-24 15:45:00;70;75;38;74;42;96;82;65;53;115;81;29;35
2020-02-24 16:00:00;94;95;31;66;29;95;70;64;46;112;83;38;29
2020-02-24 16:15:00;88;86;34;80;35;108;95;55;44;135;99;27;31
2020-02-24 16:30:00;110;118;29;66;32;90;86;75;52;140;95;24;27
2020-02-24 16:45:00;91;85;23;67;34;107;90;74;55;146;96;28;15
2020-02-24 17:00:00;99;85;30;56;33;98;88;75;58;128;102;33;30
2020-02-24 17:15:00;75;65;42;70;36;90;71;55;39;127;96;30;38
2020-02-24 17:30:00;90;80;33;68;29;90;80;71;50;132;101;37;30
2020-02-24 17:45:00;83;60;30;65;37;78;72;64;40;141;77;36;30
2020-02-24 18:00:00;80;55;35;51;33;75;51;56;36;117;82;25;31
2020-02-24 18:15:00;71;53;18;45;32;61;50;51;37;120;87;22;17
2020-02-24 18:30:00;65;39;17;38;29;47;52;48;42;101;72;34;17
2020-02-24 18:45:00;53;36;16;34;25;58;57;51;37;83;65;24;16
2020-02-24 19:00:00;43;17;17;24;25;46;43;34;28;72;62;23;9
2020-02-24 19:15:00;43;24;11;27;30;45;42;23;26;81;66;21;12
