DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-06-11 00:00:00;10;3;3;4;0;6;9;6;0;3;0
2020-06-11 00:15:00;12;9;2;4;0;6;14;8;0;1;0
2020-06-11 00:30:00;12;9;2;2;1;3;9;3;0;2;0
2020-06-11 00:45:00;11;7;3;1;0;2;16;4;1;3;0
2020-06-11 01:00:00;8;4;0;2;1;4;13;9;0;0;0
2020-06-11 01:15:00;11;3;0;1;0;1;1;1;0;1;0
2020-06-11 01:30:00;12;6;1;1;0;5;7;1;0;0;0
2020-06-11 01:45:00;7;0;2;4;0;8;6;3;0;1;0
2020-06-11 02:00:00;10;5;1;1;0;2;4;2;0;1;0
2020-06-11 02:15:00;6;2;0;1;1;3;7;3;0;2;0
2020-06-11 02:30:00;10;5;0;0;0;0;6;3;0;3;0
2020-06-11 02:45:00;4;4;0;2;0;2;3;3;0;1;0
2020-06-11 03:00:00;6;2;1;1;1;1;6;4;0;0;0
2020-06-11 03:15:00;6;1;0;1;1;3;5;0;0;1;0
2020-06-11 03:30:00;1;4;0;0;1;1;5;1;0;0;0
2020-06-11 03:45:00;6;1;1;0;0;1;1;0;0;0;0
2020-06-11 04:00:00;3;1;0;0;0;1;6;1;0;1;0
2020-06-11 04:15:00;3;4;0;1;1;0;7;2;0;0;0
2020-06-11 04:30:00;8;4;0;0;0;0;8;1;0;1;0
2020-06-11 04:45:00;6;3;0;0;0;0;3;1;0;1;0
2020-06-11 05:00:00;8;5;4;0;0;1;12;1;0;4;0
2020-06-11 05:15:00;8;5;3;0;1;2;15;3;0;1;0
2020-06-11 05:30:00;26;10;4;3;0;3;8;5;0;0;0
2020-06-11 05:45:00;59;24;11;2;1;3;9;3;1;2;0
2020-06-11 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 06:15:00;56;24;14;2;0;2;25;11;0;2;0
2020-06-11 06:30:00;16;13;5;3;0;3;9;6;1;2;0
2020-06-11 06:45:00;14;10;3;3;1;3;12;3;0;0;0
2020-06-11 07:00:00;17;8;3;3;2;4;9;1;0;0;0
2020-06-11 07:15:00;19;9;5;2;0;2;8;0;0;2;0
2020-06-11 07:30:00;15;10;3;1;1;3;17;3;0;0;0
2020-06-11 07:45:00;20;16;5;5;0;4;10;5;0;1;0
2020-06-11 08:00:00;16;12;9;7;1;7;11;1;0;1;0
2020-06-11 08:15:00;18;19;5;3;0;3;15;3;0;2;0
2020-06-11 08:30:00;17;14;8;2;0;2;18;8;1;1;2
2020-06-11 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 09:00:00;28;21;13;2;0;2;23;5;0;2;0
2020-06-11 09:15:00;25;20;15;9;0;11;28;6;0;3;0
2020-06-11 09:30:00;47;18;7;7;0;8;28;12;1;6;0
2020-06-11 09:45:00;43;24;9;4;0;6;43;12;1;3;0
2020-06-11 10:00:00;34;23;10;8;2;11;31;11;0;2;0
2020-06-11 10:15:00;34;31;20;7;1;9;39;13;2;5;1
2020-06-11 10:30:00;44;32;18;6;1;8;32;14;0;8;0
2020-06-11 10:45:00;46;23;10;12;2;13;38;9;0;3;0
2020-06-11 11:00:00;44;26;13;15;4;18;39;21;1;9;0
2020-06-11 11:15:00;48;29;20;6;0;8;50;20;0;4;0
2020-06-11 11:30:00;59;24;14;11;2;14;44;17;0;5;0
2020-06-11 11:45:00;49;36;11;9;2;11;35;17;0;2;2
2020-06-11 12:00:00;42;34;12;8;3;11;45;21;0;7;0
2020-06-11 12:15:00;44;24;18;10;1;12;31;19;0;8;1
2020-06-11 12:30:00;40;21;16;16;3;21;46;13;0;7;0
2020-06-11 12:45:00;47;27;11;9;1;12;60;15;0;6;0
2020-06-11 13:00:00;58;29;18;15;5;21;52;28;0;5;0
2020-06-11 13:15:00;55;31;19;6;3;9;44;21;0;4;0
2020-06-11 13:30:00;53;32;19;6;2;10;41;17;2;5;0
2020-06-11 13:45:00;45;34;16;11;7;14;51;14;0;7;0
2020-06-11 14:00:00;47;20;11;22;3;22;57;25;2;7;1
2020-06-11 14:15:00;63;25;16;8;3;12;56;21;1;5;0
2020-06-11 14:30:00;53;29;15;13;3;17;47;20;0;9;0
2020-06-11 14:45:00;52;33;21;20;3;24;55;20;0;14;1
2020-06-11 15:00:00;61;23;10;16;3;21;52;21;0;6;0
2020-06-11 15:15:00;43;20;11;13;3;18;55;20;0;7;0
