DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-09-26 00:00:00;18;8;0;3;5;25;6
2020-09-26 00:15:00;19;13;3;4;9;12;5
2020-09-26 00:30:00;21;13;2;2;3;18;9
2020-09-26 00:45:00;15;7;1;1;9;25;14
2020-09-26 01:00:00;20;5;1;7;11;14;7
2020-09-26 01:15:00;18;6;1;2;5;10;8
2020-09-26 01:30:00;14;7;0;2;4;11;3
2020-09-26 01:45:00;7;10;0;2;1;10;4
2020-09-26 02:00:00;9;7;2;1;6;6;2
2020-09-26 02:15:00;10;3;0;2;2;9;4
2020-09-26 02:30:00;7;8;0;2;2;5;3
2020-09-26 02:45:00;6;6;1;5;9;10;3
2020-09-26 03:00:00;4;1;0;2;1;9;3
2020-09-26 03:15:00;9;4;0;3;6;6;2
2020-09-26 03:30:00;10;3;1;4;4;7;3
2020-09-26 03:45:00;11;9;1;2;4;16;8
2020-09-26 04:00:00;6;1;1;2;3;6;3
2020-09-26 04:15:00;7;2;0;0;0;7;5
2020-09-26 04:30:00;4;7;0;0;0;8;0
2020-09-26 04:45:00;8;5;0;0;1;10;3
2020-09-26 05:00:00;14;9;0;1;3;16;12
2020-09-26 05:15:00;16;11;0;4;7;35;18
2020-09-26 05:30:00;25;16;0;3;4;32;17
2020-09-26 05:45:00;62;33;1;5;8;19;19
2020-09-26 06:00:00;104;50;0;2;5;22;16
2020-09-26 06:15:00;99;51;1;4;11;28;11
2020-09-26 06:30:00;32;34;0;4;12;25;15
2020-09-26 06:45:00;36;21;0;4;7;28;23
2020-09-26 07:00:00;26;12;0;5;8;31;30
2020-09-26 07:15:00;22;19;3;4;9;33;32
2020-09-26 07:30:00;33;20;2;4;10;36;26
2020-09-26 07:45:00;37;24;3;12;17;39;49
2020-09-26 08:00:00;41;26;1;8;15;45;29
2020-09-26 08:15:00;39;32;4;5;16;41;32
2020-09-26 08:30:00;41;26;2;6;13;49;25
2020-09-26 08:45:00;46;34;1;11;18;51;51
2020-09-26 09:00:00;57;27;4;8;22;55;49
2020-09-26 09:15:00;81;49;3;15;25;62;58
2020-09-26 09:30:00;67;37;4;9;20;72;71
2020-09-26 09:45:00;79;60;4;14;29;74;58
2020-09-26 10:00:00;98;52;9;13;29;91;75
2020-09-26 10:15:00;102;64;4;14;26;80;65
2020-09-26 10:30:00;112;69;5;13;26;85;59
2020-09-26 10:45:00;100;59;5;10;27;89;75
2020-09-26 11:00:00;84;78;5;14;22;102;73
2020-09-26 11:15:00;110;68;3;14;31;100;88
2020-09-26 11:30:00;117;53;4;11;28;108;88
2020-09-26 11:45:00;106;64;4;29;30;103;84
2020-09-26 12:00:00;110;67;4;13;21;78;70
2020-09-26 12:15:00;112;81;5;14;39;96;78
2020-09-26 12:30:00;106;88;7;14;36;101;97
2020-09-26 12:45:00;110;71;4;22;34;113;101
2020-09-26 13:00:00;93;80;7;13;33;104;90
2020-09-26 13:15:00;121;103;7;22;36;107;97
2020-09-26 13:30:00;101;87;8;18;34;95;87
2020-09-26 13:45:00;120;101;6;18;33;109;85
2020-09-26 14:00:00;112;78;6;17;29;104;92
2020-09-26 14:15:00;151;93;7;27;34;106;95
2020-09-26 14:30:00;129;94;8;14;32;107;106
2020-09-26 14:45:00;116;93;4;14;27;105;96
2020-09-26 15:00:00;116;79;4;11;27;97;95
2020-09-26 15:15:00;114;73;12;11;33;94;95
2020-09-26 15:30:00;123;72;8;13;27;99;102
2020-09-26 15:45:00;125;79;10;13;27;103;81
2020-09-26 16:00:00;124;85;7;14;37;93;102
2020-09-26 16:15:00;135;87;4;25;35;94;86
2020-09-26 16:30:00;110;87;5;19;34;92;86
2020-09-26 16:45:00;114;75;10;23;28;90;91
2020-09-26 17:00:00;128;92;5;12;28;66;73
2020-09-26 17:15:00;128;100;7;17;23;88;84
2020-09-26 17:30:00;105;79;4;19;30;88;92
2020-09-26 17:45:00;112;77;9;9;26;96;85
2020-09-26 18:00:00;89;74;3;19;28;73;69
2020-09-26 18:15:00;104;69;9;13;25;82;60
2020-09-26 18:30:00;85;58;7;14;28;73;64
2020-09-26 18:45:00;92;66;6;11;25;81;63
2020-09-26 19:00:00;74;45;2;18;31;60;57
2020-09-26 19:15:00;87;60;7;21;33;65;68
2020-09-26 19:30:00;73;46;4;18;24;59;42
2020-09-26 19:45:00;91;53;8;16;26;61;32
2020-09-26 20:00:00;65;51;6;14;21;53;33
2020-09-26 20:15:00;64;49;3;12;24;65;40
2020-09-26 20:30:00;43;38;3;10;17;41;18
2020-09-26 20:45:00;40;28;8;14;25;51;19
2020-09-26 21:00:00;33;27;4;13;20;30;19
2020-09-26 21:15:00;41;13;3;10;16;32;20
2020-09-26 21:30:00;34;14;1;6;9;33;13
2020-09-26 21:45:00;39;18;5;9;16;37;14
2020-09-26 22:00:00;45;23;2;11;20;41;11
2020-09-26 22:15:00;38;19;5;6;11;26;20
2020-09-26 22:30:00;27;19;3;8;14;29;9
2020-09-26 22:45:00;38;15;0;10;12;30;9
2020-09-26 23:00:00;26;13;4;6;11;22;11
2020-09-26 23:15:00;29;15;2;11;18;35;17
2020-09-26 23:30:00;24;18;5;7;15;20;9
2020-09-26 23:45:00;33;21;3;8;13;17;16
