DATUM;1(DA1);2(TAFBA)
2020-10-09 00:00:00;1;0
2020-10-09 00:15:00;1;0
2020-10-09 00:30:00;1;0
2020-10-09 00:45:00;1;0
2020-10-09 01:00:00;1;0
2020-10-09 01:15:00;0;0
2020-10-09 01:30:00;1;0
2020-10-09 01:45:00;0;0
2020-10-09 02:00:00;1;0
2020-10-09 02:15:00;0;0
2020-10-09 02:30:00;2;0
2020-10-09 02:45:00;0;0
2020-10-09 03:00:00;1;0
2020-10-09 03:15:00;0;0
2020-10-09 03:30:00;1;0
2020-10-09 03:45:00;0;0
2020-10-09 04:00:00;0;0
2020-10-09 04:15:00;1;0
2020-10-09 04:30:00;0;0
2020-10-09 04:45:00;1;0
2020-10-09 05:00:00;1;0
2020-10-09 05:15:00;2;0
2020-10-09 05:30:00;5;0
2020-10-09 05:45:00;9;0
2020-10-09 06:00:00;5;0
2020-10-09 06:15:00;16;0
2020-10-09 06:30:00;13;0
2020-10-09 06:45:00;28;0
2020-10-09 07:00:00;37;0
2020-10-09 07:15:00;76;0
2020-10-09 07:30:00;106;0
2020-10-09 07:45:00;104;0
2020-10-09 08:00:00;61;0
2020-10-09 08:15:00;50;0
2020-10-09 08:30:00;40;0
2020-10-09 08:45:00;45;0
2020-10-09 09:00:00;44;0
2020-10-09 09:15:00;35;0
2020-10-09 09:30:00;50;0
2020-10-09 09:45:00;42;0
2020-10-09 10:00:00;41;0
2020-10-09 10:15:00;60;0
2020-10-09 10:30:00;43;0
2020-10-09 10:45:00;41;0
2020-10-09 11:00:00;37;0
2020-10-09 11:15:00;38;0
2020-10-09 11:30:00;33;0
2020-10-09 11:45:00;45;0
2020-10-09 12:00:00;31;0
2020-10-09 12:15:00;48;0
2020-10-09 12:30:00;38;0
2020-10-09 12:45:00;57;0
2020-10-09 13:00:00;89;0
2020-10-09 13:15:00;73;0
2020-10-09 13:30:00;51;0
2020-10-09 13:45:00;47;0
2020-10-09 14:00:00;53;0
2020-10-09 14:15:00;37;0
2020-10-09 14:30:00;39;0
2020-10-09 14:45:00;43;0
2020-10-09 15:00:00;33;0
2020-10-09 15:15:00;36;0
2020-10-09 15:30:00;37;0
2020-10-09 15:45:00;39;0
2020-10-09 16:00:00;44;0
2020-10-09 16:15:00;35;0
2020-10-09 16:30:00;46;0
2020-10-09 16:45:00;39;0
2020-10-09 17:00:00;39;0
2020-10-09 17:15:00;33;0
2020-10-09 17:30:00;37;0
2020-10-09 17:45:00;41;0
2020-10-09 18:00:00;37;0
2020-10-09 18:15:00;25;0
2020-10-09 18:30:00;28;0
2020-10-09 18:45:00;22;0
2020-10-09 19:00:00;32;0
2020-10-09 19:15:00;22;0
2020-10-09 19:30:00;23;0
2020-10-09 19:45:00;20;0
2020-10-09 20:00:00;22;0
2020-10-09 20:15:00;21;0
2020-10-09 20:30:00;18;0
2020-10-09 20:45:00;12;0
2020-10-09 21:00:00;11;0
2020-10-09 21:15:00;17;0
2020-10-09 21:30:00;16;0
2020-10-09 21:45:00;29;0
2020-10-09 22:00:00;12;0
2020-10-09 22:15:00;13;0
2020-10-09 22:30:00;7;0
2020-10-09 22:45:00;9;0
2020-10-09 23:00:00;4;0
2020-10-09 23:15:00;7;0
2020-10-09 23:30:00;1;0
2020-10-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
