DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-09-08 00:00:00;0;0;0;0;1;9;9;3;0;0;0;0;0;0
2020-09-08 00:15:00;0;0;0;0;2;9;7;0;0;0;0;0;0;0
2020-09-08 00:30:00;0;0;0;0;0;11;12;2;0;0;0;0;0;0
2020-09-08 00:45:00;0;0;0;0;1;5;4;0;0;0;0;0;0;0
2020-09-08 01:00:00;0;0;0;0;0;3;3;1;0;0;0;0;0;0
2020-09-08 01:15:00;0;0;0;0;0;4;7;2;0;0;0;0;0;0
2020-09-08 01:30:00;0;0;0;0;1;6;7;3;0;0;0;0;0;0
2020-09-08 01:45:00;0;0;0;0;1;4;4;5;0;0;0;0;0;0
2020-09-08 02:00:00;0;0;0;0;2;2;2;2;0;0;0;0;0;0
2020-09-08 02:15:00;0;0;0;0;1;6;2;1;0;0;0;0;0;0
2020-09-08 02:30:00;0;0;0;0;1;3;5;1;0;0;0;0;0;0
2020-09-08 02:45:00;0;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-09-08 03:00:00;0;0;0;0;0;6;7;2;0;0;0;0;0;0
2020-09-08 03:15:00;0;0;0;0;1;4;1;0;0;0;0;0;0;0
2020-09-08 03:30:00;0;0;0;0;1;6;3;0;0;0;0;0;0;0
2020-09-08 03:45:00;0;0;0;0;2;4;3;0;0;0;0;0;0;0
2020-09-08 04:00:00;0;0;0;0;5;6;3;1;0;0;0;0;0;0
2020-09-08 04:15:00;0;0;0;0;2;14;11;3;0;0;0;0;0;0
2020-09-08 04:30:00;0;0;0;0;4;14;10;7;0;0;0;0;0;0
2020-09-08 04:45:00;0;0;0;0;2;11;11;3;0;0;0;0;0;0
2020-09-08 05:00:00;0;0;0;0;19;29;30;6;0;0;0;0;0;0
2020-09-08 05:15:00;0;0;0;0;14;28;23;18;0;0;0;0;0;0
2020-09-08 05:30:00;0;0;0;0;18;38;25;12;0;0;0;0;0;0
2020-09-08 05:45:00;0;0;0;0;9;41;31;19;0;0;0;0;0;0
