DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-05-29 00:00:00;9;15;0;8;14;2;0;1;0;0;1;0;0;0
2020-05-29 00:15:00;9;16;0;7;10;3;3;3;2;0;0;0;0;0
2020-05-29 00:30:00;11;15;0;4;11;0;0;0;0;0;0;0;0;0
2020-05-29 00:45:00;8;9;0;8;6;2;1;2;0;0;0;0;0;0
2020-05-29 01:00:00;4;10;0;2;12;2;1;1;0;0;0;0;0;0
2020-05-29 01:15:00;2;4;0;2;5;0;1;1;0;0;0;0;0;0
2020-05-29 01:30:00;3;5;0;9;5;0;1;0;0;0;0;0;0;0
2020-05-29 01:45:00;2;6;0;4;5;1;0;0;0;0;0;0;0;0
2020-05-29 02:00:00;1;2;0;6;4;0;0;0;0;0;0;0;0;0
2020-05-29 02:15:00;4;3;0;3;7;2;0;0;0;0;0;0;0;0
2020-05-29 02:30:00;5;10;0;3;6;4;0;0;0;0;0;0;0;0
2020-05-29 02:45:00;5;6;0;8;6;2;0;1;0;0;0;0;0;0
2020-05-29 03:00:00;0;5;0;0;4;5;0;1;0;0;0;0;0;0
2020-05-29 03:15:00;3;2;0;4;3;2;0;0;0;0;1;0;0;0
2020-05-29 03:30:00;1;7;0;2;6;0;0;0;0;0;0;0;0;0
2020-05-29 03:45:00;2;5;0;2;5;1;0;0;0;0;0;0;0;0
2020-05-29 04:00:00;3;2;0;2;6;0;0;0;0;0;0;0;0;0
2020-05-29 04:15:00;7;4;0;9;16;1;0;0;0;0;0;0;0;0
2020-05-29 04:30:00;11;12;0;8;14;1;0;0;0;0;0;0;0;0
2020-05-29 04:45:00;17;19;0;11;20;2;0;1;0;0;0;0;0;0
2020-05-29 05:00:00;28;28;0;11;21;4;1;1;1;0;1;0;0;0
2020-05-29 05:15:00;71;76;0;25;42;1;2;3;1;3;0;0;0;0
2020-05-29 05:30:00;86;108;0;26;41;5;0;2;2;0;0;0;0;0
2020-05-29 05:45:00;60;83;0;32;55;16;1;0;1;0;0;0;0;0
2020-05-29 06:00:00;49;78;0;47;73;6;1;2;1;3;0;0;0;0
2020-05-29 06:15:00;73;102;0;51;80;36;1;11;8;3;2;0;0;0
2020-05-29 06:30:00;119;150;0;70;89;29;1;7;4;3;1;0;0;1
