DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-02-07 00:00:00;5;0;0;0;8;0;0;0;0;0;0;0;0
2020-02-07 00:15:00;7;0;0;1;11;0;0;0;0;0;0;0;0
2020-02-07 00:30:00;10;0;0;0;22;0;0;0;0;0;0;0;0
2020-02-07 00:45:00;4;0;0;0;4;0;0;0;0;0;0;0;0
2020-02-07 01:00:00;5;1;1;1;16;1;0;0;0;0;0;0;0
2020-02-07 01:15:00;5;1;0;0;6;1;0;0;0;0;0;0;0
2020-02-07 01:30:00;6;1;1;1;10;0;0;0;0;0;0;0;0
2020-02-07 01:45:00;7;0;0;0;1;0;0;0;0;0;0;0;0
2020-02-07 02:00:00;8;0;0;0;7;0;0;0;0;0;0;0;0
2020-02-07 02:15:00;8;0;0;0;4;0;0;0;0;0;0;0;0
2020-02-07 02:30:00;8;1;0;0;7;0;0;0;0;0;0;0;0
2020-02-07 02:45:00;2;0;0;0;5;0;0;0;0;0;0;0;0
2020-02-07 03:00:00;5;0;0;0;5;0;0;0;0;0;0;0;0
2020-02-07 03:15:00;6;0;0;0;3;0;0;0;0;0;0;0;0
2020-02-07 03:30:00;5;0;0;0;8;0;0;0;0;0;0;0;0
2020-02-07 03:45:00;6;0;0;0;5;0;0;0;0;0;0;0;0
2020-02-07 04:00:00;10;0;0;0;7;0;0;0;0;0;0;0;0
2020-02-07 04:15:00;6;0;0;0;4;0;0;0;0;0;0;0;0
2020-02-07 04:30:00;5;1;1;1;15;0;0;0;0;0;0;0;0
2020-02-07 04:45:00;20;1;0;2;12;0;0;0;0;0;0;0;0
2020-02-07 05:00:00;26;0;1;1;24;0;0;0;0;0;0;0;0
2020-02-07 05:15:00;52;0;1;1;23;0;0;0;0;0;0;0;0
2020-02-07 05:30:00;78;0;0;4;46;0;0;0;0;0;0;0;0
2020-02-07 05:45:00;83;1;2;2;75;1;0;0;0;0;0;0;0
2020-02-07 06:00:00;82;2;4;3;80;2;0;0;0;0;0;0;0
2020-02-07 06:15:00;109;3;3;9;102;0;0;0;0;0;0;0;0
2020-02-07 06:30:00;108;3;3;8;110;1;0;5;0;0;0;0;0
2020-02-07 06:45:00;109;2;5;8;125;0;1;6;11;0;0;0;0
2020-02-07 07:00:00;119;5;3;4;123;4;0;0;11;0;0;0;0
2020-02-07 07:15:00;179;7;4;11;117;2;1;7;5;0;0;0;0
2020-02-07 07:30:00;165;6;27;11;105;3;0;0;64;0;0;13;0
2020-02-07 07:45:00;141;12;119;15;126;0;0;2;26;0;0;0;0
2020-02-07 08:00:00;140;11;26;16;97;1;1;0;2;0;0;0;0
2020-02-07 08:15:00;143;14;16;13;89;3;0;1;5;0;0;0;0
2020-02-07 08:30:00;130;9;13;8;97;1;0;0;0;0;0;0;0
2020-02-07 08:45:00;126;4;6;13;107;2;0;0;7;0;0;3;0
2020-02-07 09:00:00;155;8;6;6;99;1;0;1;15;0;0;0;0
2020-02-07 09:15:00;119;10;8;14;99;3;1;2;12;0;0;0;0
2020-02-07 09:30:00;116;8;10;6;113;2;4;0;12;0;0;0;0
2020-02-07 09:45:00;142;9;16;14;115;5;2;8;9;0;0;0;0
2020-02-07 10:00:00;122;8;15;12;116;3;4;0;8;0;0;0;0
2020-02-07 10:15:00;132;9;14;14;120;6;7;9;6;0;0;4;0
2020-02-07 10:30:00;113;12;17;11;120;4;5;4;27;1;0;0;0
2020-02-07 10:45:00;133;6;6;12;122;8;6;5;14;0;0;0;0
2020-02-07 11:00:00;151;12;37;12;119;5;8;1;4;0;0;0;0
2020-02-07 11:15:00;123;11;52;7;130;9;8;0;42;0;0;6;0
2020-02-07 11:30:00;135;13;16;24;146;6;8;2;18;0;0;0;0
2020-02-07 11:45:00;131;9;12;16;152;3;6;1;17;0;0;0;0
2020-02-07 12:00:00;169;7;21;10;166;3;3;3;18;0;0;0;0
2020-02-07 12:15:00;147;14;17;8;175;2;11;1;6;0;0;1;0
2020-02-07 12:30:00;152;2;19;16;165;6;4;4;39;0;0;0;0
2020-02-07 12:45:00;110;3;10;9;173;7;8;2;9;0;0;1;0
2020-02-07 13:00:00;120;5;16;17;195;2;6;0;18;0;0;0;0
2020-02-07 13:15:00;141;9;12;12;170;8;2;1;15;0;0;5;0
2020-02-07 13:30:00;136;4;14;17;175;7;9;3;13;0;0;0;0
2020-02-07 13:45:00;143;7;9;16;158;8;8;0;18;0;0;0;0
2020-02-07 14:00:00;142;8;11;17;173;9;8;4;7;0;0;6;0
2020-02-07 14:15:00;142;10;39;15;153;6;6;5;17;0;0;0;0
2020-02-07 14:30:00;135;9;17;14;204;11;11;6;63;0;0;3;0
2020-02-07 14:45:00;152;8;25;12;177;7;12;2;42;0;0;0;0
2020-02-07 15:00:00;143;10;8;10;151;8;6;1;35;0;0;3;0
2020-02-07 15:15:00;138;7;14;15;192;8;8;4;5;0;0;5;0
2020-02-07 15:30:00;152;4;28;9;167;11;8;0;14;0;0;2;0
2020-02-07 15:45:00;148;6;18;9;167;11;6;0;13;0;0;6;0
2020-02-07 16:00:00;152;10;34;23;179;14;8;5;15;0;0;0;0
2020-02-07 16:15:00;145;6;15;15;198;9;10;0;9;0;0;0;0
2020-02-07 16:30:00;133;9;17;15;195;5;8;6;3;0;0;0;0
2020-02-07 16:45:00;137;3;15;17;177;7;9;0;32;0;0;2;0
2020-02-07 17:00:00;140;6;9;10;157;16;13;0;68;0;0;0;0
2020-02-07 17:15:00;157;1;9;10;166;7;11;0;20;0;0;0;0
2020-02-07 17:30:00;129;3;15;12;166;5;6;6;10;0;0;1;0
2020-02-07 17:45:00;154;5;10;15;163;2;15;3;8;0;0;0;0
2020-02-07 18:00:00;132;7;8;19;173;2;3;7;19;0;0;2;0
2020-02-07 18:15:00;101;3;10;10;155;7;10;0;17;0;0;0;0
2020-02-07 18:30:00;122;6;15;14;132;7;4;0;4;0;0;0;0
2020-02-07 18:45:00;149;6;10;16;132;3;8;0;3;0;0;0;0
2020-02-07 19:00:00;109;5;14;13;125;2;8;10;5;0;0;0;0
2020-02-07 19:15:00;71;1;8;6;124;0;2;0;9;0;0;0;0
2020-02-07 19:30:00;86;1;7;6;105;0;0;12;17;0;0;0;0
2020-02-07 19:45:00;69;1;2;7;117;0;0;3;0;0;0;0;0
2020-02-07 20:00:00;80;1;5;3;109;1;1;0;0;0;0;0;0
2020-02-07 20:15:00;38;1;2;10;81;0;0;0;0;0;0;0;0
2020-02-07 20:30:00;61;1;2;5;76;0;0;0;0;0;0;0;0
2020-02-07 20:45:00;62;1;3;7;78;0;0;0;0;0;0;0;0
2020-02-07 21:00:00;58;0;3;11;77;0;0;0;0;0;0;0;0
2020-02-07 21:15:00;43;1;2;3;101;0;0;0;0;0;0;0;0
2020-02-07 21:30:00;57;0;1;4;85;0;0;0;0;0;0;0;0
2020-02-07 21:45:00;36;0;3;3;53;0;0;0;0;0;0;0;0
