DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-03-26 00:00:00;3;4;1;0;0;0;0;0
2020-03-26 00:15:00;3;1;4;0;0;0;0;0
2020-03-26 00:30:00;0;2;1;0;0;0;0;0
2020-03-26 00:45:00;1;3;5;0;0;0;0;0
2020-03-26 01:00:00;3;1;1;0;0;0;0;0
2020-03-26 01:15:00;4;9;0;0;0;0;0;0
2020-03-26 01:30:00;2;1;3;0;0;0;0;0
2020-03-26 01:45:00;4;6;1;0;0;0;0;0
2020-03-26 02:00:00;1;4;1;0;0;0;0;0
2020-03-26 02:15:00;4;6;1;0;0;0;0;0
2020-03-26 02:30:00;2;5;3;0;0;0;0;0
2020-03-26 02:45:00;0;8;2;0;0;0;0;0
2020-03-26 03:00:00;0;1;1;0;0;0;0;0
2020-03-26 03:15:00;4;2;2;0;0;0;0;0
2020-03-26 03:30:00;3;0;1;0;0;0;0;0
2020-03-26 03:45:00;2;4;4;0;0;0;0;0
2020-03-26 04:00:00;4;4;4;0;0;0;0;0
2020-03-26 04:15:00;4;12;1;0;0;0;0;0
2020-03-26 04:30:00;6;8;0;0;0;0;0;0
2020-03-26 04:45:00;5;17;6;0;0;0;0;0
2020-03-26 05:00:00;14;22;6;0;0;0;0;0
2020-03-26 05:15:00;12;42;9;0;0;0;0;0
2020-03-26 05:30:00;21;54;16;0;0;0;0;0
2020-03-26 05:45:00;25;56;25;0;0;0;0;0
2020-03-26 06:00:00;36;71;23;0;0;0;0;0
2020-03-26 06:15:00;27;83;33;0;0;0;0;0
2020-03-26 06:30:00;47;92;27;0;0;4;4;0
2020-03-26 06:45:00;32;82;39;0;0;0;0;0
2020-03-26 07:00:00;19;86;38;0;0;0;0;0
2020-03-26 07:15:00;35;82;36;0;0;0;3;0
2020-03-26 07:30:00;23;94;45;0;0;0;0;0
2020-03-26 07:45:00;41;102;43;0;7;2;16;0
2020-03-26 08:00:00;29;72;34;0;3;0;3;1
2020-03-26 08:15:00;30;68;42;0;1;0;0;4
2020-03-26 08:30:00;32;78;33;0;1;1;3;0
2020-03-26 08:45:00;28;72;32;0;0;1;0;0
2020-03-26 09:00:00;35;70;41;0;0;1;6;0
2020-03-26 09:15:00;33;78;31;0;1;0;0;5
2020-03-26 09:30:00;29;90;34;0;0;0;1;0
2020-03-26 09:45:00;43;77;41;0;0;1;0;0
2020-03-26 10:00:00;23;80;39;0;1;0;0;0
2020-03-26 10:15:00;46;97;44;0;6;5;8;8
2020-03-26 10:30:00;39;71;53;0;6;0;8;2
2020-03-26 10:45:00;45;95;34;0;2;4;2;0
2020-03-26 11:00:00;36;83;46;0;4;0;2;1
2020-03-26 11:15:00;37;91;31;0;3;2;0;2
2020-03-26 11:30:00;38;99;46;0;1;0;5;1
2020-03-26 11:45:00;50;88;32;0;2;0;0;0
2020-03-26 12:00:00;38;101;49;0;0;0;0;0
2020-03-26 12:15:00;49;90;33;0;4;0;5;0
2020-03-26 12:30:00;31;90;48;0;6;4;6;9
2020-03-26 12:45:00;39;85;56;0;0;0;0;0
2020-03-26 13:00:00;41;89;42;0;2;7;20;0
2020-03-26 13:15:00;52;111;40;0;2;1;1;2
2020-03-26 13:30:00;36;98;32;0;0;0;0;0
2020-03-26 13:45:00;52;84;43;0;1;6;7;1
2020-03-26 14:00:00;60;94;47;0;6;2;0;3
2020-03-26 14:15:00;52;106;37;0;6;1;0;0
2020-03-26 14:30:00;53;107;41;0;0;0;0;2
2020-03-26 14:45:00;62;108;50;0;0;4;1;0
2020-03-26 15:00:00;49;112;40;0;5;1;13;2
2020-03-26 15:15:00;54;124;56;0;1;0;7;4
2020-03-26 15:30:00;47;111;48;0;3;0;4;1
2020-03-26 15:45:00;41;112;53;0;3;0;1;0
2020-03-26 16:00:00;50;138;42;0;3;7;13;0
2020-03-26 16:15:00;49;123;53;0;3;3;0;2
2020-03-26 16:30:00;53;131;66;0;3;1;0;1
2020-03-26 16:45:00;60;120;49;0;5;2;25;5
2020-03-26 17:00:00;44;120;49;0;5;0;4;11
2020-03-26 17:15:00;52;114;42;0;1;2;4;0
2020-03-26 17:30:00;33;88;40;0;8;0;0;19
2020-03-26 17:45:00;46;101;49;0;3;0;0;1
2020-03-26 18:00:00;50;96;33;0;3;1;5;2
2020-03-26 18:15:00;33;90;44;0;0;2;3;0
2020-03-26 18:30:00;36;66;47;0;3;5;2;0
2020-03-26 18:45:00;39;72;33;0;0;0;7;0
2020-03-26 19:00:00;22;45;40;0;3;1;1;0
2020-03-26 19:15:00;24;65;29;0;0;0;1;0
2020-03-26 19:30:00;21;43;24;0;0;0;0;5
2020-03-26 19:45:00;24;45;24;0;0;6;5;0
2020-03-26 20:00:00;20;35;22;0;2;0;0;3
2020-03-26 20:15:00;18;39;17;0;0;1;0;0
2020-03-26 20:30:00;7;31;16;0;0;0;0;0
2020-03-26 20:45:00;9;26;15;0;0;0;0;0
2020-03-26 21:00:00;15;27;9;0;0;0;0;0
2020-03-26 21:15:00;7;32;14;0;0;0;0;0
2020-03-26 21:30:00;10;32;16;0;0;0;0;0
2020-03-26 21:45:00;17;33;11;0;0;0;0;0
2020-03-26 22:00:00;12;25;11;0;0;0;0;0
2020-03-26 22:15:00;6;14;9;0;0;0;0;0
2020-03-26 22:30:00;7;20;6;0;0;0;0;0
2020-03-26 22:45:00;5;11;13;0;0;0;0;0
2020-03-26 23:00:00;3;7;2;0;0;0;0;0
2020-03-26 23:15:00;4;8;4;0;0;0;0;0
2020-03-26 23:30:00;0;5;3;0;0;0;0;0
2020-03-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
