DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-09-01 00:00:00;19;14;12;2;0;15;0;1;1;1;1;1;0;0;0;0
2020-09-01 00:15:00;13;16;17;0;3;17;1;2;1;1;1;1;0;0;0;0
2020-09-01 00:30:00;7;13;13;1;3;14;0;4;2;2;2;2;0;0;0;0
2020-09-01 00:45:00;8;9;9;1;2;9;0;4;5;5;6;5;0;0;0;0
2020-09-01 01:00:00;11;18;15;1;5;12;0;0;2;2;2;2;0;0;0;0
2020-09-01 01:15:00;6;5;9;1;0;4;0;1;1;1;2;1;0;0;0;0
2020-09-01 01:30:00;14;7;12;0;2;7;0;0;0;0;0;0;0;0;0;0
2020-09-01 01:45:00;18;5;10;1;2;7;0;2;2;2;2;2;0;0;0;0
2020-09-01 02:00:00;6;4;3;0;1;2;0;2;1;1;1;1;0;0;0;0
2020-09-01 02:15:00;4;2;260;0;0;4;0;1;0;0;0;0;0;0;0;0
2020-09-01 02:30:00;7;6;6;0;1;4;2;0;0;0;0;0;0;0;0;0
2020-09-01 02:45:00;6;5;8;1;1;7;2;1;0;0;258;258;0;0;0;0
2020-09-01 03:00:00;6;9;7;0;5;7;1;2;0;0;0;0;0;0;0;0
2020-09-01 03:15:00;6;6;9;0;2;7;0;0;1;1;1;1;0;0;0;0
2020-09-01 03:30:00;5;3;4;1;1;13;0;3;0;0;0;0;0;0;0;0
2020-09-01 03:45:00;7;5;6;1;2;6;0;2;4;4;4;4;0;0;0;0
2020-09-01 04:00:00;5;1;1;1;1;3;0;0;1;1;1;1;0;0;0;0
2020-09-01 04:15:00;10;7;5;0;3;7;2;1;1;1;1;1;0;0;0;0
2020-09-01 04:30:00;12;11;10;0;7;10;0;2;1;1;1;1;0;0;0;0
2020-09-01 04:45:00;12;10;9;2;9;10;0;1;7;7;5;6;0;0;0;0
2020-09-01 05:00:00;18;10;11;2;11;12;0;5;15;16;15;16;0;0;0;0
2020-09-01 05:15:00;21;28;23;1;9;27;1;16;22;22;21;21;0;0;0;0
2020-09-01 05:30:00;58;52;32;3;10;59;0;15;29;28;27;25;0;0;0;0
2020-09-01 05:45:00;39;85;52;7;17;82;0;12;18;19;20;19;0;0;1;0
2020-09-01 06:00:00;36;59;45;10;26;61;0;9;12;12;14;14;0;0;1;0
2020-09-01 06:15:00;87;81;47;22;29;72;2;18;33;32;27;34;0;0;0;0
