DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-07-04 00:00:00;5;0;8;0;0;0
2020-07-04 00:15:00;21;1;11;1;0;0
2020-07-04 00:30:00;12;0;10;1;0;0
2020-07-04 00:45:00;7;0;9;0;0;0
2020-07-04 01:00:00;7;0;5;1;0;0
2020-07-04 01:15:00;7;0;7;0;0;0
2020-07-04 01:30:00;12;0;7;0;0;0
2020-07-04 01:45:00;11;1;7;1;0;0
2020-07-04 02:00:00;3;1;8;1;0;0
2020-07-04 02:15:00;6;1;9;1;0;0
2020-07-04 02:30:00;1;0;6;0;0;0
2020-07-04 02:45:00;3;0;5;0;0;0
2020-07-04 03:00:00;3;0;2;0;0;0
2020-07-04 03:15:00;3;0;4;0;0;0
2020-07-04 03:30:00;2;0;5;1;0;0
2020-07-04 03:45:00;3;0;3;0;0;0
2020-07-04 04:00:00;3;1;4;0;0;0
2020-07-04 04:15:00;2;0;4;1;0;0
2020-07-04 04:30:00;4;0;2;1;0;0
2020-07-04 04:45:00;2;0;4;0;0;0
2020-07-04 05:00:00;3;1;9;1;0;0
2020-07-04 05:15:00;4;0;11;2;0;0
2020-07-04 05:30:00;26;1;9;8;0;0
2020-07-04 05:45:00;34;1;17;65;9;7
2020-07-04 06:00:00;43;1;9;70;2;4
2020-07-04 06:15:00;15;6;10;17;1;0
2020-07-04 06:30:00;13;6;10;9;0;0
2020-07-04 06:45:00;5;1;6;0;0;0
2020-07-04 07:00:00;7;0;11;3;0;0
2020-07-04 07:15:00;6;0;9;0;0;0
2020-07-04 07:30:00;19;0;19;0;0;0
2020-07-04 07:45:00;16;0;19;1;0;0
2020-07-04 08:00:00;15;2;15;1;0;0
2020-07-04 08:15:00;13;0;22;1;0;0
2020-07-04 08:30:00;10;0;16;2;0;0
2020-07-04 08:45:00;20;0;22;0;0;0
2020-07-04 09:00:00;15;0;24;1;0;0
2020-07-04 09:15:00;15;0;25;0;1;0
2020-07-04 09:30:00;24;0;40;0;1;0
2020-07-04 09:45:00;27;0;31;2;0;0
2020-07-04 10:00:00;27;0;35;0;0;0
2020-07-04 10:15:00;30;0;32;0;0;0
2020-07-04 10:30:00;30;0;39;0;0;0
2020-07-04 10:45:00;27;0;43;0;0;0
2020-07-04 11:00:00;29;0;28;1;0;0
2020-07-04 11:15:00;29;0;37;0;0;0
2020-07-04 11:30:00;44;0;29;0;0;0
2020-07-04 11:45:00;25;0;29;1;0;0
2020-07-04 12:00:00;41;1;37;1;0;0
2020-07-04 12:15:00;29;2;42;3;0;0
2020-07-04 12:30:00;36;0;32;1;0;0
2020-07-04 12:45:00;34;0;28;0;0;0
2020-07-04 13:00:00;36;2;34;1;0;0
2020-07-04 13:15:00;38;1;30;1;1;0
2020-07-04 13:30:00;44;0;34;1;0;0
2020-07-04 13:45:00;36;3;38;4;0;0
2020-07-04 14:00:00;61;3;26;0;0;0
2020-07-04 14:15:00;38;0;37;3;0;0
2020-07-04 14:30:00;27;0;36;1;0;0
2020-07-04 14:45:00;32;1;45;0;0;0
2020-07-04 15:00:00;27;1;24;1;0;0
2020-07-04 15:15:00;29;0;29;0;0;0
2020-07-04 15:30:00;37;0;26;3;0;0
2020-07-04 15:45:00;33;0;40;2;1;0
2020-07-04 16:00:00;48;1;31;3;0;0
2020-07-04 16:15:00;41;0;31;0;0;0
2020-07-04 16:30:00;30;2;37;3;0;0
2020-07-04 16:45:00;38;2;30;7;1;0
2020-07-04 17:00:00;29;1;24;0;1;0
2020-07-04 17:15:00;30;1;24;2;0;0
2020-07-04 17:30:00;32;0;33;0;0;0
2020-07-04 17:45:00;25;0;41;0;0;0
2020-07-04 18:00:00;35;1;25;2;0;0
2020-07-04 18:15:00;25;0;34;0;0;0
2020-07-04 18:30:00;24;0;34;0;0;0
2020-07-04 18:45:00;27;0;40;0;0;0
2020-07-04 19:00:00;26;0;35;0;0;0
2020-07-04 19:15:00;26;0;35;0;0;0
2020-07-04 19:30:00;38;0;36;0;0;0
2020-07-04 19:45:00;18;0;37;0;0;0
2020-07-04 20:00:00;33;0;23;0;0;0
2020-07-04 20:15:00;23;1;20;2;0;0
2020-07-04 20:30:00;14;0;26;1;0;0
2020-07-04 20:45:00;15;1;14;0;0;0
2020-07-04 21:00:00;17;0;29;0;0;0
2020-07-04 21:15:00;17;1;21;1;0;0
2020-07-04 21:30:00;18;0;20;0;0;0
2020-07-04 21:45:00;17;0;23;5;0;0
2020-07-04 22:00:00;27;0;24;0;0;0
2020-07-04 22:15:00;15;0;19;0;0;0
2020-07-04 22:30:00;26;1;21;1;0;0
2020-07-04 22:45:00;20;1;16;1;0;0
2020-07-04 23:00:00;20;0;10;0;0;0
2020-07-04 23:15:00;17;0;8;0;0;0
2020-07-04 23:30:00;19;0;12;0;0;0
2020-07-04 23:45:00;12;0;10;0;0;0
