DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-10-23 00:00:00;0;1;4;3;3;0;0;0;0;0;0;0
2019-10-23 00:15:00;1;7;11;1;5;0;0;0;0;0;0;0
2019-10-23 00:30:00;2;10;8;2;8;0;0;0;0;0;0;0
2019-10-23 00:45:00;1;8;4;5;5;0;0;0;0;0;0;0
2019-10-23 01:00:00;5;5;5;1;6;0;0;0;0;0;0;0
2019-10-23 01:15:00;0;3;2;2;2;0;0;0;0;0;0;0
2019-10-23 01:30:00;2;1;3;2;2;0;0;0;0;0;0;0
2019-10-23 01:45:00;1;4;4;2;2;0;0;0;0;0;0;0
2019-10-23 02:00:00;3;4;2;2;1;0;0;0;0;0;0;0
2019-10-23 02:15:00;1;1;1;0;1;0;0;0;0;0;0;0
2019-10-23 02:30:00;2;4;3;1;2;0;0;0;0;0;0;0
2019-10-23 02:45:00;4;1;0;0;1;0;0;0;0;0;0;0
2019-10-23 03:00:00;1;5;5;1;3;0;0;0;0;0;0;0
2019-10-23 03:15:00;1;5;2;0;0;0;0;0;0;0;0;0
2019-10-23 03:30:00;3;4;4;2;2;0;0;0;0;0;0;0
2019-10-23 03:45:00;5;3;6;1;4;0;0;0;0;0;0;0
2019-10-23 04:00:00;2;5;3;5;5;0;0;0;0;0;0;0
2019-10-23 04:15:00;4;8;8;5;4;0;0;0;0;0;0;0
2019-10-23 04:30:00;7;7;5;6;7;0;0;0;0;0;0;0
2019-10-23 04:45:00;14;12;10;4;6;0;0;0;0;0;0;0
2019-10-23 05:00:00;21;38;29;16;20;0;0;0;0;0;0;0
2019-10-23 05:15:00;20;49;29;30;24;0;0;0;0;0;0;0
2019-10-23 05:30:00;45;54;30;40;48;0;0;0;0;0;0;0
2019-10-23 05:45:00;27;93;39;43;53;0;0;0;0;0;0;0
2019-10-23 06:00:00;34;111;64;36;61;0;0;0;0;0;0;0
2019-10-23 06:15:00;34;106;51;69;105;1;0;0;0;0;1;0
2019-10-23 06:30:00;44;105;41;105;141;3;2;0;0;4;2;0
2019-10-23 06:45:00;55;107;48;108;136;6;3;0;0;12;0;0
2019-10-23 07:00:00;37;89;40;117;159;7;2;0;0;52;1;20
2019-10-23 07:15:00;47;108;49;124;196;4;1;0;0;46;3;4
2019-10-23 07:30:00;71;91;41;134;166;8;2;0;0;83;7;23
2019-10-23 07:45:00;55;132;60;102;114;8;4;0;4;29;12;16
2019-10-23 08:00:00;60;113;61;101;130;4;4;0;0;9;12;5
2019-10-23 08:15:00;63;85;48;87;105;6;1;0;0;2;5;1
2019-10-23 08:30:00;55;75;57;78;116;6;4;0;0;19;13;8
2019-10-23 08:45:00;48;86;63;61;82;3;5;0;0;6;8;11
