DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-08-22 00:00:00;9;7;3;7;2;4;3;0;4
2019-08-22 00:15:00;7;4;1;7;0;13;3;0;4
2019-08-22 00:30:00;11;2;0;4;1;8;2;0;1
2019-08-22 00:45:00;5;6;1;8;0;8;3;0;3
2019-08-22 01:00:00;7;4;1;5;3;4;2;0;3
2019-08-22 01:15:00;2;4;1;5;2;8;3;0;2
2019-08-22 01:30:00;5;4;0;3;1;4;2;0;3
2019-08-22 01:45:00;5;1;1;5;2;4;7;0;1
2019-08-22 02:00:00;2;2;0;1;0;0;0;0;4
2019-08-22 02:15:00;1;4;3;3;0;1;0;0;2
2019-08-22 02:30:00;2;2;1;2;0;1;1;0;1
2019-08-22 02:45:00;6;1;4;5;1;3;2;0;0
2019-08-22 03:00:00;4;0;0;2;4;1;2;0;3
2019-08-22 03:15:00;0;2;1;0;1;2;3;0;4
2019-08-22 03:30:00;4;2;0;3;2;1;2;0;3
2019-08-22 03:45:00;2;0;1;3;2;3;1;0;4
2019-08-22 04:00:00;4;0;0;4;0;6;1;0;4
2019-08-22 04:15:00;4;1;0;7;4;8;3;0;2
2019-08-22 04:30:00;4;3;2;7;0;1;1;0;3
2019-08-22 04:45:00;6;1;1;10;2;7;6;0;4
2019-08-22 05:00:00;13;5;1;14;7;11;5;0;3
2019-08-22 05:15:00;27;20;2;18;11;11;14;0;7
2019-08-22 05:30:00;26;25;5;23;8;29;30;0;4
2019-08-22 05:45:00;25;12;6;32;13;38;39;0;6
2019-08-22 06:00:00;24;17;3;33;26;41;46;0;12
2019-08-22 06:15:00;39;14;4;35;16;53;46;0;15
2019-08-22 06:30:00;24;22;10;34;26;79;85;0;16
2019-08-22 06:45:00;38;29;8;33;27;77;84;0;15
2019-08-22 07:00:00;32;27;4;30;16;82;79;0;15
2019-08-22 07:15:00;29;28;9;32;28;82;89;0;9
2019-08-22 07:30:00;32;25;7;29;19;73;77;0;15
2019-08-22 07:45:00;45;41;13;26;21;82;76;0;19
2019-08-22 08:00:00;32;31;9;30;21;70;65;0;14
2019-08-22 08:15:00;43;31;14;40;25;72;55;0;17
2019-08-22 08:30:00;45;26;11;39;36;76;56;0;17
2019-08-22 08:45:00;51;37;17;39;31;68;57;0;17
2019-08-22 09:00:00;29;29;10;34;23;44;34;0;17
2019-08-22 09:15:00;40;37;13;40;30;65;59;0;8
2019-08-22 09:30:00;43;30;11;45;33;63;62;0;18
2019-08-22 09:45:00;55;34;13;50;37;58;64;0;18
2019-08-22 10:00:00;43;26;12;35;37;51;38;0;22
2019-08-22 10:15:00;53;25;11;44;29;50;48;0;19
2019-08-22 10:30:00;11;14;2;22;16;17;9;0;4
2019-08-22 10:45:00;
2019-08-22 11:00:00;49;37;16;46;32;45;40;20;20
2019-08-22 11:15:00;65;53;20;52;46;49;52;20;20
2019-08-22 11:30:00;58;39;14;55;61;50;47;22;22
2019-08-22 11:45:00;57;44;12;41;41;54;45;19;19
2019-08-22 12:00:00;43;41;10;45;44;53;41;15;15
2019-08-22 12:15:00;60;46;28;47;47;41;44;23;23
2019-08-22 12:30:00;52;41;8;53;37;63;59;21;21
2019-08-22 12:45:00;49;47;13;53;50;50;48;23;23
2019-08-22 13:00:00;51;37;14;48;35;49;44;17;17
2019-08-22 13:15:00;56;47;15;57;51;56;56;20;20
2019-08-22 13:30:00;64;43;13;52;56;55;44;19;19
2019-08-22 13:45:00;64;54;17;57;46;56;56;12;12
2019-08-22 14:00:00;69;38;10;53;61;69;73;23;23
2019-08-22 14:15:00;55;44;17;79;75;62;55;16;16
2019-08-22 14:30:00;58;50;6;81;68;47;74;24;24
2019-08-22 14:45:00;81;57;13;72;57;66;66;23;23
2019-08-22 15:00:00;62;71;13;76;66;68;77;17;17
2019-08-22 15:15:00;67;56;16;95;80;60;59;23;23
2019-08-22 15:30:00;72;65;18;92;96;66;65;29;29
2019-08-22 15:45:00;98;67;14;71;73;57;57;24;24
2019-08-22 16:00:00;94;71;11;97;70;61;56;18;18
2019-08-22 16:15:00;83;54;15;93;90;74;68;20;20
2019-08-22 16:30:00;80;68;13;79;69;75;80;22;22
2019-08-22 16:45:00;93;92;10;87;78;67;75;22;22
2019-08-22 17:00:00;83;93;15;88;81;81;76;19;19
2019-08-22 17:15:00;77;93;15;93;79;66;69;18;18
2019-08-22 17:30:00;63;62;8;70;70;71;65;18;18
2019-08-22 17:45:00;72;71;13;64;54;69;65;23;23
2019-08-22 18:00:00;62;54;16;73;65;67;66;16;16
2019-08-22 18:15:00;73;69;10;56;42;58;58;14;14
2019-08-22 18:30:00;59;54;16;59;49;61;61;17;17
2019-08-22 18:45:00;50;38;13;57;40;57;60;8;8
2019-08-22 19:00:00;49;32;11;46;33;58;47;9;9
2019-08-22 19:15:00;40;28;5;44;42;47;38;15;15
2019-08-22 19:30:00;45;32;7;42;26;56;46;12;12
2019-08-22 19:45:00;37;26;13;42;27;46;38;12;12
2019-08-22 20:00:00;46;24;7;40;28;55;53;11;11
2019-08-22 20:15:00;32;31;7;25;24;48;39;8;8
2019-08-22 20:30:00;32;29;5;22;20;35;25;10;10
2019-08-22 20:45:00;28;15;8;29;22;33;30;7;7
