DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-08-23 00:00:00;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-08-23 00:15:00;0;0;0;0;15;0;1;1;0;0;0;0;0
2020-08-23 00:30:00;0;0;0;0;12;0;0;0;0;0;0;0;0
2020-08-23 00:45:00;0;0;0;0;9;0;0;0;0;0;0;0;0
2020-08-23 01:00:00;0;0;0;0;14;2;2;3;0;0;0;0;0
2020-08-23 01:15:00;0;0;0;0;5;1;1;1;0;0;0;0;0
2020-08-23 01:30:00;0;0;0;0;5;0;1;1;0;0;0;0;0
2020-08-23 01:45:00;0;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-23 02:00:00;0;0;0;0;6;0;0;2;0;0;0;0;0
2020-08-23 02:15:00;0;0;0;0;6;0;0;2;0;0;0;0;0
2020-08-23 02:30:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 02:45:00;0;0;0;0;8;0;0;1;0;0;0;0;0
2020-08-23 03:00:00;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-08-23 03:15:00;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-08-23 03:30:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-23 03:45:00;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-08-23 04:00:00;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-08-23 04:15:00;0;0;0;0;3;0;1;1;0;0;0;0;0
2020-08-23 04:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-08-23 04:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-23 05:00:00;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-08-23 05:15:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 05:30:00;0;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-23 05:45:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 06:00:00;0;0;0;0;3;0;1;1;0;0;0;0;0
2020-08-23 06:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-23 06:30:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 06:45:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 07:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-23 07:15:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 07:30:00;0;0;0;0;2;2;0;1;0;0;0;0;0
2020-08-23 07:45:00;0;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-23 08:00:00;0;0;0;0;1;0;0;1;0;0;0;0;0
2020-08-23 08:15:00;0;0;0;0;7;0;0;0;0;0;0;0;0
2020-08-23 08:30:00;0;0;0;0;7;0;2;2;0;0;0;0;0
2020-08-23 08:45:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-23 09:00:00;0;0;0;0;11;0;0;1;0;0;0;0;0
2020-08-23 09:15:00;0;0;0;0;13;0;1;1;0;0;0;0;0
2020-08-23 09:30:00;0;0;0;0;7;0;1;3;2;0;0;0;0
2020-08-23 09:45:00;0;0;0;0;15;0;0;0;1;0;0;0;0
2020-08-23 10:00:00;0;0;0;0;12;0;2;3;0;0;0;0;0
2020-08-23 10:15:00;0;0;0;0;13;0;1;1;0;0;1;0;0
2020-08-23 10:30:00;0;0;0;0;14;2;1;2;0;0;1;0;0
