DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-04-14 00:00:00;0;5;1;2;2;0;0
2020-04-14 00:15:00;0;2;1;2;3;3;3
2020-04-14 00:30:00;0;4;2;2;7;0;0
2020-04-14 00:45:00;0;6;2;2;3;0;0
2020-04-14 01:00:00;0;1;1;5;1;0;0
2020-04-14 01:15:00;0;2;2;4;1;0;0
2020-04-14 01:30:00;0;2;3;3;1;0;0
2020-04-14 01:45:00;0;1;1;4;1;0;0
2020-04-14 02:00:00;0;3;0;3;0;0;0
2020-04-14 02:15:00;0;3;6;4;1;0;0
2020-04-14 02:30:00;0;4;0;2;0;0;0
2020-04-14 02:45:00;0;3;1;4;1;0;0
2020-04-14 03:00:00;0;1;4;9;2;0;0
2020-04-14 03:15:00;0;5;2;5;2;0;0
2020-04-14 03:30:00;0;6;5;6;3;0;0
2020-04-14 03:45:00;0;1;0;2;0;0;0
2020-04-14 04:00:00;0;6;1;3;2;0;0
2020-04-14 04:15:00;0;7;2;10;5;0;0
2020-04-14 04:30:00;0;7;1;19;6;0;0
2020-04-14 04:45:00;0;11;3;11;5;0;0
2020-04-14 05:00:00;0;21;2;28;6;0;0
2020-04-14 05:15:00;0;33;16;23;16;0;0
2020-04-14 05:30:00;0;42;20;32;16;1;1
2020-04-14 05:45:00;0;37;51;27;21;0;0
2020-04-14 06:00:00;1;47;43;37;22;1;1
2020-04-14 06:15:00;1;61;62;36;24;1;1
2020-04-14 06:30:00;1;81;106;55;28;1;1
2020-04-14 06:45:00;1;62;82;54;41;1;1
2020-04-14 07:00:00;0;89;79;39;39;2;1
2020-04-14 07:15:00;9;89;98;59;52;3;4
2020-04-14 07:30:00;0;95;102;62;38;2;1
2020-04-14 07:45:00;0;83;107;81;47;0;1
2020-04-14 08:00:00;0;74;77;74;42;3;3
2020-04-14 08:15:00;2;81;74;64;58;2;2
2020-04-14 08:30:00;0;70;68;68;50;4;4
2020-04-14 08:45:00;0;70;81;77;66;1;1
2020-04-14 09:00:00;2;68;53;83;64;3;3
2020-04-14 09:15:00;14;53;64;86;66;2;2
2020-04-14 09:30:00;5;80;69;86;64;2;2
2020-04-14 09:45:00;11;80;42;101;61;2;2
2020-04-14 10:00:00;1;73;61;86;80;3;3
2020-04-14 10:15:00;1;88;74;101;78;2;1
2020-04-14 10:30:00;5;88;5;90;82;3;4
2020-04-14 10:45:00;14;94;54;116;96;1;1
2020-04-14 11:00:00;7;99;87;122;90;2;2
2020-04-14 11:15:00;38;82;67;114;87;3;3
2020-04-14 11:30:00;1;84;89;87;85;4;4
2020-04-14 11:45:00;0;98;87;99;86;1;1
2020-04-14 12:00:00;5;76;69;97;85;3;3
2020-04-14 12:15:00;7;87;92;96;92;1;1
2020-04-14 12:30:00;5;78;78;99;83;4;4
2020-04-14 12:45:00;3;75;83;95;89;1;1
2020-04-14 13:00:00;6;94;76;89;79;3;3
2020-04-14 13:15:00;19;78;75;104;98;1;1
2020-04-14 13:30:00;9;93;87;79;76;5;5
2020-04-14 13:45:00;7;74;83;83;97;0;0
2020-04-14 14:00:00;26;78;70;87;102;3;3
2020-04-14 14:15:00;6;87;80;105;99;3;3
2020-04-14 14:30:00;4;83;80;107;98;5;5
2020-04-14 14:45:00;6;99;87;98;105;2;2
2020-04-14 15:00:00;9;88;77;106;93;2;2
2020-04-14 15:15:00;4;66;88;99;86;1;1
2020-04-14 15:30:00;4;66;70;82;88;4;4
2020-04-14 15:45:00;2;81;80;113;105;2;2
2020-04-14 16:00:00;6;86;72;103;98;2;2
2020-04-14 16:15:00;2;95;76;98;102;2;2
2020-04-14 16:30:00;12;95;72;116;112;3;3
2020-04-14 16:45:00;10;88;67;110;100;2;2
2020-04-14 17:00:00;1;98;94;122;118;0;0
2020-04-14 17:15:00;12;86;77;108;119;4;4
2020-04-14 17:30:00;7;84;73;103;88;3;3
2020-04-14 17:45:00;5;72;74;91;78;2;2
2020-04-14 18:00:00;3;68;65;93;74;1;1
2020-04-14 18:15:00;12;78;62;76;69;3;3
2020-04-14 18:30:00;2;58;63;71;64;3;3
2020-04-14 18:45:00;4;55;19;73;59;2;2
2020-04-14 19:00:00;10;40;24;63;43;2;2
2020-04-14 19:15:00;0;52;49;48;44;2;2
2020-04-14 19:30:00;6;51;30;42;43;4;4
2020-04-14 19:45:00;0;41;52;42;41;1;1
2020-04-14 20:00:00;1;32;44;43;23;3;3
2020-04-14 20:15:00;1;36;13;43;29;1;1
2020-04-14 20:30:00;2;33;17;33;21;3;4
2020-04-14 20:45:00;0;27;16;31;18;1;1
2020-04-14 21:00:00;0;21;23;25;21;2;2
2020-04-14 21:15:00;0;24;10;18;19;1;1
2020-04-14 21:30:00;0;16;8;21;12;1;1
2020-04-14 21:45:00;0;18;14;21;13;1;1
2020-04-14 22:00:00;0;9;21;33;17;2;2
2020-04-14 22:15:00;0;14;16;11;6;2;2
2020-04-14 22:30:00;0;12;11;12;7;1;1
2020-04-14 22:45:00;0;11;10;9;3;1;1
2020-04-14 23:00:00;0;4;5;14;9;2;2
2020-04-14 23:15:00;0;6;3;13;4;1;1
2020-04-14 23:30:00;0;7;2;7;2;1;1
