DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-11-28 00:00:00;5;0;0;2;10;0;0;0;0;0;0;0;0
2019-11-28 00:15:00;13;0;0;0;17;0;0;0;0;0;0;0;0
2019-11-28 00:30:00;4;0;0;0;21;0;0;0;0;0;0;0;0
2019-11-28 00:45:00;6;0;0;0;20;0;0;0;0;0;0;0;0
2019-11-28 01:00:00;10;0;0;0;7;0;0;0;0;0;0;0;0
2019-11-28 01:15:00;4;0;0;0;11;0;0;0;0;0;0;0;0
2019-11-28 01:30:00;13;0;0;0;5;0;0;0;0;0;0;0;0
2019-11-28 01:45:00;6;0;0;0;9;0;0;0;0;0;0;0;0
2019-11-28 02:00:00;9;0;0;0;6;0;0;0;0;0;0;0;0
2019-11-28 02:15:00;2;0;0;0;1;0;0;0;0;0;0;0;0
2019-11-28 02:30:00;7;1;0;0;5;1;0;0;0;0;0;0;0
2019-11-28 02:45:00;4;1;1;0;7;0;0;0;0;0;0;0;0
2019-11-28 03:00:00;3;0;0;0;5;0;0;0;0;0;0;0;0
2019-11-28 03:15:00;6;0;0;0;11;0;0;0;0;0;0;0;0
2019-11-28 03:30:00;7;0;0;0;8;0;0;0;0;0;0;0;0
2019-11-28 03:45:00;7;0;0;0;7;0;0;0;0;0;0;0;0
2019-11-28 04:00:00;11;0;0;0;7;0;0;0;0;0;0;0;0
2019-11-28 04:15:00;11;0;0;1;7;0;0;0;0;0;0;0;0
2019-11-28 04:30:00;15;0;0;0;10;0;0;0;0;0;0;0;0
2019-11-28 04:45:00;19;1;0;1;15;0;0;0;0;0;0;0;0
2019-11-28 05:00:00;31;0;1;2;23;0;0;0;0;0;0;0;0
2019-11-28 05:15:00;61;1;0;5;30;0;0;0;0;0;0;0;0
2019-11-28 05:30:00;84;0;1;4;46;2;0;0;0;0;0;0;0
2019-11-28 05:45:00;79;1;2;0;58;0;1;0;0;0;0;0;0
2019-11-28 06:00:00;106;2;5;4;88;2;0;0;0;0;0;0;0
2019-11-28 06:15:00;125;3;4;10;88;0;0;0;0;0;0;0;0
2019-11-28 06:30:00;109;5;4;3;115;0;0;4;0;0;0;0;0
2019-11-28 06:45:00;120;5;7;5;142;1;0;8;12;0;0;0;0
2019-11-28 07:00:00;140;5;4;9;131;1;0;1;46;0;0;0;0
2019-11-28 07:15:00;179;16;7;18;142;0;1;14;16;0;0;0;0
2019-11-28 07:30:00;166;3;9;12;129;0;0;0;17;0;0;0;0
2019-11-28 07:45:00;172;13;8;13;146;1;0;0;11;0;0;0;0
2019-11-28 08:00:00;179;7;5;13;117;1;0;1;4;0;0;0;0
2019-11-28 08:15:00;184;13;8;9;126;1;1;4;37;0;0;16;0
2019-11-28 08:30:00;173;6;7;12;105;1;0;1;25;0;0;2;0
2019-11-28 08:45:00;169;9;5;10;117;1;2;0;34;0;0;2;0
2019-11-28 09:00:00;147;7;4;4;114;1;1;21;13;0;0;0;0
2019-11-28 09:15:00;132;10;9;10;132;1;1;8;14;0;0;0;0
2019-11-28 09:30:00;137;5;8;9;109;3;0;0;8;0;1;0;0
2019-11-28 09:45:00;153;7;10;8;132;1;6;0;12;0;0;0;0
2019-11-28 10:00:00;164;10;8;7;125;1;7;11;16;0;0;0;0
2019-11-28 10:15:00;157;6;17;7;114;4;5;20;4;4;0;0;0
2019-11-28 10:30:00;133;9;10;6;118;6;5;0;101;0;0;0;0
2019-11-28 10:45:00;141;8;12;11;141;5;6;0;7;0;0;0;0
2019-11-28 11:00:00;140;8;10;12;152;3;1;0;15;0;0;0;0
2019-11-28 11:15:00;129;9;12;7;129;4;3;1;7;0;0;0;0
2019-11-28 11:30:00;155;5;7;11;151;3;5;1;8;1;0;0;0
2019-11-28 11:45:00;129;10;17;17;149;2;4;3;50;0;0;1;0
2019-11-28 12:00:00;120;8;14;11;150;1;5;6;41;0;0;0;0
2019-11-28 12:15:00;120;9;13;18;156;2;1;0;7;0;0;0;0
2019-11-28 12:30:00;123;7;7;17;137;4;4;5;5;0;0;0;0
2019-11-28 12:45:00;110;9;12;11;152;1;4;0;11;0;0;0;0
2019-11-28 13:00:00;127;9;7;15;149;3;3;0;46;0;0;0;0
2019-11-28 13:15:00;129;3;15;17;161;2;3;75;40;0;2;0;0
