DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-03-10 00:00:00;0;1;0;4;2;38;0;1;2;1;1
2020-03-10 00:15:00;0;2;0;9;10;85;0;6;5;1;1
2020-03-10 00:30:00;0;2;2;4;0;20;2;6;6;3;3
2020-03-10 00:45:00;1;2;0;3;2;37;0;6;3;1;1
2020-03-10 01:00:00;0;2;0;4;2;31;1;3;2;0;0
2020-03-10 01:15:00;1;0;0;4;5;58;1;3;4;0;0
2020-03-10 01:30:00;0;0;0;2;1;12;0;0;1;0;0
2020-03-10 01:45:00;1;0;0;5;2;38;0;1;2;1;1
2020-03-10 02:00:00;0;0;0;3;2;29;1;0;0;0;0
2020-03-10 02:15:00;0;0;0;0;0;10;2;1;3;1;1
2020-03-10 02:30:00;0;1;0;2;0;65;1;1;1;0;0
2020-03-10 02:45:00;0;0;0;6;4;77;1;0;1;1;1
2020-03-10 03:00:00;0;1;0;4;2;33;1;3;1;1;1
2020-03-10 03:15:00;0;0;0;3;0;26;3;4;4;1;1
2020-03-10 03:30:00;0;1;0;4;2;3;0;1;0;0;0
2020-03-10 03:45:00;1;1;0;7;1;1;0;2;3;1;1
2020-03-10 04:00:00;0;0;0;3;2;2;2;4;2;1;1
2020-03-10 04:15:00;0;2;0;7;4;1;3;4;3;2;2
2020-03-10 04:30:00;0;2;0;7;6;1;2;7;3;0;0
2020-03-10 04:45:00;2;4;0;13;5;2;1;10;10;5;4
2020-03-10 05:00:00;3;8;0;10;13;4;2;20;18;6;7
2020-03-10 05:15:00;3;15;0;13;12;2;3;48;46;13;9
2020-03-10 05:30:00;7;17;0;29;26;8;6;46;60;16;13
2020-03-10 05:45:00;3;27;4;46;27;16;10;68;93;34;26
2020-03-10 06:00:00;2;18;3;58;31;6;9;48;52;10;8
2020-03-10 06:15:00;8;28;4;74;37;55;18;68;85;15;8
2020-03-10 06:30:00;8;42;4;56;49;11;12;110;123;23;14
2020-03-10 06:45:00;11;50;8;72;40;12;24;133;155;38;26
2020-03-10 07:00:00;10;42;2;66;45;9;18;135;174;32;20
2020-03-10 07:15:00;15;51;14;82;60;13;44;135;232;47;37
2020-03-10 07:30:00;17;58;8;103;66;10;65;161;206;30;26
2020-03-10 07:45:00;29;69;5;132;80;28;45;126;161;22;15
2020-03-10 08:00:00;12;56;5;116;76;15;30;145;174;30;23
2020-03-10 08:15:00;13;46;8;97;64;23;46;109;151;28;22
2020-03-10 08:30:00;11;35;3;111;59;16;33;122;139;13;15
2020-03-10 08:45:00;11;43;8;90;67;11;31;99;111;18;15
2020-03-10 09:00:00;9;26;4;80;53;14;28;86;88;9;9
2020-03-10 09:15:00;5;34;5;80;57;13;32;63;85;11;10
2020-03-10 09:30:00;14;38;2;83;57;14;34;113;82;8;6
2020-03-10 09:45:00;8;28;4;99;53;11;38;75;78;12;10
2020-03-10 10:00:00;4;20;6;86;53;11;27;57;69;7;4
2020-03-10 10:15:00;10;40;8;104;66;16;24;76;75;9;10
2020-03-10 10:30:00;13;30;4;92;55;16;34;60;68;11;10
2020-03-10 10:45:00;13;27;4;93;63;11;26;68;65;10;9
2020-03-10 11:00:00;14;30;5;101;82;13;38;77;77;9;9
2020-03-10 11:15:00;16;29;2;110;60;17;37;72;59;3;5
2020-03-10 11:30:00;16;28;3;110;72;23;37;59;56;12;13
2020-03-10 11:45:00;17;39;4;118;63;14;46;80;50;11;10
2020-03-10 12:00:00;13;44;3;129;94;28;53;60;57;4;4
2020-03-10 12:15:00;5;30;4;127;75;22;30;69;65;8;8
2020-03-10 12:30:00;6;28;3;100;75;20;38;62;56;9;3
2020-03-10 12:45:00;18;32;5;95;79;13;37;79;68;9;8
2020-03-10 13:00:00;12;28;2;129;107;29;31;67;58;8;9
2020-03-10 13:15:00;19;20;2;110;105;21;37;80;72;5;5
2020-03-10 13:30:00;12;37;4;95;84;20;47;79;86;4;6
2020-03-10 13:45:00;21;46;7;118;90;18;43;80;87;9;8
2020-03-10 14:00:00;10;20;1;95;65;10;19;41;42;9;7
2020-03-10 14:15:00;9;25;2;159;121;25;43;57;67;16;14
2020-03-10 14:30:00;11;32;7;171;122;23;50;62;64;9;8
2020-03-10 14:45:00;13;35;7;159;113;18;43;67;72;10;10
2020-03-10 15:00:00;6;36;1;154;133;11;36;61;56;11;9
2020-03-10 15:15:00;18;36;5;170;122;20;39;64;69;14;9
2020-03-10 15:30:00;14;32;6;186;136;14;43;69;79;12;9
2020-03-10 15:45:00;9;37;2;207;154;27;67;69;96;11;11
2020-03-10 16:00:00;26;52;3;190;165;43;58;86;77;9;10
2020-03-10 16:15:00;14;20;4;239;185;27;48;89;75;14;14
2020-03-10 16:30:00;15;31;3;169;145;34;51;73;61;7;7
2020-03-10 16:45:00;12;29;5;201;172;31;64;86;106;15;15
2020-03-10 17:00:00;55;40;1;190;168;26;44;68;82;14;14
2020-03-10 17:15:00;15;25;5;182;164;22;56;79;92;15;14
2020-03-10 17:30:00;15;35;2;171;143;27;53;81;82;17;16
2020-03-10 17:45:00;9;22;3;123;115;16;42;89;86;15;15
2020-03-10 18:00:00;12;29;3;142;107;29;36;64;65;13;7
2020-03-10 18:15:00;13;34;3;123;75;30;39;74;81;16;13
2020-03-10 18:30:00;8;23;8;100;70;17;33;60;59;18;14
2020-03-10 18:45:00;21;24;4;83;73;16;33;60;67;8;11
2020-03-10 19:00:00;11;24;3;82;50;7;35;45;48;11;11
2020-03-10 19:15:00;8;15;7;78;50;10;31;56;54;13;12
2020-03-10 19:30:00;7;25;2;57;43;10;26;34;42;10;8
2020-03-10 19:45:00;10;17;2;63;38;9;27;34;42;11;11
2020-03-10 20:00:00;8;12;6;72;39;8;16;27;33;7;7
2020-03-10 20:15:00;8;16;3;61;46;16;19;32;36;4;3
2020-03-10 20:30:00;8;14;3;37;39;10;23;24;26;5;3
2020-03-10 20:45:00;6;13;8;46;35;10;11;27;18;6;5
2020-03-10 21:00:00;7;9;1;45;35;15;19;25;26;4;3
2020-03-10 21:15:00;5;12;3;44;36;10;18;31;35;7;7
2020-03-10 21:30:00;5;18;0;47;39;5;14;28;21;4;2
2020-03-10 21:45:00;4;7;2;37;23;9;13;29;17;2;2
2020-03-10 22:00:00;2;4;0;48;35;15;10;16;11;0;0
2020-03-10 22:15:00;1;7;25;42;33;7;10;14;8;1;1
2020-03-10 22:30:00;8;5;3;31;22;8;11;17;16;1;1
2020-03-10 22:45:00;6;5;2;20;21;10;15;11;9;4;4
2020-03-10 23:00:00;3;7;10;21;21;14;3;7;10;2;1
2020-03-10 23:15:00;0;3;2;10;13;5;3;9;14;4;3
2020-03-10 23:30:00;0;1;0;13;8;3;6;6;6;4;2
