DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-09-01 00:00:00;5;7;3;0;0;0;0;4;8;2;1;6;8;2;7;0;0
2020-09-01 00:15:00;1;7;3;2;2;2;2;5;7;1;1;4;6;1;5;3;0
2020-09-01 00:30:00;8;8;4;0;0;0;0;2;3;0;0;4;3;2;0;0;0
2020-09-01 00:45:00;3;6;5;1;0;0;1;3;4;1;0;7;11;3;1;0;0
2020-09-01 01:00:00;9;10;1;0;0;0;1;4;5;3;0;1;5;2;2;0;0
2020-09-01 01:15:00;5;12;3;0;0;0;0;3;3;2;1;4;2;2;1;0;0
2020-09-01 01:30:00;6;7;1;1;0;1;2;4;2;2;0;3;3;0;2;1;0
2020-09-01 01:45:00;6;8;0;2;0;0;0;3;1;3;0;5;7;1;0;3;0
2020-09-01 02:00:00;5;6;0;0;1;1;0;5;1;5;0;0;1;0;0;0;0
2020-09-01 02:15:00;10;2;0;0;0;0;0;4;1;1;0;3;2;0;0;0;0
2020-09-01 02:30:00;7;5;2;0;0;0;0;1;4;1;0;1;3;1;0;0;0
2020-09-01 02:45:00;2;3;0;0;0;0;0;4;0;3;1;6;3;0;2;0;0
2020-09-01 03:00:00;4;6;2;0;0;0;0;7;3;4;1;6;0;1;1;0;0
2020-09-01 03:15:00;10;5;1;0;0;0;0;1;2;3;1;2;3;1;0;0;0
2020-09-01 03:30:00;2;4;0;0;0;0;0;3;3;1;0;2;6;2;0;0;0
2020-09-01 03:45:00;10;3;3;1;0;0;0;4;2;2;0;4;9;0;0;1;0
2020-09-01 04:00:00;4;4;0;2;0;0;0;2;0;5;1;1;2;0;0;2;0
2020-09-01 04:15:00;8;13;2;0;0;0;0;8;2;4;2;7;9;2;2;0;0
2020-09-01 04:30:00;13;16;4;1;0;0;0;1;8;5;0;7;6;1;1;2;0
2020-09-01 04:45:00;19;22;14;0;0;0;0;10;10;4;0;9;7;4;0;1;0
2020-09-01 05:00:00;20;51;51;1;0;0;0;15;18;10;6;19;7;1;10;0;0
2020-09-01 05:15:00;29;58;54;0;0;0;0;8;16;10;11;44;16;6;2;0;0
2020-09-01 05:30:00;38;67;78;1;0;0;0;12;39;19;11;31;17;8;21;0;0
2020-09-01 05:45:00;67;42;43;1;0;1;1;31;44;21;9;31;24;10;4;1;0
2020-09-01 06:00:00;47;43;56;1;0;1;0;37;60;19;16;31;25;8;11;4;0
2020-09-01 06:15:00;82;64;76;1;0;1;0;54;49;30;29;42;25;14;19;6;0
2020-09-01 06:30:00;104;80;85;6;1;2;0;42;55;22;16;62;36;18;17;6;0
2020-09-01 06:45:00;109;84;90;10;1;0;0;30;46;22;21;68;46;32;21;16;0
2020-09-01 07:00:00;91;79;85;8;0;1;0;41;51;22;23;60;58;46;7;14;0
2020-09-01 07:15:00;91;69;97;10;0;0;2;62;69;24;21;67;60;56;8;19;0
2020-09-01 07:30:00;90;111;105;14;2;2;2;93;69;36;28;70;61;51;28;27;0
2020-09-01 07:45:00;101;98;107;15;2;9;3;70;81;40;32;80;51;51;32;25;0
2020-09-01 08:00:00;77;96;86;12;1;2;2;47;55;29;23;55;52;48;10;16;0
2020-09-01 08:15:00;89;83;81;16;1;2;3;97;73;31;25;59;45;35;3;23;0
2020-09-01 08:30:00;97;78;89;8;2;1;2;53;61;22;23;52;50;36;13;15;0
2020-09-01 08:45:00;91;76;82;3;2;4;1;60;75;33;22;59;48;32;6;7;0
2020-09-01 09:00:00;87;64;64;8;0;3;5;39;46;27;21;46;49;33;9;14;0
2020-09-01 09:15:00;88;67;71;7;1;5;3;67;67;31;19;55;47;34;4;11;0
2020-09-01 09:30:00;77;101;72;10;0;1;8;77;67;29;24;52;42;41;2;16;0
2020-09-01 09:45:00;74;82;56;15;2;3;6;58;67;38;27;56;52;48;33;25;0
2020-09-01 10:00:00;77;71;67;4;1;5;5;60;79;36;21;62;54;49;34;11;0
2020-09-01 10:15:00;85;79;66;6;1;5;3;58;73;33;27;75;48;41;13;20;0
2020-09-01 10:30:00;77;85;70;3;2;3;6;90;90;41;36;57;50;42;8;15;0
2020-09-01 10:45:00;102;79;78;10;1;2;7;67;80;41;29;67;44;45;3;13;0
2020-09-01 11:00:00;79;82;64;12;0;6;7;64;72;35;18;79;48;40;16;16;0
2020-09-01 11:15:00;91;85;69;8;3;1;5;66;87;46;38;68;43;38;9;14;0
2020-09-01 11:30:00;71;79;64;8;2;6;10;91;114;35;28;89;41;38;6;11;0
2020-09-01 11:45:00;80;69;64;8;0;4;2;86;83;34;24;73;45;37;3;20;0
2020-09-01 12:00:00;79;85;83;10;2;8;6;72;85;26;26;73;52;37;48;18;0
2020-09-01 12:15:00;72;88;75;9;2;4;6;74;99;46;41;67;52;36;15;15;0
2020-09-01 12:30:00;103;74;65;12;2;13;8;77;77;38;33;72;48;38;13;14;0
2020-09-01 12:45:00;81;74;66;8;3;5;4;170;90;38;34;78;44;41;30;8;0
2020-09-01 13:00:00;80;75;93;9;1;3;9;85;85;39;30;70;56;50;18;21;0
2020-09-01 13:15:00;86;94;87;15;2;6;5;64;73;36;32;77;54;51;22;16;0
2020-09-01 13:30:00;93;94;100;8;1;6;10;74;93;32;28;84;47;56;22;14;0
2020-09-01 13:45:00;95;100;91;7;1;3;3;90;90;37;33;71;59;52;15;23;0
2020-09-01 14:00:00;101;88;84;19;1;9;5;87;80;35;37;68;50;44;17;23;0
2020-09-01 14:15:00;89;93;87;11;2;4;5;95;132;55;33;79;60;52;11;18;0
2020-09-01 14:30:00;99;84;80;16;2;6;4;115;138;56;44;83;56;45;20;25;0
2020-09-01 14:45:00;82;95;88;10;1;11;7;114;125;50;47;68;59;54;14;23;0
2020-09-01 15:00:00;90;86;79;8;2;15;5;118;106;55;47;78;60;55;28;19;0
2020-09-01 15:15:00;92;93;76;10;4;6;8;104;130;60;48;90;62;51;33;15;0
2020-09-01 15:30:00;82;82;82;17;2;11;6;116;130;52;43;75;60;59;17;27;0
2020-09-01 15:45:00;79;94;91;10;1;11;9;109;119;49;38;81;68;61;11;27;0
2020-09-01 16:00:00;111;102;85;11;2;9;8;189;129;52;50;96;73;67;22;20;0
2020-09-01 16:15:00;101;95;92;16;3;20;15;109;144;58;50;90;58;54;55;19;0
2020-09-01 16:30:00;94;97;100;10;1;9;15;116;135;62;60;119;74;76;13;16;0
2020-09-01 16:45:00;70;89;93;15;5;19;10;128;143;67;62;97;71;66;14;22;0
2020-09-01 17:00:00;87;102;94;11;3;14;9;163;151;76;50;115;71;71;13;13;0
2020-09-01 17:15:00;87;81;90;9;2;19;9;128;146;57;49;114;75;68;19;21;0
2020-09-01 17:30:00;92;90;101;9;3;13;9;103;119;52;49;87;75;70;30;12;0
2020-09-01 17:45:00;68;79;74;17;2;12;8;118;132;51;40;85;65;55;17;21;0
2020-09-01 18:00:00;84;96;98;4;2;11;8;85;107;43;39;84;77;65;16;14;0
2020-09-01 18:15:00;104;85;75;11;5;6;9;116;97;32;20;72;58;46;9;15;0
2020-09-01 18:30:00;79;75;61;6;2;7;3;81;101;40;29;40;42;34;19;11;0
2020-09-01 18:45:00;62;74;60;11;8;6;7;84;99;34;25;59;49;37;11;16;0
2020-09-01 19:00:00;52;70;64;7;0;5;11;61;79;30;22;50;49;37;27;5;0
2020-09-01 19:15:00;57;62;51;6;2;2;3;122;67;25;15;49;41;38;8;5;0
2020-09-01 19:30:00;57;69;52;5;1;3;3;58;87;18;16;42;32;23;15;5;0
2020-09-01 19:45:00;39;63;45;5;2;3;1;53;74;23;13;37;44;35;16;5;0
2020-09-01 20:00:00;51;57;58;3;1;4;3;45;58;22;16;35;37;21;7;8;0
2020-09-01 20:15:00;40;61;47;3;1;3;8;92;67;20;10;29;37;16;16;6;0
2020-09-01 20:30:00;34;58;43;5;3;2;4;54;40;20;13;34;25;13;3;6;0
2020-09-01 20:45:00;34;59;44;1;2;0;3;44;53;11;4;29;32;18;13;5;0
2020-09-01 21:00:00;31;64;61;4;0;1;1;23;37;16;10;40;33;12;4;7;0
2020-09-01 21:15:00;39;55;45;2;2;3;2;34;37;15;8;26;26;14;3;4;0
2020-09-01 21:30:00;27;57;36;6;0;0;3;44;48;19;6;21;27;18;16;4;0
