DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-07-06 00:00:00;0;0;0;0;0;0;0;0;0;0;2
2020-07-06 00:15:00;6;3;0;0;0;0;0;0;0;1;4
2020-07-06 00:30:00;3;0;0;0;0;0;0;0;0;0;7
2020-07-06 00:45:00;1;0;0;0;0;0;0;0;0;0;1
2020-07-06 01:00:00;0;0;0;0;0;0;0;0;0;0;2
2020-07-06 01:15:00;6;3;0;0;0;0;0;0;0;0;0
2020-07-06 01:30:00;4;0;0;0;0;0;0;0;0;0;2
2020-07-06 01:45:00;1;0;0;0;0;0;0;0;0;0;1
2020-07-06 02:00:00;3;1;0;0;0;0;0;0;0;0;0
2020-07-06 02:15:00;1;0;0;0;0;0;0;0;0;0;1
2020-07-06 02:30:00;0;0;0;0;0;0;0;0;0;0;3
2020-07-06 02:45:00;3;0;0;0;0;0;0;0;0;0;0
2020-07-06 03:00:00;2;0;0;0;0;0;0;0;0;0;5
2020-07-06 03:15:00;3;0;0;0;0;0;0;0;1;1;3
2020-07-06 03:30:00;2;1;1;1;0;0;0;0;0;0;0
2020-07-06 03:45:00;5;0;1;1;0;0;0;0;0;0;2
2020-07-06 04:00:00;4;1;0;0;0;0;0;0;0;0;3
2020-07-06 04:15:00;3;1;0;0;0;0;0;0;0;0;0
2020-07-06 04:30:00;6;0;0;0;0;0;0;0;0;1;9
2020-07-06 04:45:00;9;6;8;9;0;2;0;0;0;3;23
2020-07-06 05:00:00;27;10;7;8;0;1;0;1;0;3;46
2020-07-06 05:15:00;69;35;27;26;3;2;3;1;0;17;97
2020-07-06 05:30:00;41;26;50;49;2;4;2;0;0;43;50
2020-07-06 05:45:00;26;7;84;83;4;3;4;2;5;73;51
2020-07-06 06:00:00;40;10;39;41;10;2;12;2;10;39;39
2020-07-06 06:15:00;41;19;28;27;3;5;3;1;1;28;24
2020-07-06 06:30:00;64;26;43;42;7;5;7;3;3;30;48
2020-07-06 06:45:00;48;15;35;35;6;6;7;5;5;21;35
2020-07-06 07:00:00;57;22;28;28;8;3;7;2;7;27;36
2020-07-06 07:15:00;65;15;27;26;6;3;7;4;2;20;32
2020-07-06 07:30:00;74;26;40;40;6;7;7;5;2;29;42
2020-07-06 07:45:00;51;21;28;27;12;6;12;5;12;28;36
2020-07-06 08:00:00;60;29;16;17;10;2;11;1;6;22;36
2020-07-06 08:15:00;46;12;14;11;4;1;4;0;9;11;34
2020-07-06 08:30:00;52;10;10;8;6;2;6;1;7;8;37
2020-07-06 08:45:00;48;10;7;7;6;1;6;1;4;12;31
2020-07-06 09:00:00;67;8;11;11;8;2;9;2;4;9;36
2020-07-06 09:15:00;62;11;7;6;7;1;7;1;9;7;38
2020-07-06 09:30:00;51;7;5;4;7;3;7;2;4;7;36
2020-07-06 09:45:00;49;5;7;7;8;2;9;2;3;4;30
2020-07-06 10:00:00;63;11;5;5;7;4;9;4;4;4;38
2020-07-06 10:15:00;50;11;6;6;7;2;7;2;4;4;28
2020-07-06 10:30:00;53;11;8;8;11;4;11;4;3;10;50
2020-07-06 10:45:00;42;6;5;6;13;3;14;3;7;6;37
2020-07-06 11:00:00;49;10;5;6;8;5;7;5;4;7;41
2020-07-06 11:15:00;45;9;8;8;11;4;12;4;7;4;43
2020-07-06 11:30:00;35;7;7;6;11;15;11;14;9;12;33
2020-07-06 11:45:00;50;7;3;3;12;5;12;5;10;13;45
2020-07-06 12:00:00;41;8;6;6;20;16;21;15;16;8;48
2020-07-06 12:15:00;53;9;6;6;17;5;17;5;9;6;41
2020-07-06 12:30:00;48;7;5;5;14;6;16;6;8;8;37
2020-07-06 12:45:00;47;7;3;3;15;8;15;9;14;9;57
2020-07-06 13:00:00;53;21;7;7;16;7;17;7;10;9;65
2020-07-06 13:15:00;73;48;4;4;11;6;13;6;17;5;75
2020-07-06 13:30:00;57;37;10;11;14;8;15;9;9;11;69
2020-07-06 13:45:00;83;35;16;17;32;30;34;29;49;15;89
2020-07-06 14:00:00;107;26;4;4;38;29;37;28;59;15;70
2020-07-06 14:15:00;148;51;10;11;35;31;35;32;37;3;90
2020-07-06 14:30:00;109;37;2;2;32;22;32;23;28;9;72
2020-07-06 14:45:00;55;8;4;5;37;26;36;27;32;5;47
2020-07-06 15:00:00;77;24;2;2;42;33;43;33;46;6;61
2020-07-06 15:15:00;92;32;8;8;51;29;49;31;35;4;67
2020-07-06 15:30:00;62;10;1;1;32;24;34;24;28;11;61
2020-07-06 15:45:00;62;19;1;1;37;21;35;20;19;8;60
2020-07-06 16:00:00;55;10;5;5;38;27;39;27;23;5;55
2020-07-06 16:15:00;54;14;1;1;36;18;36;18;18;6;67
2020-07-06 16:30:00;57;18;0;1;46;23;46;23;26;3;67
2020-07-06 16:45:00;52;10;2;1;40;20;42;20;23;6;52
2020-07-06 17:00:00;55;17;2;2;27;15;27;15;16;3;64
2020-07-06 17:15:00;58;17;3;4;36;11;34;11;19;4;53
2020-07-06 17:30:00;32;7;1;1;22;11;21;11;14;3;41
2020-07-06 17:45:00;37;13;0;0;13;15;14;14;9;1;21
2020-07-06 18:00:00;41;11;1;1;22;11;21;11;9;4;61
2020-07-06 18:15:00;42;10;3;4;28;15;30;16;16;2;60
2020-07-06 18:30:00;38;10;2;1;25;10;26;11;6;2;38
2020-07-06 18:45:00;42;9;0;0;24;12;24;11;6;2;47
2020-07-06 19:00:00;35;7;0;0;14;6;12;7;3;2;39
2020-07-06 19:15:00;29;9;1;1;9;3;8;2;5;1;39
2020-07-06 19:30:00;28;7;3;3;5;4;5;3;2;3;29
2020-07-06 19:45:00;21;5;0;0;7;4;7;4;2;3;40
2020-07-06 20:00:00;16;4;1;1;5;1;7;1;2;3;27
2020-07-06 20:15:00;21;0;1;1;4;4;4;4;4;1;23
2020-07-06 20:30:00;16;2;1;1;4;1;3;0;1;2;24
2020-07-06 20:45:00;26;7;2;2;4;0;4;0;0;1;39
2020-07-06 21:00:00;50;17;7;8;2;1;2;1;2;6;61
2020-07-06 21:15:00;46;26;6;6;0;1;0;0;1;6;67
2020-07-06 21:30:00;61;21;6;6;6;1;6;1;6;3;41
2020-07-06 21:45:00;93;28;3;2;10;4;12;6;12;5;58
2020-07-06 22:00:00;71;19;1;1;8;3;9;3;19;0;77
2020-07-06 22:15:00;20;3;1;0;3;0;1;1;3;0;33
2020-07-06 22:30:00;12;2;0;0;1;0;1;0;2;1;12
2020-07-06 22:45:00;6;0;0;0;1;0;1;0;1;0;9
2020-07-06 23:00:00;7;1;0;0;0;0;0;0;0;0;15
2020-07-06 23:15:00;7;2;0;1;1;0;1;0;0;1;11
2020-07-06 23:30:00;7;0;0;0;0;0;0;0;0;0;5
2020-07-06 23:45:00;0;0;0;0;0;0;0;0;0;0;9
