DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-09-25 00:00:00;6;5;0;9;7;0;0;0;0;0
2019-09-25 00:15:00;12;6;0;11;7;0;0;0;0;0
2019-09-25 00:30:00;4;1;0;9;6;0;0;0;0;0
2019-09-25 00:45:00;8;8;1;7;2;0;0;0;0;0
2019-09-25 01:00:00;8;4;1;4;5;0;0;0;0;0
2019-09-25 01:15:00;2;2;1;10;4;0;0;0;0;0
2019-09-25 01:30:00;7;8;1;8;6;0;0;0;0;0
2019-09-25 01:45:00;3;1;1;6;4;0;0;0;0;0
2019-09-25 02:00:00;7;7;0;7;3;0;0;0;0;0
2019-09-25 02:15:00;1;4;0;7;7;0;0;0;0;0
2019-09-25 02:30:00;6;6;0;4;2;1;0;0;0;0
2019-09-25 02:45:00;1;2;0;5;2;0;0;0;0;0
2019-09-25 03:00:00;4;3;0;4;1;0;0;0;0;0
2019-09-25 03:15:00;8;8;1;6;6;0;0;0;0;0
2019-09-25 03:30:00;6;3;9;6;6;0;0;0;0;0
2019-09-25 03:45:00;4;4;1;3;5;0;0;0;0;0
2019-09-25 04:00:00;8;6;1;2;1;0;0;0;0;0
2019-09-25 04:15:00;7;4;0;6;4;0;0;0;0;0
2019-09-25 04:30:00;14;5;0;11;5;0;0;0;0;0
2019-09-25 05:00:00;25;11;1;36;15;0;0;0;0;0
2019-09-25 05:15:00;23;18;0;51;22;0;0;0;0;0
2019-09-25 05:30:00;52;23;1;47;36;1;0;0;0;0
2019-09-25 05:45:00;58;30;3;62;30;1;0;0;0;0
2019-09-25 06:00:00;60;42;3;72;42;2;0;0;0;0
2019-09-25 06:15:00;69;47;2;98;38;0;0;0;0;0
2019-09-25 06:30:00;74;56;0;90;51;257;0;0;0;0
2019-09-25 06:45:00;108;80;1;155;82;5;0;0;0;0
2019-09-25 07:00:00;94;42;0;120;87;2;0;0;0;0
2019-09-25 07:15:00;102;55;3;126;94;4;0;0;0;0
2019-09-25 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-25 07:45:00;116;76;0;115;73;6;3;0;0;0
2019-09-25 08:00:00;120;85;0;125;61;10;0;0;0;0
2019-09-25 08:15:00;91;81;0;115;67;5;2;0;0;0
2019-09-25 08:30:00;90;78;0;95;81;7;0;0;0;0
2019-09-25 08:45:00;88;67;2;109;64;7;1;0;0;0
2019-09-25 09:00:00;80;70;0;91;58;5;4;0;0;0
2019-09-25 09:15:00;80;59;3;92;46;7;0;0;0;0
2019-09-25 09:30:00;81;45;1;90;48;7;18;0;0;0
2019-09-25 09:45:00;70;45;8;102;65;6;0;0;0;0
2019-09-25 10:00:00;85;62;6;93;39;10;0;0;0;0
2019-09-25 10:15:00;94;65;9;114;67;9;1;0;0;0
2019-09-25 10:30:00;84;63;3;78;53;7;1;0;0;0
2019-09-25 10:45:00;90;58;1;103;58;7;0;0;0;0
2019-09-25 11:00:00;106;64;4;108;69;6;3;0;0;0
2019-09-25 11:15:00;93;57;4;89;46;7;2;0;0;0
2019-09-25 11:30:00;74;61;6;127;65;11;0;0;0;0
2019-09-25 11:45:00;85;62;10;82;53;8;0;0;0;0
2019-09-25 12:00:00;102;73;14;100;61;263;8;0;0;0
2019-09-25 12:15:00;103;70;7;101;62;12;2;0;0;0
2019-09-25 12:30:00;103;51;11;80;70;5;9;0;0;0
2019-09-25 12:45:00;106;60;6;108;70;8;4;0;0;0
