DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-05-16 00:00:00;15;10;1;0;14;8;1;0;5;1;1;0;0;21;17;0;0;0;0;0;0;0;0
2020-05-16 00:15:00;15;16;1;2;21;15;1;3;1;3;2;3;3;20;28;0;0;0;0;0;0;0;0
2020-05-16 00:30:00;6;9;1;3;10;5;1;4;4;0;0;0;0;9;12;0;0;0;0;0;0;0;0
2020-05-16 00:45:00;14;10;2;2;13;10;2;3;3;1;1;0;0;20;17;0;0;0;0;0;0;0;0
2020-05-16 01:00:00;13;18;0;1;7;2;1;0;0;1;1;0;0;22;7;0;0;0;0;0;0;0;0
2020-05-16 01:15:00;8;9;2;0;6;8;2;2;3;0;0;0;0;9;10;0;0;0;0;0;0;0;0
2020-05-16 01:30:00;10;11;1;3;8;4;0;2;1;0;0;0;0;15;9;0;0;0;0;0;0;0;0
2020-05-16 01:45:00;18;10;0;1;16;14;2;1;2;0;0;0;0;19;20;0;0;0;0;0;0;0;0
2020-05-16 02:00:00;5;5;1;0;3;5;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0
2020-05-16 02:15:00;6;2;0;1;9;4;1;1;1;0;0;0;0;8;10;0;0;0;0;0;0;0;0
2020-05-16 02:30:00;6;2;2;0;4;6;0;1;1;0;1;0;0;6;5;0;0;0;0;0;0;0;0
2020-05-16 02:45:00;2;4;0;0;5;4;3;1;1;0;0;0;0;3;6;0;0;0;0;0;0;0;0
2020-05-16 03:00:00;4;3;1;0;3;4;1;1;1;0;0;0;0;5;6;0;0;0;0;0;0;0;0
2020-05-16 03:15:00;7;3;2;0;4;2;0;1;1;0;0;0;0;8;4;0;0;0;0;0;0;0;0
2020-05-16 03:30:00;1;4;1;0;6;5;1;3;2;0;0;0;0;3;7;0;0;0;0;0;0;0;0
2020-05-16 03:45:00;3;4;0;0;4;4;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-05-16 04:00:00;0;2;0;1;6;7;0;0;1;0;0;0;0;1;9;0;0;0;0;0;0;0;0
2020-05-16 04:15:00;3;3;1;3;8;2;0;1;2;0;0;1;1;4;8;0;0;0;0;0;0;0;0
2020-05-16 04:30:00;7;7;1;0;8;7;1;0;1;0;0;0;0;9;8;0;0;0;0;0;0;0;0
2020-05-16 04:45:00;10;5;1;3;9;5;1;2;1;0;0;0;0;11;11;0;0;0;0;0;0;0;0
2020-05-16 05:00:00;14;10;1;3;11;7;2;1;1;2;2;0;0;17;14;0;0;0;0;0;0;0;0
2020-05-16 05:15:00;15;15;1;2;13;13;0;1;3;2;1;0;0;18;17;0;0;0;0;0;0;0;0
2020-05-16 05:30:00;20;12;3;1;7;6;2;4;5;0;0;0;0;22;11;0;0;0;0;0;0;0;0
2020-05-16 05:45:00;23;20;4;9;31;26;3;3;7;2;2;2;2;28;34;0;0;0;0;0;0;0;0
2020-05-16 06:00:00;13;11;1;5;36;28;1;3;0;2;3;1;1;15;45;0;0;0;0;0;0;0;0
2020-05-16 06:15:00;27;16;3;3;39;27;3;4;8;4;5;2;1;31;42;0;0;0;0;0;0;0;0
2020-05-16 06:30:00;32;20;3;3;26;18;2;6;5;6;5;3;4;39;31;0;0;0;0;0;0;0;0
2020-05-16 06:45:00;26;22;1;3;22;20;3;5;5;6;5;1;1;35;30;0;0;0;0;0;0;0;0
2020-05-16 07:00:00;15;20;3;8;35;27;4;7;6;2;2;4;4;25;46;0;0;0;0;0;0;0;0
2020-05-16 07:15:00;44;29;2;7;24;22;5;7;8;3;4;3;2;56;36;0;0;0;0;0;0;0;0
2020-05-16 07:30:00;36;28;3;12;32;13;4;11;13;4;3;4;4;40;37;0;0;0;0;0;0;0;0
2020-05-16 07:45:00;47;46;2;13;40;25;6;14;13;5;5;2;1;65;52;0;0;0;0;0;0;0;0
2020-05-16 08:00:00;45;31;4;9;34;30;5;16;6;4;5;5;5;63;49;0;0;0;0;0;0;0;0
2020-05-16 08:15:00;50;37;4;24;38;35;9;7;17;4;4;3;3;72;48;0;0;0;0;0;0;0;0
2020-05-16 08:30:00;64;40;5;22;64;51;5;16;22;3;2;6;5;83;87;0;0;0;0;0;0;0;0
2020-05-16 08:45:00;80;55;8;26;58;49;6;22;13;12;9;2;1;92;84;0;3;0;0;0;0;0;0
2020-05-16 09:00:00;79;48;12;20;56;34;3;21;27;5;4;8;8;98;68;0;0;0;0;0;0;0;0
2020-05-16 09:15:00;77;71;5;25;50;43;6;17;13;3;4;5;7;109;73;0;0;0;0;0;0;0;0
2020-05-16 09:30:00;77;71;10;29;76;62;9;25;22;2;4;6;7;108;107;0;0;0;0;0;0;0;0
2020-05-16 09:45:00;110;85;10;31;69;77;12;28;28;6;5;1;2;130;109;0;0;0;0;0;0;0;0
2020-05-16 10:00:00;89;89;6;36;74;62;5;17;21;1;2;3;4;122;101;0;0;0;0;0;0;0;0
2020-05-16 10:15:00;115;87;11;33;85;56;7;31;27;3;3;5;2;141;100;0;0;0;0;0;0;0;0
2020-05-16 10:30:00;115;97;13;28;74;68;7;31;20;8;5;5;6;143;107;0;0;0;0;0;0;0;0
2020-05-16 10:45:00;117;94;18;31;89;88;11;22;22;9;8;5;4;136;131;0;0;0;0;8;0;0;0
2020-05-16 11:00:00;100;75;14;28;110;83;8;24;26;4;4;8;7;126;134;0;0;0;0;0;0;0;0
2020-05-16 11:15:00;122;98;13;28;98;76;10;26;28;6;4;3;3;157;115;0;0;0;0;0;0;0;0
2020-05-16 11:30:00;111;107;9;31;95;104;17;25;25;4;4;11;7;143;129;0;0;0;0;0;0;0;0
2020-05-16 11:45:00;118;118;13;31;98;98;12;34;34;6;4;4;4;145;134;5;0;0;0;0;0;0;0
2020-05-16 12:00:00;122;89;16;32;87;95;13;27;32;5;6;7;7;149;135;0;0;1;0;0;0;0;0
2020-05-16 12:15:00;114;104;16;30;99;93;6;32;33;5;6;6;5;149;133;7;1;0;0;0;0;0;0
2020-05-16 12:30:00;109;100;13;33;93;82;11;32;33;6;5;8;8;132;116;0;0;0;0;0;0;0;0
