DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-01-19 00:00:00;20;10;5;10;11;15;8;0;5;12;3
2020-01-19 00:15:00;18;10;9;6;0;22;9;5;14;15;4
2020-01-19 00:30:00;22;14;4;13;5;26;13;2;6;11;2
2020-01-19 00:45:00;13;7;4;6;3;24;9;1;7;13;2
2020-01-19 01:00:00;13;5;0;13;10;17;12;4;5;11;5
2020-01-19 01:15:00;17;17;7;5;3;15;9;3;3;7;1
2020-01-19 01:30:00;11;7;1;5;4;9;7;1;3;5;1
2020-01-19 01:45:00;25;16;4;4;3;13;7;5;5;7;3
2020-01-19 02:00:00;8;8;3;3;2;14;19;3;3;8;1
2020-01-19 02:15:00;11;10;4;5;2;16;15;5;3;6;2
2020-01-19 02:30:00;13;5;2;0;1;11;5;1;0;3;1
2020-01-19 02:45:00;7;8;0;1;2;7;2;0;0;3;1
2020-01-19 03:00:00;5;3;1;6;4;11;3;0;2;8;2
2020-01-19 03:15:00;4;4;2;5;3;5;4;2;0;1;0
2020-01-19 03:30:00;5;5;1;2;2;7;2;1;1;4;1
2020-01-19 03:45:00;3;5;3;1;1;6;7;1;3;4;1
2020-01-19 04:00:00;7;2;0;2;2;6;3;1;2;7;0
2020-01-19 04:15:00;4;4;3;3;0;4;2;2;4;5;1
2020-01-19 04:30:00;5;4;1;1;2;3;4;2;0;0;0
2020-01-19 04:45:00;2;3;0;1;0;10;8;2;3;5;2
2020-01-19 05:00:00;7;9;1;1;3;7;3;1;2;4;2
2020-01-19 05:15:00;7;8;2;4;3;13;5;2;0;2;0
2020-01-19 05:30:00;12;8;0;3;2;15;10;2;3;8;3
2020-01-19 05:45:00;14;11;2;5;2;21;13;2;2;1;0
2020-01-19 06:00:00;11;8;4;7;6;9;4;2;4;5;0
2020-01-19 06:15:00;11;6;2;4;3;5;7;3;1;2;1
2020-01-19 06:30:00;10;10;2;9;1;8;6;0;3;2;1
2020-01-19 06:45:00;5;6;0;4;1;6;5;0;1;3;2
2020-01-19 07:00:00;15;4;0;9;5;7;3;3;2;4;2
2020-01-19 07:15:00;10;12;3;3;0;6;5;1;0;8;0
2020-01-19 07:30:00;9;9;1;9;2;15;6;2;2;7;3
2020-01-19 07:45:00;20;9;2;19;9;11;6;3;2;9;4
2020-01-19 08:00:00;10;10;6;9;4;12;6;3;4;9;3
2020-01-19 08:15:00;22;8;5;13;5;13;8;5;1;7;5
2020-01-19 08:30:00;25;15;4;19;5;18;11;5;5;13;4
2020-01-19 08:45:00;18;13;5;13;5;21;14;8;3;10;1
2020-01-19 09:00:00;28;20;4;31;5;20;16;5;8;16;3
2020-01-19 09:15:00;31;19;9;34;12;30;17;5;12;18;4
2020-01-19 09:30:00;29;32;8;27;5;27;17;3;7;20;7
2020-01-19 09:45:00;43;28;14;33;9;38;30;3;4;24;7
2020-01-19 10:00:00;39;25;11;18;14;31;20;8;8;24;6
2020-01-19 10:15:00;40;28;15;36;10;39;18;10;9;22;9
2020-01-19 10:30:00;37;19;14;35;13;40;21;4;12;35;10
2020-01-19 10:45:00;46;39;18;32;11;48;37;11;9;28;11
2020-01-19 11:00:00;57;43;9;32;11;42;20;13;9;39;13
2020-01-19 11:15:00;45;31;9;51;14;43;27;7;11;41;18
2020-01-19 11:30:00;51;41;17;40;13;49;25;17;9;40;9
2020-01-19 11:45:00;53;48;23;46;16;44;42;13;12;42;14
2020-01-19 12:00:00;50;55;18;30;5;54;24;5;11;41;17
2020-01-19 12:15:00;55;41;16;42;14;51;37;12;9;45;13
2020-01-19 12:30:00;42;40;17;32;10;49;41;15;9;44;17
2020-01-19 12:45:00;60;45;21;44;17;53;37;6;17;48;16
2020-01-19 13:00:00;57;41;26;29;14;60;36;5;15;50;20
2020-01-19 13:15:00;52;53;17;36;13;63;53;4;12;36;8
2020-01-19 13:30:00;53;42;16;49;14;42;40;11;15;39;12
2020-01-19 13:45:00;53;47;19;34;13;57;45;12;16;47;15
2020-01-19 14:00:00;56;52;21;43;10;54;36;11;12;35;12
2020-01-19 14:15:00;61;60;21;47;18;58;38;16;14;32;10
2020-01-19 14:30:00;68;57;25;42;9;60;54;12;16;31;10
2020-01-19 14:45:00;64;63;21;48;11;57;43;8;11;31;8
2020-01-19 15:00:00;51;57;21;34;16;54;38;12;19;46;15
2020-01-19 15:15:00;55;56;17;52;11;45;47;15;10;40;14
2020-01-19 15:30:00;56;54;17;38;14;46;35;12;14;48;15
2020-01-19 15:45:00;53;49;18;71;12;45;37;8;12;38;7
2020-01-19 16:00:00;64;61;18;45;8;51;50;9;14;44;18
2020-01-19 16:15:00;53;46;16;35;16;53;33;5;14;32;10
2020-01-19 16:30:00;64;47;14;42;13;63;52;15;14;45;12
2020-01-19 16:45:00;66;44;21;42;18;61;55;7;12;36;9
2020-01-19 17:00:00;68;64;21;36;13;53;36;12;14;45;15
2020-01-19 17:15:00;66;53;12;38;7;60;36;12;11;31;9
2020-01-19 17:30:00;51;46;16;39;12;54;44;11;10;25;9
2020-01-19 17:45:00;54;53;22;36;16;69;51;15;20;47;12
2020-01-19 18:00:00;55;44;15;54;14;58;41;17;18;32;8
2020-01-19 18:15:00;57;46;22;37;6;54;42;8;18;38;10
2020-01-19 18:30:00;53;46;16;42;7;49;36;13;15;42;13
2020-01-19 18:45:00;44;32;15;33;4;58;45;11;20;53;9
2020-01-19 19:00:00;42;36;5;28;13;55;43;7;17;59;10
2020-01-19 19:15:00;55;47;15;22;6;49;30;9;10;45;15
2020-01-19 19:30:00;40;36;13;26;7;58;44;12;12;28;11
2020-01-19 19:45:00;50;38;11;22;7;46;38;9;8;36;8
2020-01-19 20:00:00;41;37;7;21;15;47;34;6;11;32;10
2020-01-19 20:15:00;35;24;10;12;6;46;34;5;14;25;4
2020-01-19 20:30:00;40;24;9;20;6;45;34;11;11;23;5
2020-01-19 20:45:00;32;24;8;14;4;36;29;6;7;17;7
2020-01-19 21:00:00;34;25;7;9;6;40;25;11;8;23;9
2020-01-19 21:15:00;36;29;9;13;3;36;29;8;6;16;4
2020-01-19 21:30:00;29;22;11;8;7;50;27;5;7;25;12
2020-01-19 21:45:00;23;16;8;14;4;35;20;4;9;21;7
2020-01-19 22:00:00;29;22;9;10;4;30;17;3;4;16;0
2020-01-19 22:15:00;32;30;1;11;4;23;19;5;5;12;4
2020-01-19 22:30:00;27;19;8;10;3;25;17;5;10;21;10
2020-01-19 22:45:00;23;14;5;5;4;14;9;3;3;12;4
2020-01-19 23:00:00;20;12;2;6;2;15;15;6;1;6;3
2020-01-19 23:15:00;14;13;4;2;1;12;7;3;3;4;1
2020-01-19 23:30:00;6;6;2;5;2;12;5;1;2;6;1
2020-01-19 23:45:00;10;4;4;5;1;13;6;2;4;6;0
