DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-05-03 00:00:00;6;5;4;1;2;4;2;3;5
2020-05-03 00:15:00;8;6;2;1;1;5;3;1;0
2020-05-03 00:30:00;4;3;5;3;4;3;2;0;0
2020-05-03 00:45:00;7;9;3;2;2;6;1;1;2
2020-05-03 01:00:00;4;5;5;4;5;6;1;2;4
2020-05-03 01:15:00;7;7;7;3;2;5;4;0;0
2020-05-03 01:30:00;5;3;4;1;0;5;4;1;3
2020-05-03 01:45:00;1;4;6;4;5;8;7;0;2
2020-05-03 02:00:00;6;1;1;0;1;2;1;0;0
2020-05-03 02:15:00;2;2;2;1;0;0;1;0;0
2020-05-03 02:30:00;1;1;0;0;0;1;1;0;1
2020-05-03 02:45:00;1;1;1;0;1;3;0;0;0
2020-05-03 03:00:00;3;0;2;0;0;0;1;0;0
2020-05-03 03:15:00;1;2;2;0;1;1;1;0;0
2020-05-03 03:30:00;1;1;1;2;1;2;0;0;0
2020-05-03 03:45:00;1;2;1;1;1;2;0;1;1
2020-05-03 04:00:00;1;3;1;0;1;2;1;2;4
2020-05-03 04:15:00;1;0;0;0;0;2;1;0;0
2020-05-03 04:30:00;1;1;0;0;0;1;0;0;0
2020-05-03 04:45:00;1;2;3;3;1;0;1;0;0
2020-05-03 05:00:00;3;2;1;0;1;4;1;1;1
2020-05-03 05:15:00;0;0;2;0;0;4;2;1;1
2020-05-03 05:30:00;8;4;0;0;0;3;2;1;1
2020-05-03 05:45:00;1;1;3;1;0;3;2;0;0
2020-05-03 06:00:00;3;2;4;1;1;3;5;0;0
2020-05-03 06:15:00;6;2;6;1;0;6;7;0;1
2020-05-03 06:30:00;2;3;5;4;2;5;3;0;0
2020-05-03 06:45:00;4;4;3;2;1;7;2;1;1
2020-05-03 07:00:00;11;4;10;3;0;7;5;2;4
2020-05-03 07:15:00;6;4;3;1;0;5;4;0;1
2020-05-03 07:30:00;10;3;5;1;1;5;4;0;1
2020-05-03 07:45:00;4;9;5;1;1;10;3;1;3
2020-05-03 08:00:00;4;1;2;1;2;15;4;1;0
2020-05-03 08:15:00;9;4;9;4;3;9;6;1;1
2020-05-03 08:30:00;17;3;5;1;0;10;3;4;4
2020-05-03 08:45:00;6;6;9;5;3;15;7;1;2
2020-05-03 09:00:00;12;4;5;1;4;14;4;3;3
2020-05-03 09:15:00;13;11;6;2;5;15;4;5;7
2020-05-03 09:30:00;18;12;14;1;3;19;9;2;5
2020-05-03 09:45:00;17;11;19;4;5;18;11;7;10
2020-05-03 10:00:00;12;5;7;3;8;25;11;8;8
2020-05-03 10:15:00;12;22;13;4;8;29;13;41;11
2020-05-03 10:30:00;16;12;13;6;3;25;7;2;7
2020-05-03 10:45:00;19;27;17;4;6;28;20;5;8
2020-05-03 11:00:00;20;18;18;8;11;24;11;4;4
2020-05-03 11:15:00;26;23;27;6;7;25;22;7;7
2020-05-03 11:30:00;20;18;18;3;9;27;16;10;11
2020-05-03 11:45:00;28;27;22;9;7;33;18;5;11
2020-05-03 12:00:00;21;25;19;5;6;45;16;8;12
2020-05-03 12:15:00;27;21;27;8;11;37;21;1;5
2020-05-03 12:30:00;19;22;22;7;8;35;18;14;10
2020-05-03 12:45:00;28;21;21;3;10;39;19;14;8
2020-05-03 13:00:00;26;28;30;8;12;38;25;6;25
2020-05-03 13:15:00;24;20;29;9;8;47;26;5;21
2020-05-03 13:30:00;34;38;23;12;9;36;19;8;9
2020-05-03 13:45:00;39;36;35;15;10;39;25;5;10
2020-05-03 14:00:00;28;21;24;7;10;56;21;8;10
2020-05-03 14:15:00;34;23;20;4;5;40;18;2;3
2020-05-03 14:30:00;36;39;32;15;7;44;28;3;9
2020-05-03 14:45:00;39;37;35;12;9;45;20;7;111
2020-05-03 15:00:00;32;27;59;8;8;50;35;9;9
2020-05-03 15:15:00;39;40;29;9;7;33;17;9;19
2020-05-03 15:30:00;42;38;30;11;7;42;23;7;12
2020-05-03 15:45:00;33;51;33;14;12;46;27;3;9
2020-05-03 16:00:00;47;37;33;9;5;46;29;6;12
2020-05-03 16:15:00;47;44;35;13;4;41;21;5;9
2020-05-03 16:30:00;36;47;44;17;17;49;31;9;7
2020-05-03 16:45:00;46;42;27;11;8;36;27;8;18
2020-05-03 17:00:00;56;44;33;15;13;52;18;6;8
2020-05-03 17:15:00;35;43;27;13;16;31;25;5;11
2020-05-03 17:30:00;49;52;38;10;8;57;32;7;19
2020-05-03 17:45:00;45;37;23;8;13;50;19;6;17
2020-05-03 18:00:00;44;44;32;14;12;54;14;3;12
2020-05-03 18:15:00;35;38;28;16;15;44;20;9;15
2020-05-03 18:30:00;35;46;31;10;9;27;28;10;20
2020-05-03 18:45:00;47;60;29;13;13;46;29;6;10
2020-05-03 19:00:00;42;50;36;16;15;43;18;4;10
2020-05-03 19:15:00;39;52;34;17;10;37;17;5;11
2020-05-03 19:30:00;30;40;29;10;11;25;15;6;13
2020-05-03 19:45:00;37;43;27;10;10;24;16;2;15
2020-05-03 20:00:00;35;23;22;7;9;27;28;6;9
2020-05-03 20:15:00;36;43;34;15;9;32;21;5;6
2020-05-03 20:30:00;29;31;54;7;9;40;16;4;8
2020-05-03 20:45:00;21;27;21;8;12;17;13;3;5
2020-05-03 21:00:00;25;17;16;5;6;24;16;4;13
2020-05-03 21:15:00;25;19;19;4;1;15;15;1;2
2020-05-03 21:30:00;22;17;13;9;4;18;4;4;7
2020-05-03 21:45:00;19;30;19;10;6;14;5;1;1
2020-05-03 22:00:00;15;16;12;5;2;12;9;1;3
2020-05-03 22:15:00;25;23;19;10;5;16;7;2;4
2020-05-03 22:30:00;10;12;12;8;7;11;9;5;8
2020-05-03 22:45:00;16;11;9;6;3;6;4;3;3
2020-05-03 23:00:00;8;5;7;3;0;11;4;3;5
2020-05-03 23:15:00;9;6;6;4;1;11;6;2;6
2020-05-03 23:30:00;15;12;8;3;2;11;2;3;5
2020-05-03 23:45:00;4;6;9;3;2;5;5;1;1
