DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-10-08 00:00:00;10;5;2;4;1;0
2019-10-08 00:15:00;11;5;2;6;0;1
2019-10-08 00:30:00;12;3;4;8;4;1
2019-10-08 00:45:00;7;1;4;3;0;0
2019-10-08 01:00:00;15;5;3;6;2;0
2019-10-08 01:15:00;11;1;5;4;0;0
2019-10-08 01:30:00;7;0;2;3;0;1
2019-10-08 01:45:00;10;0;4;4;2;3
2019-10-08 02:00:00;6;1;4;3;0;1
2019-10-08 02:15:00;11;1;0;6;0;2
2019-10-08 02:30:00;7;2;1;5;0;0
2019-10-08 02:45:00;6;1;4;3;1;3
2019-10-08 03:00:00;4;2;3;7;1;0
2019-10-08 03:15:00;4;1;2;6;1;0
2019-10-08 03:30:00;2;1;4;5;0;1
2019-10-08 03:45:00;6;4;2;7;0;0
2019-10-08 04:00:00;4;0;5;3;0;1
2019-10-08 04:15:00;11;4;4;8;1;2
2019-10-08 04:30:00;26;10;8;15;0;8
2019-10-08 04:45:00;34;17;9;13;1;4
2019-10-08 05:00:00;67;49;15;28;1;9
2019-10-08 05:15:00;74;64;14;34;2;13
2019-10-08 05:30:00;95;94;22;67;6;13
2019-10-08 05:45:00;103;90;32;83;3;8
2019-10-08 06:00:00;82;65;61;116;9;11
2019-10-08 06:15:00;127;125;46;100;6;12
2019-10-08 06:30:00;138;158;58;122;5;22
2019-10-08 06:45:00;140;161;59;109;8;17
2019-10-08 07:00:00;147;156;46;98;6;39
2019-10-08 07:15:00;169;191;73;120;10;52
2019-10-08 07:30:00;172;190;119;179;16;58
2019-10-08 07:45:00;167;172;104;185;13;66
2019-10-08 08:00:00;163;170;70;131;18;35
2019-10-08 08:15:00;168;169;90;133;11;57
2019-10-08 08:30:00;129;119;65;131;21;55
2019-10-08 08:45:00;135;130;81;147;15;36
2019-10-08 09:00:00;122;115;65;110;10;31
2019-10-08 09:15:00;118;100;68;108;12;40
2019-10-08 09:30:00;143;102;67;121;8;38
2019-10-08 09:45:00;120;108;85;135;11;37
2019-10-08 10:00:00;132;104;75;122;12;40
2019-10-08 10:15:00;121;93;72;127;11;45
2019-10-08 10:30:00;132;94;94;148;11;24
2019-10-08 10:45:00;125;117;94;130;13;32
2019-10-08 11:00:00;120;98;73;126;11;36
2019-10-08 11:15:00;139;115;69;121;13;32
2019-10-08 11:30:00;135;102;68;136;16;23
2019-10-08 11:45:00;143;115;79;151;19;45
2019-10-08 12:00:00;124;102;80;147;24;42
2019-10-08 12:15:00;132;115;74;154;13;39
2019-10-08 12:30:00;119;110;102;157;23;45
2019-10-08 12:45:00;118;102;94;162;16;59
2019-10-08 13:00:00;140;125;87;141;13;37
2019-10-08 13:15:00;158;144;93;168;18;40
2019-10-08 13:30:00;135;143;97;159;18;42
2019-10-08 13:45:00;156;146;98;151;10;63
2019-10-08 14:00:00;132;125;78;162;12;44
2019-10-08 14:15:00;134;100;113;188;15;42
2019-10-08 14:30:00;145;114;104;213;19;42
2019-10-08 14:45:00;141;122;133;220;26;46
2019-10-08 15:00:00;138;126;118;210;15;46
2019-10-08 15:15:00;144;123;144;220;15;45
2019-10-08 15:30:00;155;124;174;179;55;42
2019-10-08 15:45:00;148;135;157;246;23;54
2019-10-08 16:00:00;147;141;137;219;19;48
2019-10-08 16:15:00;161;144;165;258;28;53
2019-10-08 16:30:00;153;133;173;260;23;55
2019-10-08 16:45:00;169;151;183;250;22;42
2019-10-08 17:00:00;150;172;184;210;23;67
2019-10-08 17:15:00;189;180;204;255;28;38
2019-10-08 17:30:00;157;138;156;247;22;57
2019-10-08 17:45:00;165;135;161;244;35;59
2019-10-08 18:00:00;148;119;145;218;25;59
2019-10-08 18:15:00;147;142;113;205;28;46
2019-10-08 18:30:00;137;121;94;157;18;58
2019-10-08 18:45:00;138;105;91;149;25;56
2019-10-08 19:00:00;108;88;79;137;16;34
2019-10-08 19:15:00;125;93;78;123;13;43
2019-10-08 19:30:00;108;74;54;116;16;30
2019-10-08 19:45:00;107;71;47;76;7;46
2019-10-08 20:00:00;92;61;58;86;8;19
2019-10-08 20:15:00;94;43;72;98;9;12
2019-10-08 20:30:00;76;51;43;85;12;26
2019-10-08 20:45:00;81;47;51;51;6;9
2019-10-08 21:00:00;94;73;42;48;4;9
2019-10-08 21:15:00;88;75;34;66;3;11
2019-10-08 21:30:00;72;48;46;52;6;9
2019-10-08 21:45:00;51;30;55;86;6;12
2019-10-08 22:00:00;52;28;64;91;6;9
2019-10-08 22:15:00;45;15;40;82;3;5
2019-10-08 22:30:00;48;29;26;47;5;12
2019-10-08 22:45:00;38;16;17;35;2;5
2019-10-08 23:00:00;28;9;12;19;5;1
2019-10-08 23:15:00;32;11;11;25;5;4
2019-10-08 23:30:00;25;8;15;19;2;2
2019-10-08 23:45:00;28;10;16;19;2;3
