DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-01-10 00:00:00;7;2;1;9;4;0;0;0;0;0
2020-01-10 00:15:00;7;4;0;5;2;1;0;0;0;0
2020-01-10 00:30:00;6;6;0;3;3;0;0;0;0;0
2020-01-10 00:45:00;12;2;0;1;0;0;0;0;0;0
2020-01-10 01:00:00;2;0;0;5;4;0;0;0;0;0
2020-01-10 01:15:00;5;7;0;3;2;4;0;0;0;0
2020-01-10 01:30:00;10;7;2;5;6;0;0;0;0;0
2020-01-10 01:45:00;8;3;1;4;1;0;0;0;0;0
2020-01-10 02:00:00;4;2;0;4;1;0;0;0;0;0
2020-01-10 02:15:00;11;1;2;1;2;0;0;0;0;0
2020-01-10 02:30:00;12;5;0;5;0;0;0;0;0;0
2020-01-10 02:45:00;4;3;2;4;3;0;0;0;0;0
2020-01-10 03:00:00;6;3;1;9;6;2;0;0;0;0
2020-01-10 03:15:00;5;2;1;4;2;0;0;0;0;0
2020-01-10 03:30:00;8;3;1;4;2;1;0;0;0;0
2020-01-10 03:45:00;4;2;0;5;4;0;0;0;0;0
2020-01-10 04:00:00;12;3;0;6;2;0;0;0;0;0
2020-01-10 04:15:00;5;4;1;9;4;0;0;0;0;0
2020-01-10 04:30:00;8;2;0;7;3;0;0;0;0;0
2020-01-10 04:45:00;17;10;0;16;10;1;0;0;0;0
2020-01-10 05:00:00;20;7;0;20;8;0;0;0;0;0
2020-01-10 05:15:00;31;24;0;40;13;2;0;0;0;0
2020-01-10 05:30:00;48;17;0;35;23;0;0;0;0;0
2020-01-10 05:45:00;61;25;4;50;29;1;0;0;0;0
2020-01-10 06:00:00;44;21;5;47;32;2;0;0;0;0
2020-01-10 06:15:00;39;13;2;71;31;0;0;0;0;0
2020-01-10 06:30:00;94;46;1;74;38;4;0;0;0;0
2020-01-10 06:45:00;114;67;0;92;41;6;0;0;0;0
2020-01-10 07:00:00;91;39;1;105;63;5;3;0;0;0
2020-01-10 07:15:00;116;67;0;107;70;7;0;0;0;0
2020-01-10 07:30:00;97;53;2;87;64;7;4;0;0;0
2020-01-10 07:45:00;117;70;3;73;58;5;0;0;0;0
2020-01-10 08:00:00;103;88;1;76;50;8;0;0;0;0
2020-01-10 08:15:00;74;90;1;81;42;257;0;0;0;0
2020-01-10 08:30:00;87;77;2;80;43;9;0;0;0;0
2020-01-10 08:45:00;82;74;0;75;46;6;0;0;0;0
2020-01-10 09:00:00;73;55;2;78;51;6;0;0;0;0
2020-01-10 09:15:00;69;43;0;67;44;6;2;0;0;0
2020-01-10 09:30:00;78;57;1;88;40;9;6;0;0;0
2020-01-10 09:45:00;65;42;3;85;52;10;4;0;0;0
2020-01-10 10:00:00;81;43;0;95;50;10;1;0;0;0
2020-01-10 10:15:00;90;56;10;83;51;8;1;0;0;0
2020-01-10 10:30:00;92;56;5;78;41;9;0;0;0;0
2020-01-10 10:45:00;105;64;6;92;55;5;0;0;0;0
2020-01-10 11:00:00;104;62;8;110;62;6;0;0;0;0
2020-01-10 11:15:00;98;53;3;89;65;11;3;0;0;0
2020-01-10 11:30:00;86;74;7;94;64;5;0;0;0;0
2020-01-10 11:45:00;107;72;15;88;45;8;27;0;0;0
2020-01-10 12:00:00;108;62;7;127;71;8;4;0;0;0
2020-01-10 12:15:00;112;73;8;128;66;7;2;0;0;0
2020-01-10 12:30:00;96;70;6;99;57;8;2;0;0;0
2020-01-10 12:45:00;98;73;2;101;48;7;2;0;0;0
2020-01-10 13:00:00;117;78;6;133;82;8;1;0;0;0
2020-01-10 13:15:00;115;70;8;115;52;11;0;0;0;0
2020-01-10 13:30:00;121;77;5;102;69;8;10;0;0;0
2020-01-10 13:45:00;91;73;4;105;62;6;0;0;0;0
2020-01-10 14:00:00;89;63;4;102;68;11;2;0;0;0
2020-01-10 14:15:00;120;73;11;120;77;14;0;0;0;0
2020-01-10 14:30:00;98;59;2;128;78;7;3;0;0;0
2020-01-10 14:45:00;116;80;11;118;65;5;1;0;0;0
2020-01-10 15:00:00;95;48;4;129;104;10;2;0;0;0
2020-01-10 15:15:00;104;87;6;145;81;7;0;0;0;0
2020-01-10 15:30:00;99;58;3;122;79;3;0;0;0;0
2020-01-10 15:45:00;102;66;0;130;92;6;4;0;0;0
2020-01-10 16:00:00;101;57;2;133;90;9;0;0;0;0
2020-01-10 16:15:00;107;56;2;119;72;8;0;0;0;0
2020-01-10 16:30:00;114;65;6;110;64;8;0;0;0;0
2020-01-10 16:45:00;110;51;0;109;62;8;0;0;0;0
2020-01-10 17:00:00;100;49;1;108;67;10;0;0;0;0
2020-01-10 17:15:00;102;62;3;96;67;5;2;0;0;0
2020-01-10 17:30:00;98;59;3;87;53;8;3;0;0;0
2020-01-10 17:45:00;70;57;0;69;43;3;0;0;0;0
2020-01-10 18:00:00;79;55;2;85;35;3;0;0;0;0
2020-01-10 18:15:00;81;44;4;61;30;5;0;0;0;0
2020-01-10 18:30:00;48;42;2;54;42;4;0;0;0;0
2020-01-10 18:45:00;77;33;0;55;32;4;0;0;0;0
2020-01-10 19:00:00;52;37;0;62;28;2;0;0;0;0
2020-01-10 19:15:00;53;31;0;53;17;2;0;0;0;0
2020-01-10 19:30:00;52;26;0;47;21;2;0;0;0;0
2020-01-10 19:45:00;45;26;0;36;15;3;0;0;0;0
2020-01-10 20:00:00;59;17;0;35;11;257;0;0;0;0
2020-01-10 20:15:00;40;20;0;36;9;1;0;0;0;0
2020-01-10 20:30:00;45;20;2;33;11;0;0;0;0;0
2020-01-10 20:45:00;39;18;1;35;12;1;0;0;0;0
2020-01-10 21:00:00;40;19;1;26;14;0;0;0;0;0
2020-01-10 21:15:00;43;20;1;27;9;0;0;0;0;0
2020-01-10 21:30:00;41;21;0;24;8;0;0;0;0;0
2020-01-10 21:45:00;29;14;0;23;11;0;0;0;0;0
2020-01-10 22:00:00;29;6;5;35;11;0;0;0;0;0
2020-01-10 22:15:00;20;7;2;27;13;0;0;0;0;0
2020-01-10 22:30:00;33;19;6;34;11;0;0;0;0;0
2020-01-10 22:45:00;32;15;3;26;11;0;0;0;0;0
2020-01-10 23:00:00;20;12;1;46;19;1;0;0;0;0
2020-01-10 23:15:00;20;12;2;24;4;0;0;0;0;0
2020-01-10 23:30:00;22;8;0;25;10;0;0;0;0;0
2020-01-10 23:45:00;13;8;1;27;17;3;0;0;0;0
