DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-05-11 00:00:00;14;13;17;13;1;1;0
2020-05-11 00:15:00;10;13;8;3;0;1;0
2020-05-11 00:30:00;5;14;16;7;1;6;0
2020-05-11 00:45:00;3;8;7;5;2;2;0
2020-05-11 01:00:00;4;5;11;8;0;1;0
2020-05-11 01:15:00;4;9;4;5;0;2;0
2020-05-11 01:30:00;9;10;6;4;0;1;0
2020-05-11 01:45:00;7;10;3;3;0;1;0
2020-05-11 02:00:00;5;3;4;5;2;2;0
2020-05-11 02:15:00;7;5;3;2;0;3;0
2020-05-11 02:30:00;9;5;2;4;1;0;0
2020-05-11 02:45:00;4;3;5;3;0;1;0
2020-05-11 03:00:00;3;2;6;2;0;0;0
2020-05-11 03:15:00;3;1;1;0;1;0;0
2020-05-11 03:30:00;0;2;6;4;0;0;0
2020-05-11 03:45:00;2;1;0;0;0;1;0
2020-05-11 04:00:00;6;8;10;6;0;0;0
2020-05-11 04:15:00;8;7;10;3;0;1;0
2020-05-11 04:30:00;11;10;14;7;0;1;0
2020-05-11 04:45:00;15;13;25;12;3;2;0
2020-05-11 05:00:00;33;26;49;20;3;5;0
2020-05-11 05:15:00;34;35;142;49;6;6;0
2020-05-11 05:30:00;56;64;172;104;4;12;0
2020-05-11 05:45:00;50;52;169;77;14;11;0
2020-05-11 06:00:00;54;60;139;68;14;12;0
2020-05-11 06:15:00;58;75;149;118;14;16;0
2020-05-11 06:30:00;72;110;222;147;29;46;0
2020-05-11 06:45:00;64;88;180;158;10;23;0
2020-05-11 07:00:00;71;85;165;133;11;25;0
2020-05-11 07:15:00;70;95;182;162;148;23;0
2020-05-11 07:30:00;63;94;205;172;27;29;4
2020-05-11 07:45:00;81;102;192;167;31;30;1
2020-05-11 08:00:00;62;91;163;110;25;29;0
2020-05-11 08:15:00;71;95;141;97;12;26;0
2020-05-11 08:30:00;70;102;141;110;27;21;0
2020-05-11 08:45:00;68;104;136;112;19;20;0
2020-05-11 09:00:00;64;89;102;111;38;15;1
2020-05-11 09:15:00;74;122;98;122;23;15;0
2020-05-11 09:30:00;81;128;113;123;29;14;3
2020-05-11 09:45:00;66;97;98;110;77;13;0
2020-05-11 10:00:00;76;115;123;160;51;14;0
2020-05-11 10:15:00;99;132;97;127;263;20;1
2020-05-11 10:30:00;87;118;112;111;24;17;0
2020-05-11 10:45:00;89;129;117;168;18;29;3
2020-05-11 11:00:00;95;143;103;114;9;30;0
2020-05-11 11:15:00;89;139;95;104;19;17;2
2020-05-11 11:30:00;96;139;93;135;22;16;0
2020-05-11 11:45:00;79;117;109;115;15;22;0
2020-05-11 12:00:00;95;147;93;99;26;27;0
2020-05-11 12:15:00;85;139;107;91;10;26;0
2020-05-11 12:30:00;80;128;119;140;11;27;0
2020-05-11 12:45:00;83;150;105;113;28;25;5
2020-05-11 13:00:00;91;132;110;299;13;30;4
2020-05-11 13:15:00;91;144;129;133;18;18;0
2020-05-11 13:30:00;157;205;157;154;21;28;0
2020-05-11 13:45:00;141;217;178;174;23;40;7
2020-05-11 14:00:00;146;209;187;150;23;36;0
2020-05-11 14:15:00;125;191;121;103;99;27;2
2020-05-11 14:30:00;167;220;122;145;14;27;1
2020-05-11 14:45:00;148;218;136;139;26;24;0
2020-05-11 15:00:00;131;195;123;126;25;28;0
2020-05-11 15:15:00;145;227;102;106;10;34;0
2020-05-11 15:30:00;141;205;99;119;16;25;0
2020-05-11 15:45:00;144;226;113;123;33;29;0
2020-05-11 16:00:00;194;271;111;136;23;34;0
2020-05-11 16:15:00;145;205;106;130;23;34;0
2020-05-11 16:30:00;136;203;108;123;11;44;1
2020-05-11 16:45:00;162;229;114;148;12;24;0
2020-05-11 17:00:00;143;205;124;160;16;24;0
2020-05-11 17:15:00;127;192;105;164;19;35;0
2020-05-11 17:30:00;107;161;89;96;17;32;0
2020-05-11 17:45:00;115;186;88;92;14;23;0
2020-05-11 18:00:00;126;162;82;99;15;31;0
2020-05-11 18:15:00;84;131;87;95;20;24;0
2020-05-11 18:30:00;94;121;83;90;19;1;0
2020-05-11 18:45:00;72;107;78;75;20;22;1
2020-05-11 19:00:00;60;92;61;54;8;29;0
2020-05-11 19:15:00;65;106;68;59;15;17;0
2020-05-11 19:30:00;54;57;51;60;9;17;0
2020-05-11 19:45:00;55;71;52;53;8;14;0
2020-05-11 20:00:00;54;68;42;53;5;17;0
2020-05-11 20:15:00;57;57;55;40;2;11;0
2020-05-11 20:30:00;43;51;52;36;3;6;0
2020-05-11 20:45:00;33;31;51;26;7;8;0
2020-05-11 21:00:00;98;112;96;48;6;7;0
2020-05-11 21:15:00;62;73;133;57;5;10;0
2020-05-11 21:30:00;47;55;134;57;5;9;0
2020-05-11 21:45:00;41;44;35;26;2;8;0
2020-05-11 22:00:00;67;84;43;30;3;5;0
2020-05-11 22:15:00;33;34;22;20;1;3;0
2020-05-11 22:30:00;23;24;17;25;2;4;0
2020-05-11 22:45:00;16;16;14;12;1;1;0
2020-05-11 23:00:00;17;14;15;15;3;4;0
2020-05-11 23:15:00;13;9;19;12;1;5;0
2020-05-11 23:30:00;9;23;13;12;2;0;0
2020-05-11 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
