DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-08-21 00:00:00;11;6;1;2;4;12;7
2020-08-21 00:15:00;11;4;1;2;5;12;5
2020-08-21 00:30:00;13;13;1;4;4;12;11
2020-08-21 00:45:00;9;5;1;5;7;15;8
2020-08-21 01:00:00;4;4;1;1;6;12;3
2020-08-21 01:15:00;12;5;0;3;4;10;2
2020-08-21 01:30:00;8;3;1;2;5;7;5
2020-08-21 01:45:00;6;5;1;1;1;4;3
2020-08-21 02:00:00;6;3;0;1;0;6;4
2020-08-21 02:15:00;9;7;1;1;2;8;2
2020-08-21 02:30:00;8;8;0;2;5;8;1
2020-08-21 02:45:00;9;7;0;1;4;5;1
2020-08-21 03:00:00;4;1;0;3;3;6;3
2020-08-21 03:15:00;9;3;0;5;5;5;5
2020-08-21 03:30:00;2;5;0;1;1;8;2
2020-08-21 03:45:00;6;5;2;2;3;6;3
2020-08-21 04:00:00;7;4;0;3;4;6;2
2020-08-21 04:15:00;6;6;2;2;5;16;6
2020-08-21 04:30:00;9;5;0;1;2;10;3
2020-08-21 04:45:00;16;10;1;1;2;20;13
2020-08-21 05:00:00;30;16;0;4;3;25;10
2020-08-21 05:15:00;31;29;3;7;15;60;43
2020-08-21 05:30:00;34;24;0;10;13;77;61
2020-08-21 05:45:00;45;35;2;11;20;65;60
2020-08-21 06:00:00;51;50;2;6;20;79;59
2020-08-21 06:15:00;37;45;2;9;20;77;78
2020-08-21 06:30:00;57;60;4;10;18;88;78
2020-08-21 06:45:00;59;52;5;15;24;109;94
2020-08-21 07:00:00;49;42;1;8;18;95;89
2020-08-21 07:15:00;62;55;5;12;31;101;99
2020-08-21 07:30:00;59;63;5;14;27;87;101
2020-08-21 07:45:00;61;64;3;11;32;104;120
2020-08-21 08:00:00;49;45;3;8;25;85;65
2020-08-21 08:15:00;57;56;2;16;31;67;62
2020-08-21 08:30:00;83;51;4;9;26;77;72
2020-08-21 08:45:00;78;66;11;7;76;71;65
2020-08-21 09:00:00;88;51;7;16;32;75;79
2020-08-21 09:15:00;69;67;8;11;25;76;63
2020-08-21 09:30:00;87;65;7;22;36;85;77
2020-08-21 09:45:00;105;74;6;12;27;92;86
2020-08-21 10:00:00;79;66;4;17;21;77;72
2020-08-21 10:15:00;112;78;7;10;24;75;74
2020-08-21 10:30:00;100;73;6;10;28;68;63
2020-08-21 10:45:00;128;87;6;14;33;68;72
2020-08-21 11:00:00;114;81;7;19;33;72;52
2020-08-21 11:15:00;113;81;2;10;33;78;69
2020-08-21 11:30:00;102;71;7;12;29;77;68
2020-08-21 11:45:00;124;86;9;17;33;80;76
2020-08-21 12:00:00;143;110;10;15;45;81;69
2020-08-21 12:15:00;125;91;5;21;46;72;69
2020-08-21 12:30:00;150;121;6;31;37;73;93
2020-08-21 12:45:00;150;93;6;21;42;91;83
2020-08-21 13:00:00;140;107;8;18;41;75;82
2020-08-21 13:15:00;140;92;7;32;51;75;74
2020-08-21 13:30:00;111;85;10;14;41;91;75
2020-08-21 13:45:00;154;100;5;19;33;85;70
2020-08-21 14:00:00;119;112;7;19;52;89;84
2020-08-21 14:15:00;156;124;6;22;47;84;79
2020-08-21 14:30:00;161;124;11;16;46;87;88
2020-08-21 14:45:00;130;106;6;19;54;85;72
2020-08-21 15:00:00;133;99;1;27;35;84;88
2020-08-21 15:15:00;135;80;6;11;26;78;72
2020-08-21 15:30:00;119;114;11;16;46;78;74
2020-08-21 15:45:00;130;91;6;19;33;81;75
2020-08-21 16:00:00;108;91;8;17;42;79;76
2020-08-21 16:15:00;124;82;2;17;34;77;74
2020-08-21 16:30:00;94;89;5;12;29;76;72
2020-08-21 16:45:00;91;88;6;40;41;87;82
2020-08-21 17:00:00;105;88;6;23;45;84;67
2020-08-21 17:15:00;93;76;4;11;22;73;73
2020-08-21 17:30:00;88;83;6;16;31;72;70
2020-08-21 17:45:00;85;59;9;12;25;87;56
2020-08-21 18:00:00;86;61;5;12;27;72;59
2020-08-21 18:15:00;90;53;4;12;45;93;79
2020-08-21 18:30:00;97;45;7;19;41;80;63
2020-08-21 18:45:00;102;54;5;15;33;74;79
2020-08-21 19:00:00;79;50;11;10;31;71;56
2020-08-21 19:15:00;72;51;9;15;36;69;52
2020-08-21 19:30:00;72;52;7;16;34;75;72
2020-08-21 19:45:00;63;36;6;11;31;62;48
2020-08-21 20:00:00;60;42;4;17;36;59;32
2020-08-21 20:15:00;56;44;11;13;31;72;58
2020-08-21 20:30:00;37;18;7;17;33;63;46
2020-08-21 20:45:00;37;33;5;9;27;59;26
2020-08-21 21:00:00;36;26;3;19;30;56;34
2020-08-21 21:15:00;38;26;3;5;25;56;31
2020-08-21 21:30:00;29;20;3;15;23;47;21
2020-08-21 21:45:00;52;37;6;14;17;48;27
2020-08-21 22:00:00;74;34;10;14;23;44;19
2020-08-21 22:15:00;38;21;4;5;16;38;23
2020-08-21 22:30:00;33;23;3;9;13;33;24
2020-08-21 22:45:00;20;9;0;13;12;25;18
2020-08-21 23:00:00;23;16;2;8;11;36;20
2020-08-21 23:15:00;17;24;2;10;13;23;9
2020-08-21 23:30:00;32;19;3;5;13;18;12
2020-08-21 23:45:00;23;11;6;6;14;29;11
