DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-10-27 00:00:00;3;4;2;0;0;0;0;3;3;0;0;5;9;2;0;0;0
2020-10-27 00:15:00;6;6;5;0;0;0;1;5;6;2;0;4;3;0;0;0;0
2020-10-27 00:30:00;4;10;2;1;0;0;0;7;4;3;1;0;1;0;0;2;0
2020-10-27 00:45:00;2;9;3;0;1;0;1;3;2;1;0;6;5;3;1;0;0
2020-10-27 01:00:00;4;6;0;0;0;0;0;2;6;1;1;1;4;2;0;0;0
2020-10-27 01:15:00;3;2;0;0;0;0;0;2;4;3;0;6;6;1;0;0;0
2020-10-27 01:30:00;4;5;0;0;0;0;0;3;1;0;0;7;1;2;0;0;0
2020-10-27 01:45:00;7;4;1;1;0;0;0;3;1;4;1;1;3;0;0;0;0
2020-10-27 02:00:00;4;2;1;0;0;0;0;4;0;2;0;1;4;3;0;0;0
2020-10-27 02:15:00;6;6;1;0;0;0;0;1;4;1;0;2;3;2;0;0;0
2020-10-27 02:30:00;3;1;1;0;0;0;0;1;3;2;1;2;0;0;0;0;0
2020-10-27 02:45:00;2;2;1;1;0;0;0;2;3;3;1;2;0;0;0;0;0
2020-10-27 03:00:00;6;13;3;1;0;0;0;1;2;2;0;5;3;2;2;0;0
2020-10-27 03:15:00;4;9;0;0;0;0;0;2;3;3;1;3;8;2;0;0;0
2020-10-27 03:30:00;5;7;1;1;0;1;0;3;3;2;0;3;8;1;0;3;0
2020-10-27 03:45:00;6;4;3;0;0;1;0;1;2;8;1;1;4;2;0;0;0
2020-10-27 04:00:00;8;3;0;0;0;0;0;3;4;2;2;0;1;0;0;0;0
2020-10-27 04:15:00;11;13;1;1;0;0;0;4;4;2;1;6;5;1;3;2;0
2020-10-27 04:30:00;13;15;5;0;0;0;0;9;6;5;1;6;4;2;7;1;0
2020-10-27 04:45:00;22;28;16;0;0;0;0;8;9;10;0;11;7;1;0;0;0
2020-10-27 05:00:00;21;40;37;1;0;0;0;7;15;6;4;28;9;6;2;1;0
2020-10-27 05:15:00;40;60;62;1;0;3;0;11;11;20;10;30;15;6;9;2;0
2020-10-27 05:30:00;62;72;79;2;0;2;2;29;28;12;11;38;20;5;9;1;0
2020-10-27 05:45:00;60;57;64;2;0;1;1;90;65;28;16;41;22;9;13;5;0
2020-10-27 06:00:00;57;62;53;1;0;0;0;40;60;24;21;53;34;11;5;1;0
2020-10-27 06:15:00;95;67;67;6;0;1;1;43;47;26;27;53;32;18;10;11;0
2020-10-27 06:30:00;119;90;94;1;0;2;0;51;46;30;24;59;38;22;9;5;0
2020-10-27 06:45:00;127;82;107;9;0;4;2;107;55;33;25;73;63;44;33;12;0
2020-10-27 07:00:00;89;88;93;12;0;3;0;37;52;24;21;76;69;59;11;14;0
2020-10-27 07:15:00;45;51;58;13;1;2;1;38;47;18;17;51;38;40;4;23;0
2020-10-27 07:30:00;87;112;104;18;1;4;3;105;117;41;37;98;84;69;16;50;0
2020-10-27 07:45:00;96;124;138;19;1;2;1;105;104;48;41;104;71;64;25;34;0
2020-10-27 08:00:00;115;132;138;22;1;1;2;83;105;37;37;95;53;53;10;28;0
2020-10-27 08:15:00;92;101;100;13;1;1;3;71;83;34;34;74;62;49;20;23;0
2020-10-27 08:30:00;81;92;86;11;1;2;3;74;70;32;32;74;57;47;18;20;0
2020-10-27 08:45:00;86;75;86;9;0;1;3;128;72;34;33;77;55;45;13;9;0
2020-10-27 09:00:00;82;83;68;9;1;6;2;58;65;39;27;65;53;42;10;14;0
2020-10-27 09:15:00;85;78;62;23;0;5;1;65;68;34;28;75;58;50;56;22;0
2020-10-27 09:30:00;87;75;77;24;1;4;7;57;80;33;32;62;60;48;19;26;0
2020-10-27 09:45:00;86;84;72;12;2;9;8;79;69;36;29;75;48;47;25;13;0
2020-10-27 10:00:00;82;84;56;11;3;5;3;67;64;33;27;68;41;37;6;16;0
2020-10-27 10:15:00;81;77;72;8;0;2;4;61;62;35;29;76;55;30;19;15;0
2020-10-27 10:30:00;82;86;75;10;0;4;1;59;70;42;38;81;48;40;18;13;0
2020-10-27 10:45:00;81;73;69;7;1;6;5;87;82;44;35;67;54;47;11;16;0
2020-10-27 11:00:00;82;81;56;14;3;2;2;166;81;43;33;66;47;47;19;15;0
2020-10-27 11:15:00;86;70;55;7;3;6;5;63;66;50;40;79;51;38;8;12;0
2020-10-27 11:30:00;93;84;60;14;0;3;6;87;99;44;40;73;58;50;17;18;0
2020-10-27 11:45:00;83;96;77;8;5;9;5;82;84;37;27;68;43;40;25;15;0
2020-10-27 12:00:00;91;69;66;5;1;6;7;77;88;40;43;84;51;29;15;7;0
2020-10-27 12:15:00;88;90;74;7;2;4;12;65;79;38;34;65;47;36;17;9;0
2020-10-27 12:30:00;79;88;85;11;1;6;3;66;82;40;36;87;60;58;17;14;0
2020-10-27 12:45:00;80;76;78;12;8;12;8;94;111;37;25;54;54;41;17;17;0
2020-10-27 13:00:00;84;106;114;6;1;6;4;149;91;31;22;68;53;39;25;8;0
2020-10-27 13:15:00;88;99;103;8;2;6;6;95;101;55;50;81;54;47;16;12;0
2020-10-27 13:30:00;95;105;102;18;2;9;4;70;95;42;31;90;50;35;25;26;0
2020-10-27 13:45:00;102;103;115;14;2;6;7;98;92;43;37;85;55;48;13;23;0
2020-10-27 14:00:00;83;94;96;8;3;10;11;160;102;38;34;71;45;52;29;11;0
2020-10-27 14:15:00;95;85;87;8;4;8;4;107;104;48;39;68;60;60;12;14;0
2020-10-27 14:30:00;81;91;78;17;1;6;4;114;127;46;51;71;57;60;43;20;0
2020-10-27 14:45:00;90;79;69;13;2;6;5;165;104;60;57;62;60;43;17;17;0
2020-10-27 15:00:00;106;93;96;9;8;16;9;122;113;58;46;82;62;35;21;13;0
2020-10-27 15:15:00;85;84;86;11;8;22;7;131;130;58;46;89;55;50;15;13;0
2020-10-27 15:30:00;84;97;71;14;7;18;6;95;119;52;44;82;53;48;10;18;0
2020-10-27 15:45:00;109;99;103;8;3;26;10;171;137;59;54;80;68;58;23;19;0
2020-10-27 16:00:00;99;105;97;25;4;18;15;168;126;62;59;85;71;72;31;22;0
2020-10-27 16:15:00;95;92;90;13;4;17;5;135;129;64;58;85;68;63;25;24;0
2020-10-27 16:30:00;98;95;88;12;7;18;12;112;131;62;52;92;72;63;25;21;0
2020-10-27 16:45:00;107;99;102;14;8;18;10;107;124;64;50;106;69;59;25;20;0
2020-10-27 17:00:00;88;105;99;8;6;16;12;145;140;64;51;103;75;71;14;17;0
2020-10-27 17:15:00;91;106;89;11;6;17;13;148;137;63;57;99;65;63;18;10;0
2020-10-27 17:30:00;103;113;108;12;2;17;11;115;111;54;44;68;59;58;12;17;0
2020-10-27 17:45:00;102;90;83;18;3;14;6;99;115;43;36;73;69;55;11;20;0
2020-10-27 18:00:00;70;97;86;10;6;11;12;83;106;44;34;73;64;63;33;19;0
2020-10-27 18:15:00;76;88;78;13;1;12;10;112;89;41;27;55;63;49;20;21;0
2020-10-27 18:30:00;71;69;56;15;3;3;10;75;86;41;28;47;56;45;24;24;0
2020-10-27 18:45:00;46;64;49;6;1;8;6;60;77;30;11;58;47;25;29;9;0
2020-10-27 19:00:00;65;62;53;8;6;8;8;66;67;30;24;51;42;29;15;13;0
2020-10-27 19:15:00;48;59;58;2;2;2;5;65;63;35;18;37;42;27;10;7;0
2020-10-27 19:30:00;42;57;37;5;2;4;2;48;61;22;10;31;39;24;5;8;0
2020-10-27 19:45:00;48;59;58;5;1;4;4;41;49;13;16;17;21;17;6;10;0
2020-10-27 20:00:00;32;50;32;5;3;4;1;45;57;19;11;36;27;16;20;8;0
2020-10-27 20:15:00;32;51;25;2;2;3;2;60;48;17;5;21;24;17;5;3;0
2020-10-27 20:30:00;36;54;34;5;0;5;2;42;61;19;14;25;24;15;20;10;0
2020-10-27 20:45:00;42;49;36;13;2;6;4;35;30;18;9;29;19;16;21;13;0
2020-10-27 21:00:00;45;71;62;8;2;6;9;33;33;18;8;35;28;11;10;12;0
2020-10-27 21:15:00;37;51;48;8;0;4;4;32;24;13;10;23;61;9;12;5;0
2020-10-27 21:30:00;21;36;28;3;2;1;2;28;29;14;2;24;26;14;3;5;0
2020-10-27 21:45:00;20;31;17;1;0;3;3;40;52;12;6;21;17;11;1;3;0
2020-10-27 22:00:00;25;30;13;2;0;1;1;47;67;24;16;20;24;5;3;4;0
2020-10-27 22:15:00;11;39;12;7;0;0;0;26;37;21;18;4;16;5;11;7;0
2020-10-27 22:30:00;16;27;18;2;0;2;1;27;23;10;3;11;17;7;56;4;0
2020-10-27 22:45:00;18;22;10;0;0;0;2;5;17;7;4;4;12;4;12;0;0
2020-10-27 23:00:00;8;14;4;0;0;2;1;16;10;4;2;8;11;9;12;3;0
2020-10-27 23:15:00;9;10;9;1;0;1;2;9;9;5;2;7;8;5;0;2;0
2020-10-27 23:30:00;8;13;2;1;1;2;1;7;2;1;0;6;4;1;0;2;0
