DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-03-31 00:00:00;0;1;1;1;0;0;6;3;2;1
2020-03-31 00:15:00;0;8;0;0;0;1;7;1;0;0
2020-03-31 00:30:00;0;3;0;0;0;2;10;2;1;1
2020-03-31 00:45:00;0;5;0;0;2;1;1;2;0;0
2020-03-31 01:00:00;0;4;0;0;0;0;5;3;0;0
2020-03-31 01:15:00;0;4;0;0;0;1;5;3;0;0
2020-03-31 01:30:00;0;2;0;0;0;0;3;1;0;0
2020-03-31 01:45:00;0;1;0;0;0;0;3;2;0;0
2020-03-31 02:00:00;0;4;0;0;1;0;1;1;0;0
2020-03-31 02:15:00;0;5;0;0;0;0;4;2;0;0
2020-03-31 02:30:00;0;7;0;0;0;0;3;2;0;0
2020-03-31 02:45:00;0;5;1;1;0;0;4;1;1;1
2020-03-31 03:00:00;0;5;0;0;0;0;5;0;0;0
2020-03-31 03:15:00;0;0;0;0;0;0;5;0;0;0
2020-03-31 03:30:00;0;4;0;0;0;1;6;1;0;0
2020-03-31 03:45:00;0;8;1;0;0;3;7;1;0;0
2020-03-31 04:00:00;0;4;0;0;1;1;3;4;0;0
2020-03-31 04:15:00;0;4;0;1;1;2;3;1;0;0
2020-03-31 04:30:00;0;16;0;0;0;8;6;3;0;0
2020-03-31 04:45:00;0;14;0;0;1;1;6;9;0;0
2020-03-31 05:00:00;0;21;0;2;0;10;14;6;1;3
2020-03-31 05:15:00;0;20;1;4;0;29;13;16;0;2
2020-03-31 05:30:00;0;45;1;2;4;89;13;46;5;9
2020-03-31 05:45:00;0;44;7;6;7;85;22;58;10;13
2020-03-31 06:00:00;0;46;21;30;23;57;29;50;8;6
2020-03-31 06:15:00;0;62;7;6;8;89;30;77;9;20
2020-03-31 06:30:00;0;72;0;0;1;80;48;82;7;12
2020-03-31 06:45:00;0;78;1;3;2;76;43;80;9;11
2020-03-31 07:00:00;0;63;8;18;6;89;30;90;12;15
2020-03-31 07:15:00;0;63;4;6;5;91;45;95;12;11
2020-03-31 07:30:00;0;49;3;5;7;76;54;91;7;13
2020-03-31 07:45:00;0;88;4;10;8;72;69;81;13;12
2020-03-31 08:00:00;0;58;3;7;4;73;49;73;13;12
2020-03-31 08:15:00;0;58;6;16;6;55;47;73;8;6
2020-03-31 08:30:00;0;34;4;6;5;60;41;64;5;3
2020-03-31 08:45:00;0;60;6;5;8;39;49;53;5;5
2020-03-31 09:00:00;0;53;4;4;7;29;47;52;6;2
2020-03-31 09:15:00;0;54;2;9;14;23;54;57;6;3
2020-03-31 09:30:00;0;57;6;3;4;32;50;50;7;6
2020-03-31 09:45:00;0;67;7;9;9;28;57;55;10;9
2020-03-31 10:00:00;0;48;9;11;9;18;48;65;4;4
2020-03-31 10:15:00;0;54;7;6;8;24;52;66;5;3
2020-03-31 10:30:00;0;74;8;10;5;20;65;65;7;7
2020-03-31 10:45:00;0;66;6;11;9;26;57;58;5;2
2020-03-31 11:00:00;0;72;12;11;13;25;65;67;4;2
2020-03-31 11:15:00;0;75;6;10;12;24;58;64;6;3
2020-03-31 11:30:00;0;58;12;15;10;17;50;68;7;7
2020-03-31 11:45:00;0;66;7;10;13;18;52;58;7;6
2020-03-31 12:00:00;0;68;8;13;21;29;51;63;6;0
2020-03-31 12:15:00;0;87;8;12;21;25;44;58;6;1
2020-03-31 12:30:00;0;78;8;11;18;27;52;63;6;1
2020-03-31 12:45:00;0;84;8;13;26;40;50;57;12;6
2020-03-31 13:00:00;0;85;12;13;14;33;59;70;8;5
2020-03-31 13:15:00;0;70;12;10;10;46;49;73;9;5
2020-03-31 13:30:00;0;75;12;13;15;35;51;82;5;3
2020-03-31 13:45:00;0;82;11;19;25;40;60;82;8;4
2020-03-31 14:00:00;0;89;28;42;50;40;68;65;2;4
2020-03-31 14:15:00;0;71;14;20;22;19;59;83;8;7
2020-03-31 14:30:00;0;91;19;36;40;21;67;68;3;3
2020-03-31 14:45:00;0;93;10;22;30;21;61;72;8;4
2020-03-31 15:00:00;0;102;13;24;27;17;70;79;3;4
2020-03-31 15:15:00;0;90;16;21;25;28;63;87;11;5
2020-03-31 15:30:00;0;80;17;25;29;18;58;85;8;2
2020-03-31 15:45:00;0;96;16;22;34;18;69;72;3;0
2020-03-31 16:00:00;0;119;27;43;49;16;62;86;7;1
2020-03-31 16:15:00;0;99;11;23;26;14;82;92;7;3
2020-03-31 16:30:00;0;96;9;26;26;24;74;84;10;2
2020-03-31 16:45:00;0;112;9;19;28;14;71;83;7;0
2020-03-31 17:00:00;0;75;5;28;29;11;56;87;5;1
2020-03-31 17:15:00;0;108;13;21;28;15;62;90;6;1
2020-03-31 17:30:00;0;65;14;17;15;6;65;78;6;1
2020-03-31 17:45:00;0;70;12;18;16;9;61;68;5;2
2020-03-31 18:00:00;0;89;5;15;17;9;59;65;6;0
2020-03-31 18:15:00;0;63;11;10;10;7;48;61;1;1
2020-03-31 18:30:00;0;76;5;11;10;6;53;58;4;2
2020-03-31 18:45:00;0;65;5;7;8;3;50;58;2;2
2020-03-31 19:00:00;0;55;4;7;11;6;42;46;2;0
2020-03-31 19:15:00;0;56;3;4;6;10;39;41;1;0
2020-03-31 19:30:00;0;41;1;11;11;8;44;45;5;4
2020-03-31 19:45:00;0;49;5;5;7;7;31;35;1;1
2020-03-31 20:00:00;0;39;6;4;7;10;38;34;5;3
2020-03-31 20:15:00;0;41;3;5;3;4;33;28;4;3
2020-03-31 20:30:00;0;23;2;4;1;1;35;37;0;0
2020-03-31 20:45:00;0;27;0;1;5;4;26;31;0;0
2020-03-31 21:00:00;0;28;2;2;2;11;19;18;0;0
2020-03-31 21:15:00;0;18;0;2;3;30;20;17;1;3
2020-03-31 21:30:00;0;19;5;5;3;42;18;23;3;2
2020-03-31 21:45:00;0;25;5;8;12;11;16;8;3;1
2020-03-31 22:00:00;0;23;18;36;37;3;20;16;1;0
2020-03-31 22:15:00;0;16;9;9;5;1;20;16;2;0
2020-03-31 22:30:00;0;16;1;1;0;2;8;12;0;0
2020-03-31 22:45:00;0;10;0;1;3;1;12;9;1;1
2020-03-31 23:00:00;0;10;1;1;0;0;10;6;0;0
2020-03-31 23:15:00;0;7;0;0;1;1;10;8;1;1
2020-03-31 23:30:00;0;6;0;0;0;2;5;5;1;1
