DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-10-10 00:00:00;4;5;0;0;4;1;0;0
2020-10-10 00:15:00;2;3;0;0;8;5;0;0
2020-10-10 00:30:00;6;8;0;0;5;5;0;0
2020-10-10 00:45:00;2;6;0;0;6;5;0;0
2020-10-10 01:00:00;4;2;0;0;4;5;0;0
2020-10-10 01:15:00;7;5;0;0;3;5;0;0
2020-10-10 01:30:00;2;4;0;0;0;3;0;0
2020-10-10 01:45:00;1;3;0;0;3;6;0;0
2020-10-10 02:00:00;2;7;0;0;1;2;0;0
2020-10-10 02:15:00;3;3;0;0;1;4;0;0
2020-10-10 02:30:00;1;2;1;0;1;3;0;0
2020-10-10 02:45:00;4;1;0;0;1;4;0;0
2020-10-10 03:00:00;5;2;0;0;1;3;0;0
2020-10-10 03:15:00;1;3;0;0;1;3;0;0
2020-10-10 03:30:00;5;2;0;0;2;2;0;0
2020-10-10 03:45:00;3;4;0;0;2;3;0;0
2020-10-10 04:00:00;1;1;0;0;3;3;0;0
2020-10-10 04:15:00;1;3;0;0;1;6;0;0
2020-10-10 04:30:00;3;2;0;0;5;5;0;0
2020-10-10 04:45:00;0;5;0;0;12;26;0;0
2020-10-10 05:00:00;5;9;0;0;31;63;7;0
2020-10-10 05:15:00;13;21;4;0;78;122;17;0
2020-10-10 05:30:00;32;31;2;0;48;96;13;5
2020-10-10 05:45:00;58;101;4;0;33;17;3;14
2020-10-10 06:00:00;71;106;3;0;12;12;0;11
2020-10-10 06:15:00;21;22;0;0;14;8;5;6
2020-10-10 06:30:00;10;9;0;0;8;11;0;1
2020-10-10 06:45:00;7;7;1;0;15;9;3;0
2020-10-10 07:00:00;6;7;1;0;9;7;0;0
2020-10-10 07:15:00;7;11;0;0;2;10;0;0
2020-10-10 07:30:00;8;16;0;0;13;9;0;0
2020-10-10 07:45:00;11;15;1;0;5;6;0;0
2020-10-10 08:00:00;4;10;1;0;14;8;0;0
2020-10-10 08:15:00;9;15;0;0;7;8;1;0
2020-10-10 08:30:00;10;14;0;0;9;11;0;0
2020-10-10 08:45:00;19;20;0;0;15;11;0;0
2020-10-10 09:00:00;12;10;1;0;13;17;0;0
2020-10-10 09:15:00;20;24;0;0;11;7;2;0
2020-10-10 09:30:00;16;31;1;0;10;16;0;5
2020-10-10 09:45:00;17;22;4;0;20;9;0;0
2020-10-10 10:00:00;17;26;1;0;20;15;0;0
2020-10-10 10:15:00;20;23;0;0;14;10;1;0
2020-10-10 10:30:00;16;26;0;0;23;23;0;0
2020-10-10 10:45:00;19;20;1;0;20;11;6;0
2020-10-10 11:00:00;20;23;0;0;16;18;0;1
2020-10-10 11:15:00;22;21;0;0;28;14;0;0
2020-10-10 11:30:00;20;29;0;0;30;13;1;0
2020-10-10 11:45:00;14;27;2;0;21;16;0;5
2020-10-10 12:00:00;24;24;0;0;29;17;0;1
2020-10-10 12:15:00;18;29;0;0;35;24;0;2
2020-10-10 12:30:00;26;23;0;0;24;22;0;0
2020-10-10 12:45:00;11;31;0;0;37;24;1;2
2020-10-10 13:00:00;14;31;1;0;31;16;1;0
2020-10-10 13:15:00;19;25;0;0;21;14;9;0
2020-10-10 13:30:00;17;27;0;0;35;33;3;0
2020-10-10 13:45:00;24;28;0;0;34;22;4;2
2020-10-10 14:00:00;39;53;0;0;34;17;0;12
2020-10-10 14:15:00;78;106;4;0;35;23;2;12
2020-10-10 14:30:00;129;179;6;0;35;32;0;18
2020-10-10 14:45:00;61;53;1;0;27;20;0;12
2020-10-10 15:00:00;24;30;1;0;20;17;0;5
