DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-11-08 00:00:00;4;1;1;0;0;6;1;6;0;0;0
2019-11-08 00:15:00;7;8;6;0;0;5;3;5;3;3;0
2019-11-08 00:30:00;4;5;5;0;0;6;1;6;1;1;0
2019-11-08 00:45:00;1;2;2;0;0;7;2;7;0;1;0
2019-11-08 01:00:00;3;2;1;0;0;7;3;7;1;1;0
2019-11-08 01:15:00;8;7;5;0;0;11;4;11;0;0;0
2019-11-08 01:30:00;2;2;1;0;0;4;2;4;2;2;0
2019-11-08 01:45:00;2;1;1;0;0;2;2;2;0;1;0
2019-11-08 02:00:00;5;1;2;0;1;2;6;2;2;3;0
2019-11-08 02:15:00;5;2;2;0;0;5;1;5;0;0;0
2019-11-08 02:30:00;1;3;3;0;0;8;0;8;0;0;0
2019-11-08 02:45:00;3;0;0;0;0;1;2;1;1;2;0
2019-11-08 03:00:00;4;2;2;0;0;6;0;6;0;1;0
2019-11-08 03:15:00;4;1;2;0;0;2;3;2;1;2;0
2019-11-08 03:30:00;10;2;2;0;0;3;2;3;0;2;0
2019-11-08 03:45:00;7;2;3;1;0;2;7;2;2;2;0
2019-11-08 04:00:00;9;3;4;0;0;6;7;6;3;6;0
2019-11-08 04:15:00;10;2;1;0;0;6;3;6;1;2;0
2019-11-08 04:30:00;9;1;0;0;0;15;3;15;2;1;0
2019-11-08 04:45:00;15;3;2;0;0;14;3;14;2;1;0
2019-11-08 05:00:00;34;2;2;0;0;15;6;15;3;4;0
2019-11-08 05:15:00;43;3;3;0;1;32;8;32;1;6;0
2019-11-08 05:30:00;95;2;2;0;1;43;12;43;6;6;0
2019-11-08 05:45:00;82;1;2;0;2;34;5;34;3;7;0
2019-11-08 06:00:00;110;3;2;0;2;55;11;55;3;12;0
2019-11-08 06:15:00;95;1;0;0;1;54;11;54;8;8;0
2019-11-08 06:30:00;178;5;3;0;1;84;13;84;5;4;0
2019-11-08 06:45:00;198;3;1;1;2;84;18;84;11;9;0
2019-11-08 07:00:00;191;2;2;0;0;58;20;58;5;7;0
2019-11-08 07:15:00;227;1;1;0;2;63;14;63;10;9;0
2019-11-08 07:30:00;184;3;3;2;1;47;20;48;10;4;0
2019-11-08 07:45:00;181;2;2;2;1;67;20;67;9;4;1
2019-11-08 08:00:00;170;5;1;0;3;63;17;63;16;7;0
2019-11-08 08:15:00;147;2;2;3;8;64;31;68;18;5;0
2019-11-08 08:30:00;125;4;0;0;2;64;31;61;17;11;0
2019-11-08 08:45:00;117;4;3;0;0;60;33;59;24;9;0
