DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-08-13 00:00:00;8;15;6;1;1;0;3;10;5;8;2;6;7;2;6;2;0
2020-08-13 00:15:00;13;11;5;5;2;1;1;12;10;3;3;8;12;8;8;3;0
2020-08-13 00:30:00;8;12;7;2;1;1;1;6;9;5;2;8;10;2;1;4;0
2020-08-13 00:45:00;6;6;5;1;1;0;0;10;6;5;1;7;8;2;2;6;0
2020-08-13 01:00:00;10;5;3;1;0;1;1;8;6;5;1;7;4;1;0;1;0
2020-08-13 01:15:00;9;13;4;0;0;3;3;4;4;2;3;4;7;3;0;1;0
2020-08-13 01:30:00;12;11;3;1;0;1;0;2;5;2;1;2;5;2;2;1;0
2020-08-13 01:45:00;8;4;4;0;0;1;0;3;4;0;1;5;3;2;0;0;0
2020-08-13 02:00:00;8;7;3;0;0;0;0;4;3;2;1;1;1;1;0;0;0
2020-08-13 02:15:00;8;1;2;0;0;0;0;3;1;2;0;2;2;0;0;0;0
2020-08-13 02:30:00;6;8;3;1;0;0;0;2;4;3;0;4;3;2;1;0;0
2020-08-13 02:45:00;7;5;1;0;0;0;0;2;0;5;1;7;5;0;0;0;0
2020-08-13 03:00:00;9;8;0;0;1;0;0;7;6;1;1;2;4;2;0;1;0
2020-08-13 03:15:00;5;8;2;1;1;0;0;1;3;2;0;2;5;1;0;0;0
2020-08-13 03:30:00;2;3;1;2;0;1;1;3;2;3;0;1;0;0;1;2;0
2020-08-13 03:45:00;11;5;3;1;1;0;0;2;3;2;0;2;5;0;0;0;0
2020-08-13 04:00:00;4;7;5;1;0;0;0;2;1;1;0;5;7;1;0;0;0
2020-08-13 04:15:00;9;9;0;2;1;1;1;8;3;4;2;3;6;1;5;1;0
2020-08-13 04:30:00;14;10;3;0;1;0;0;8;10;5;1;4;1;0;1;1;0
2020-08-13 04:45:00;16;8;1;0;0;0;0;9;8;9;1;11;4;0;4;1;0
2020-08-13 05:00:00;18;19;5;2;0;0;0;9;11;5;1;9;9;3;17;2;0
2020-08-13 05:15:00;29;29;17;0;0;0;0;5;12;5;2;15;10;1;5;2;0
2020-08-13 05:30:00;43;48;54;1;0;1;1;16;23;12;9;27;18;8;12;1;0
2020-08-13 05:45:00;57;37;39;0;0;0;0;11;15;13;4;27;23;8;13;2;0
2020-08-13 06:00:00;48;43;36;1;0;0;1;23;24;13;5;30;23;16;14;2;0
2020-08-13 06:15:00;63;47;42;4;0;0;0;22;26;17;10;33;16;9;11;5;0
2020-08-13 06:30:00;78;58;61;2;0;2;2;24;35;22;18;48;28;26;11;6;0
2020-08-13 06:45:00;89;54;64;7;0;3;2;38;44;21;21;54;39;38;10;14;0
2020-08-13 07:00:00;70;59;56;9;0;3;1;29;34;18;11;54;41;38;11;12;0
2020-08-13 07:15:00;94;72;79;6;1;1;0;55;48;27;18;50;45;25;12;11;0
2020-08-13 07:30:00;78;69;65;8;2;2;0;54;44;30;22;47;53;42;23;16;0
2020-08-13 07:45:00;86;74;83;11;1;3;2;43;50;31;22;50;49;34;16;19;0
2020-08-13 08:00:00;86;67;66;5;0;2;2;51;51;22;29;54;49;27;6;9;0
2020-08-13 08:15:00;85;79;66;10;1;1;1;61;58;21;18;48;43;25;21;22;0
2020-08-13 08:30:00;73;68;47;7;0;1;2;57;59;29;16;70;40;29;8;10;0
2020-08-13 08:45:00;81;68;64;4;0;1;1;54;69;27;20;43;45;47;9;9;0
2020-08-13 09:00:00;60;75;56;8;1;2;3;76;71;26;22;51;42;30;19;12;0
2020-08-13 09:15:00;67;69;50;12;1;1;2;46;51;33;22;55;58;32;29;23;0
2020-08-13 09:30:00;72;89;68;12;1;3;6;59;73;39;23;66;45;39;24;23;0
2020-08-13 09:45:00;92;76;70;19;1;2;5;70;74;36;24;54;52;38;18;28;0
2020-08-13 10:00:00;103;68;64;13;2;6;3;114;78;24;21;62;41;33;12;16;0
2020-08-13 10:15:00;64;90;58;7;1;3;1;60;90;37;29;68;53;29;11;17;0
2020-08-13 10:30:00;98;77;65;13;2;4;2;68;67;45;38;52;50;35;20;22;0
2020-08-13 10:45:00;82;87;78;13;1;4;5;63;85;38;40;67;54;35;9;20;0
2020-08-13 11:00:00;75;75;73;10;2;8;6;70;77;27;27;70;53;35;9;16;0
2020-08-13 11:15:00;92;82;56;11;5;7;2;82;83;42;32;73;47;35;9;14;0
2020-08-13 11:30:00;84;85;82;12;1;5;8;69;76;38;27;72;46;32;18;25;0
2020-08-13 11:45:00;79;84;61;8;0;4;6;64;87;42;39;64;44;34;15;7;0
2020-08-13 12:00:00;78;76;62;7;4;8;6;113;77;36;36;63;43;31;25;13;0
2020-08-13 12:15:00;65;68;66;6;5;5;7;72;75;37;35;65;53;36;7;16;0
2020-08-13 12:30:00;76;87;76;8;1;9;4;66;84;41;33;65;54;46;4;21;0
2020-08-13 12:45:00;91;89;78;6;2;3;2;68;70;35;24;59;50;35;17;10;0
2020-08-13 13:00:00;81;78;64;5;1;7;5;63;70;38;27;60;37;44;19;7;0
2020-08-13 13:15:00;76;77;72;10;3;5;1;90;105;38;24;68;49;38;19;19;0
2020-08-13 13:30:00;80;89;75;11;1;5;10;74;97;37;41;64;41;31;13;19;0
2020-08-13 13:45:00;71;78;86;12;1;8;2;69;84;36;33;58;50;34;11;17;0
2020-08-13 14:00:00;85;77;72;9;0;4;7;121;80;37;39;78;41;37;15;14;0
2020-08-13 14:15:00;87;76;84;9;1;11;6;86;88;29;28;83;61;52;39;16;0
2020-08-13 14:30:00;105;89;77;12;3;5;4;53;95;46;38;73;58;54;32;22;0
2020-08-13 14:45:00;76;86;93;16;2;12;8;95;103;43;32;56;55;47;9;23;0
2020-08-13 15:00:00;88;70;74;13;2;10;7;153;120;36;23;79;51;43;42;18;0
2020-08-13 15:15:00;93;95;85;11;1;6;5;110;106;41;35;69;60;41;10;30;0
2020-08-13 15:30:00;90;87;70;6;0;6;9;78;78;44;30;80;60;61;38;15;0
2020-08-13 15:45:00;101;91;76;10;3;7;2;73;103;47;29;72;60;54;18;22;0
2020-08-13 16:00:00;90;89;66;15;1;9;7;93;102;41;36;75;67;49;44;22;0
2020-08-13 16:15:00;97;75;80;12;0;7;11;103;105;50;34;91;59;64;35;22;0
2020-08-13 16:30:00;84;72;68;19;0;7;8;115;125;40;32;73;65;47;9;28;0
2020-08-13 16:45:00;81;80;64;10;4;9;13;96;128;39;32;78;64;56;56;27;0
2020-08-13 17:00:00;85;98;86;10;2;16;6;97;106;45;38;86;57;61;20;20;0
2020-08-13 17:15:00;96;86;80;11;3;7;12;163;123;51;46;77;58;59;10;19;0
2020-08-13 17:30:00;80;83;78;15;2;13;8;97;99;37;25;73;68;65;32;31;0
2020-08-13 17:45:00;85;87;80;14;6;14;6;84;91;39;41;62;60;52;25;17;0
2020-08-13 18:00:00;62;101;81;14;1;6;7;78;93;36;33;67;61;49;19;24;0
2020-08-13 18:15:00;76;87;71;3;3;4;6;134;105;41;31;51;59;54;11;10;0
2020-08-13 18:30:00;73;76;70;7;3;6;4;95;84;41;25;50;49;45;42;19;0
2020-08-13 18:45:00;57;73;61;7;4;2;8;73;80;34;14;61;49;46;26;12;0
2020-08-13 19:00:00;55;65;56;8;2;4;9;55;72;19;16;58;50;36;14;19;0
2020-08-13 19:15:00;54;73;53;7;3;8;10;68;71;25;16;54;39;29;23;15;0
2020-08-13 19:30:00;51;71;53;2;2;3;6;106;59;34;20;48;35;23;12;4;0
2020-08-13 19:45:00;40;49;39;5;1;2;2;66;57;21;11;45;32;28;67;13;0
2020-08-13 20:00:00;36;60;50;3;1;3;4;41;47;18;6;47;40;22;19;10;0
2020-08-13 20:15:00;34;54;33;2;5;5;6;59;60;20;12;40;31;20;20;6;0
2020-08-13 20:30:00;36;46;33;5;2;4;5;50;43;24;12;29;34;17;36;8;0
2020-08-13 20:45:00;30;48;34;1;0;4;5;40;48;12;13;32;32;19;21;7;0
2020-08-13 21:00:00;30;64;49;4;1;4;5;31;51;12;11;20;25;16;15;6;0
2020-08-13 21:15:00;34;48;32;4;1;5;4;33;29;14;8;21;15;14;20;5;0
2020-08-13 21:30:00;28;45;30;6;1;1;2;35;41;11;9;19;26;12;6;4;0
2020-08-13 21:45:00;23;34;24;4;0;5;6;33;32;13;5;26;19;7;6;7;0
2020-08-13 22:00:00;37;27;18;3;1;0;6;26;48;16;6;22;20;9;23;8;0
2020-08-13 22:15:00;29;26;8;3;0;3;4;23;25;11;6;21;25;13;9;2;0
2020-08-13 22:30:00;24;33;22;3;4;5;1;29;27;17;4;9;19;8;14;7;0
2020-08-13 22:45:00;22;30;18;3;0;3;0;13;21;12;3;19;15;10;16;5;0
2020-08-13 23:00:00;33;27;19;1;0;1;3;15;23;19;8;16;15;12;12;4;0
2020-08-13 23:15:00;16;27;13;1;0;3;3;18;18;12;2;14;10;6;5;8;0
2020-08-13 23:30:00;21;22;10;0;0;2;1;6;11;10;1;14;17;4;40;2;0
2020-08-13 23:45:00;11;15;8;1;5;0;1;10;11;7;5;5;13;6;2;3;0
