DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-10-16 00:00:00;13;8;6;1;0;7;6;0;1
2019-10-16 00:15:00;13;10;6;4;0;8;1;0;0
2019-10-16 00:30:00;5;3;5;1;0;9;7;0;0
2019-10-16 00:45:00;8;6;9;3;0;8;8;2;3
2019-10-16 01:00:00;5;9;7;3;1;1;3;0;0
2019-10-16 01:15:00;8;4;3;0;0;11;8;0;0
2019-10-16 01:30:00;4;8;8;3;1;8;4;0;0
2019-10-16 01:45:00;2;5;4;3;3;8;8;0;0
2019-10-16 02:00:00;4;1;0;1;0;6;1;0;0
2019-10-16 02:15:00;2;5;6;2;0;6;4;0;0
2019-10-16 02:30:00;0;2;3;2;0;3;5;0;1
2019-10-16 02:45:00;7;8;4;3;1;7;5;0;0
2019-10-16 03:00:00;8;9;7;1;1;6;10;0;0
2019-10-16 03:15:00;5;5;3;1;0;8;7;0;0
2019-10-16 03:30:00;8;3;1;0;1;5;2;0;0
2019-10-16 03:45:00;3;6;4;2;1;4;0;1;1
2019-10-16 04:00:00;11;6;4;2;0;12;9;0;0
2019-10-16 04:15:00;6;3;3;2;1;9;4;1;0
2019-10-16 04:30:00;12;6;6;4;4;19;8;0;0
2019-10-16 04:45:00;12;10;16;8;1;28;13;0;0
2019-10-16 05:00:00;29;11;10;3;1;30;14;2;2
2019-10-16 05:15:00;30;23;27;6;1;42;27;1;3
2019-10-16 05:30:00;37;22;29;3;1;53;41;8;7
2019-10-16 05:45:00;63;44;51;15;4;76;75;2;10
2019-10-16 06:00:00;44;48;42;9;2;64;56;2;7
2019-10-16 06:15:00;71;74;67;13;4;95;75;7;11
2019-10-16 06:30:00;77;92;79;20;9;88;83;8;14
2019-10-16 06:45:00;97;139;84;20;9;112;104;8;20
2019-10-16 07:00:00;150;175;91;26;11;103;109;8;20
2019-10-16 07:15:00;166;226;94;36;13;103;106;17;26
2019-10-16 07:30:00;148;131;83;40;11;100;105;21;38
2019-10-16 07:45:00;118;127;132;35;11;93;99;14;23
2019-10-16 08:00:00;112;115;90;27;11;100;113;10;27
2019-10-16 08:15:00;81;121;113;14;13;98;120;12;19
2019-10-16 08:30:00;122;130;110;17;10;106;113;11;22
2019-10-16 08:45:00;104;109;118;17;9;84;120;14;13
2019-10-16 09:00:00;106;119;93;19;12;103;121;14;25
2019-10-16 09:15:00;106;109;130;18;8;88;72;9;15
2019-10-16 09:30:00;125;118;68;16;15;97;76;11;15
2019-10-16 09:45:00;104;101;94;20;13;96;94;17;20
2019-10-16 10:00:00;102;91;98;31;10;98;78;15;24
2019-10-16 10:15:00;88;87;74;16;14;90;77;11;17
2019-10-16 10:30:00;87;115;71;16;12;107;79;13;17
2019-10-16 10:45:00;101;110;97;26;12;101;89;17;23
2019-10-16 11:00:00;86;106;80;22;10;102;86;7;18
2019-10-16 11:15:00;90;98;94;24;10;150;89;14;19
2019-10-16 11:30:00;98;98;80;19;11;113;91;11;17
2019-10-16 11:45:00;107;91;87;24;14;91;95;13;33
2019-10-16 12:00:00;97;89;84;15;11;124;92;9;15
2019-10-16 12:15:00;100;121;101;24;11;97;97;7;6
2019-10-16 12:30:00;101;114;87;19;15;89;111;14;18
2019-10-16 12:45:00;92;84;77;12;13;109;118;15;29
2019-10-16 13:00:00;91;94;80;22;14;94;114;19;30
2019-10-16 13:15:00;106;112;95;24;12;104;114;5;13
2019-10-16 13:30:00;92;107;100;21;14;131;112;15;20
2019-10-16 13:45:00;102;119;85;26;15;99;95;12;21
2019-10-16 14:00:00;102;108;91;19;14;104;116;7;14
2019-10-16 14:15:00;90;106;91;23;9;100;105;9;11
2019-10-16 14:30:00;104;118;111;35;16;97;112;20;25
2019-10-16 14:45:00;113;115;86;32;21;110;116;14;19
2019-10-16 15:00:00;109;122;112;25;14;126;135;17;29
2019-10-16 15:15:00;109;146;99;35;16;120;150;13;27
2019-10-16 15:30:00;111;133;81;29;16;117;140;27;31
2019-10-16 15:45:00;99;128;111;29;12;131;160;32;32
2019-10-16 16:00:00;113;125;100;30;10;139;167;103;30
2019-10-16 16:15:00;101;119;102;30;10;121;161;12;23
2019-10-16 16:30:00;125;140;119;35;11;135;157;16;27
2019-10-16 16:45:00;121;171;89;34;11;144;141;20;29
2019-10-16 17:00:00;130;172;107;40;17;126;126;23;33
2019-10-16 17:15:00;144;168;114;37;11;137;155;23;30
2019-10-16 17:30:00;122;173;88;38;16;126;134;21;26
2019-10-16 17:45:00;118;174;71;48;15;98;100;20;25
2019-10-16 18:00:00;120;138;93;34;16;111;116;14;23
2019-10-16 18:15:00;107;155;104;35;9;115;114;15;22
2019-10-16 18:30:00;110;145;77;28;14;111;96;60;19
2019-10-16 18:45:00;109;127;75;30;12;81;101;15;23
2019-10-16 19:00:00;102;119;80;26;13;67;69;9;14
2019-10-16 19:15:00;74;105;66;27;14;70;58;6;13
2019-10-16 19:30:00;73;88;54;13;11;57;42;6;12
2019-10-16 19:45:00;61;78;56;17;13;71;66;9;33
2019-10-16 20:00:00;62;62;36;17;6;61;41;9;12
2019-10-16 20:15:00;60;51;46;17;10;58;48;10;14
2019-10-16 20:30:00;55;41;37;16;6;35;28;5;11
2019-10-16 20:45:00;49;40;44;12;4;52;45;2;12
2019-10-16 21:00:00;50;39;49;13;8;52;33;2;6
2019-10-16 21:15:00;53;43;36;13;6;52;37;3;7
2019-10-16 21:30:00;43;28;26;7;2;42;40;4;8
2019-10-16 21:45:00;26;32;32;6;3;50;35;5;7
2019-10-16 22:00:00;29;32;40;9;3;57;48;4;6
2019-10-16 22:15:00;41;29;31;14;5;47;38;3;8
2019-10-16 22:30:00;37;24;33;9;5;48;38;7;7
2019-10-16 22:45:00;24;19;20;13;3;28;11;0;4
2019-10-16 23:00:00;25;23;19;7;1;27;17;0;1
2019-10-16 23:15:00;22;18;21;13;3;17;16;1;1
2019-10-16 23:30:00;22;26;21;5;2;19;13;2;3
2019-10-16 23:45:00;22;23;15;3;2;13;7;2;3
