DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-07-02 00:00:00;8;4;10;0;0;0;0;0;0
2020-07-02 00:15:00;7;6;20;1;1;0;0;0;0
2020-07-02 00:30:00;11;8;19;0;0;0;0;0;0
2020-07-02 00:45:00;6;2;9;0;0;0;0;0;0
2020-07-02 01:00:00;5;3;7;0;0;0;0;0;0
2020-07-02 01:15:00;5;4;12;0;0;0;0;0;0
2020-07-02 01:30:00;5;6;6;0;0;0;0;0;0
2020-07-02 01:45:00;3;1;11;0;0;0;0;0;0
2020-07-02 02:00:00;12;3;4;1;1;0;0;0;0
2020-07-02 02:15:00;3;2;8;0;0;0;0;0;0
2020-07-02 02:30:00;5;6;6;0;0;0;0;0;0
2020-07-02 02:45:00;2;3;7;0;0;0;0;0;0
2020-07-02 03:00:00;4;2;3;1;1;0;0;0;0
2020-07-02 03:15:00;7;4;7;0;0;0;0;0;0
2020-07-02 03:30:00;3;1;6;0;0;0;0;0;0
2020-07-02 03:45:00;7;4;9;0;0;0;0;0;0
2020-07-02 04:00:00;5;6;10;0;0;0;0;0;0
2020-07-02 04:15:00;9;0;9;0;0;0;0;0;0
2020-07-02 04:30:00;8;3;13;0;0;0;0;0;0
2020-07-02 04:45:00;23;9;29;0;0;0;0;0;0
2020-07-02 05:00:00;27;9;80;0;0;0;0;0;0
2020-07-02 05:15:00;46;15;112;1;1;0;0;0;0
2020-07-02 05:30:00;53;17;98;1;1;0;0;0;0
2020-07-02 05:45:00;62;15;117;0;0;0;0;0;0
2020-07-02 06:00:00;98;22;110;1;1;0;0;0;0
2020-07-02 06:15:00;111;30;142;1;1;0;0;0;0
2020-07-02 06:30:00;99;42;155;1;1;1;0;0;0
2020-07-02 06:45:00;84;47;173;1;1;1;0;0;0
2020-07-02 07:00:00;86;44;175;4;2;1;0;0;0
2020-07-02 07:15:00;109;58;231;5;5;1;0;0;0
2020-07-02 07:30:00;106;59;190;2;2;0;0;0;0
2020-07-02 07:45:00;101;77;207;0;0;0;0;0;0
2020-07-02 08:00:00;96;62;202;1;2;1;0;0;0
2020-07-02 08:15:00;101;55;208;1;1;0;0;0;0
2020-07-02 08:30:00;124;59;211;1;1;1;0;0;0
2020-07-02 08:45:00;107;38;192;2;2;0;0;0;0
2020-07-02 09:00:00;97;45;169;4;2;0;0;0;0
2020-07-02 09:15:00;107;66;161;1;1;0;0;0;0
2020-07-02 09:30:00;100;57;183;1;1;2;0;0;0
2020-07-02 09:45:00;125;57;203;3;3;0;0;0;0
2020-07-02 10:00:00;114;45;195;1;1;3;0;0;0
2020-07-02 10:15:00;118;57;197;3;3;0;0;0;0
2020-07-02 10:30:00;141;60;164;2;1;2;0;0;0
2020-07-02 10:45:00;122;72;218;2;2;2;0;0;0
2020-07-02 11:00:00;128;52;200;1;1;2;0;0;0
2020-07-02 11:15:00;123;84;176;3;2;2;0;0;0
2020-07-02 11:30:00;128;54;192;1;2;1;0;0;0
2020-07-02 11:45:00;157;80;182;1;1;1;0;0;0
2020-07-02 12:00:00;131;68;176;1;1;2;0;0;0
2020-07-02 12:15:00;152;59;188;0;0;0;0;0;0
2020-07-02 12:30:00;132;59;173;1;1;2;0;0;0
2020-07-02 12:45:00;157;82;187;4;4;0;0;0;0
2020-07-02 13:00:00;161;74;200;3;3;0;0;0;0
2020-07-02 13:15:00;161;56;208;4;3;1;0;0;0
2020-07-02 13:30:00;157;70;206;4;3;2;0;0;0
2020-07-02 13:45:00;132;58;203;1;2;0;0;0;0
2020-07-02 14:00:00;152;72;192;1;2;1;0;0;0
2020-07-02 14:15:00;145;65;196;2;1;2;0;0;0
2020-07-02 14:30:00;196;60;205;3;3;4;0;0;0
2020-07-02 14:45:00;173;66;223;1;1;0;0;0;0
2020-07-02 15:00:00;172;77;195;0;0;0;0;0;0
2020-07-02 15:15:00;166;70;225;3;3;5;0;0;0
2020-07-02 15:30:00;159;58;196;2;2;2;0;0;0
2020-07-02 15:45:00;173;85;203;3;3;2;0;0;0
2020-07-02 16:00:00;151;69;213;1;1;0;0;0;0
2020-07-02 16:15:00;178;83;207;2;2;0;0;0;0
2020-07-02 16:30:00;197;92;224;2;3;1;0;0;0
2020-07-02 16:45:00;172;83;247;2;2;0;0;0;0
2020-07-02 17:00:00;172;79;213;3;3;1;0;0;0
2020-07-02 17:15:00;197;87;223;6;5;0;0;0;0
2020-07-02 17:30:00;200;97;229;2;2;0;0;0;0
2020-07-02 17:45:00;147;65;200;5;5;0;0;0;0
2020-07-02 18:00:00;151;66;196;1;1;0;0;0;0
2020-07-02 18:15:00;150;68;221;2;2;1;0;0;0
2020-07-02 18:30:00;162;68;172;0;0;3;0;0;0
2020-07-02 18:45:00;125;59;166;2;2;0;0;0;0
2020-07-02 19:00:00;143;57;167;0;0;0;0;0;0
2020-07-02 19:15:00;127;57;184;1;1;1;0;0;0
2020-07-02 19:30:00;102;50;116;2;2;2;0;0;0
