DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-05-29 00:00:00;0;4;2;2;2;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0
2020-05-29 00:15:00;0;4;1;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 00:30:00;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-05-29 00:45:00;0;6;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 01:00:00;0;4;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 01:15:00;0;2;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 01:30:00;0;2;0;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 01:45:00;0;5;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 02:00:00;1;2;0;2;4;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-29 02:15:00;0;3;0;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-29 02:30:00;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 02:45:00;0;7;1;4;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 03:00:00;0;6;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 03:15:00;0;5;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 03:30:00;1;12;0;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-29 03:45:00;0;7;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 04:00:00;1;2;0;2;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 04:15:00;0;5;0;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 04:30:00;0;4;0;7;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-29 04:45:00;2;13;0;6;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 05:00:00;2;21;3;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 05:15:00;1;30;4;29;9;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2020-05-29 05:30:00;5;35;7;29;14;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-29 05:45:00;14;51;8;43;23;1;2;2;2;1;2;0;1;2;0;0;0;0;0;0
2020-05-29 06:00:00;9;43;6;39;14;0;3;0;0;1;3;0;1;3;0;0;0;0;0;0
2020-05-29 06:15:00;12;80;16;44;15;2;4;1;0;4;2;0;4;2;0;0;0;0;0;0
2020-05-29 06:30:00;17;74;24;42;25;5;7;3;2;1;1;0;2;1;0;3;0;0;0;0
2020-05-29 06:45:00;33;91;43;43;24;7;11;5;1;2;1;0;2;1;0;2;0;11;0;0
2020-05-29 07:00:00;19;100;40;26;18;3;7;5;1;2;0;0;3;2;0;1;0;2;0;0
2020-05-29 07:15:00;23;93;42;45;25;2;5;8;1;4;4;0;4;3;0;1;0;0;0;0
2020-05-29 07:30:00;22;86;38;32;31;4;2;5;2;4;4;1;4;2;0;0;0;1;0;0
2020-05-29 08:00:00;14;73;29;31;23;9;4;4;3;6;3;1;6;3;0;2;0;10;0;0
2020-05-29 08:15:00;9;66;25;37;30;4;2;7;0;3;2;0;3;2;0;1;0;0;0;0
2020-05-29 08:30:00;15;79;26;40;38;6;2;7;3;3;3;1;4;3;0;0;0;9;0;0
2020-05-29 08:45:00;18;79;22;48;58;3;9;4;2;7;7;2;7;7;0;0;0;8;0;0
2020-05-29 09:00:00;19;70;23;45;41;3;2;3;1;8;3;1;7;4;0;4;0;28;0;0
2020-05-29 09:15:00;16;83;29;36;40;5;1;4;3;10;7;1;10;7;0;3;0;1;0;0
2020-05-29 09:30:00;17;108;38;31;51;1;5;5;4;8;5;2;8;5;1;1;0;2;0;0
2020-05-29 09:45:00;20;95;29;53;53;6;5;3;3;13;4;0;12;4;0;2;0;9;0;2
2020-05-29 10:00:00;22;112;23;55;59;9;5;4;2;9;6;1;9;6;1;0;2;0;0;0
2020-05-29 10:15:00;30;107;27;53;57;9;5;7;7;12;10;3;11;10;0;1;0;3;0;0
2020-05-29 10:30:00;21;111;22;44;44;5;3;6;1;11;8;0;11;6;0;3;0;3;0;0
2020-05-29 10:45:00;12;94;33;55;66;6;6;4;4;11;9;3;10;10;1;1;0;3;0;0
2020-05-29 11:00:00;12;94;28;43;56;5;5;7;4;15;11;2;14;11;4;0;25;7;0;0
2020-05-29 11:15:00;24;85;33;75;73;5;3;8;4;11;8;1;9;9;1;4;3;8;0;1
2020-05-29 11:30:00;20;92;21;80;61;8;4;6;7;19;9;3;17;9;1;1;6;0;0;0
2020-05-29 11:45:00;17;80;24;57;44;5;5;8;2;16;7;3;17;7;0;6;0;14;0;0
2020-05-29 12:00:00;17;88;21;89;72;7;12;14;9;23;16;7;22;16;2;0;4;10;0;0
2020-05-29 12:15:00;27;106;31;79;72;8;15;11;5;21;10;5;21;10;0;0;0;2;0;0
2020-05-29 12:30:00;21;106;29;87;63;4;4;11;6;20;12;3;17;13;5;2;15;15;0;0
2020-05-29 12:45:00;21;85;15;64;68;5;4;14;5;13;9;2;16;8;1;3;17;0;0;0
2020-05-29 13:00:00;24;102;32;99;65;6;6;8;3;22;7;2;23;7;8;3;11;0;0;0
2020-05-29 13:15:00;19;124;37;91;72;4;5;7;6;16;8;2;15;6;1;0;5;28;0;0
2020-05-29 13:30:00;20;84;34;65;58;1;8;6;4;10;7;4;10;7;3;1;1;1;0;0
2020-05-29 13:45:00;18;90;34;82;65;4;3;3;2;11;8;1;12;7;0;4;0;26;0;0
2020-05-29 14:00:00;19;106;41;94;70;2;9;10;6;17;7;3;13;8;1;8;1;25;1;0
2020-05-29 14:15:00;14;98;35;78;59;7;4;8;11;21;7;7;21;7;3;3;19;0;14;0
2020-05-29 14:30:00;13;100;29;88;79;5;6;7;3;14;16;1;14;14;0;6;0;3;3;0
2020-05-29 14:45:00;22;102;43;85;64;6;7;6;4;7;6;2;7;5;5;0;4;0;0;0
2020-05-29 15:00:00;21;109;34;89;66;8;7;6;8;18;8;5;18;8;1;0;8;29;0;0
2020-05-29 15:15:00;24;105;29;89;66;4;2;6;5;11;11;5;14;11;1;2;1;5;0;0
2020-05-29 15:30:00;11;96;24;60;47;6;3;6;6;10;10;1;10;10;1;1;3;0;0;0
2020-05-29 15:45:00;18;90;30;77;58;2;5;8;4;14;11;4;14;11;2;25;23;20;0;0
2020-05-29 16:00:00;14;92;18;83;54;4;7;9;9;16;14;6;17;14;2;30;4;19;0;0
2020-05-29 16:15:00;18;101;16;65;41;3;3;6;0;10;9;0;11;10;1;0;0;13;0;0
2020-05-29 16:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-29 16:45:00;14;89;28;63;42;3;2;6;6;19;11;2;17;12;5;3;3;0;3;0
2020-05-29 17:00:00;14;85;15;57;45;6;1;7;6;11;9;4;11;9;11;1;0;0;0;0
2020-05-29 17:15:00;10;83;23;67;52;3;5;11;2;12;6;1;12;6;1;2;3;19;0;0
2020-05-29 17:30:00;15;95;19;41;49;3;1;11;5;17;13;4;15;13;0;2;9;7;0;1
2020-05-29 17:45:00;11;73;24;57;33;2;1;3;1;13;13;2;14;11;4;2;32;3;0;0
2020-05-29 18:00:00;8;72;17;58;45;4;2;8;6;18;7;1;18;7;1;2;1;1;5;0
2020-05-29 18:15:00;3;61;13;60;33;4;5;3;3;16;7;2;15;6;2;2;4;3;0;2
2020-05-29 18:30:00;7;47;13;48;40;2;2;4;1;10;7;1;10;7;1;0;3;8;0;0
2020-05-29 18:45:00;4;56;15;50;26;1;0;4;3;12;2;0;13;2;1;11;2;24;15;0
2020-05-29 19:00:00;4;36;8;44;27;1;2;0;1;12;4;2;12;1;0;0;5;2;0;0
2020-05-29 19:15:00;2;37;12;35;27;2;1;0;1;10;4;0;11;4;2;0;2;0;0;0
2020-05-29 19:30:00;4;30;9;26;17;2;1;3;2;8;2;0;8;2;0;0;0;0;0;0
2020-05-29 19:45:00;0;34;3;28;23;3;0;4;3;2;1;1;2;1;0;0;0;4;0;0
2020-05-29 20:00:00;1;28;9;28;10;1;1;1;0;7;1;0;7;1;0;0;0;0;0;0
2020-05-29 20:15:00;2;33;1;20;11;0;1;2;2;4;0;1;4;0;1;0;3;0;0;0
2020-05-29 20:30:00;4;25;4;19;15;2;2;0;0;3;0;0;3;0;3;1;20;0;0;0
2020-05-29 20:45:00;1;34;0;20;11;0;1;2;1;3;1;0;3;1;0;0;0;0;0;0
2020-05-29 21:00:00;2;32;1;20;8;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-29 21:15:00;1;30;3;23;11;0;0;2;3;1;0;1;0;0;0;0;0;0;0;0
2020-05-29 21:30:00;2;29;3;14;7;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0
2020-05-29 21:45:00;2;26;1;26;11;0;3;2;3;4;0;0;3;0;0;2;0;0;0;0
2020-05-29 22:00:00;0;16;3;21;8;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0
2020-05-29 22:15:00;3;23;2;42;13;1;1;1;2;1;2;0;1;1;0;0;0;0;0;0
