DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-12-23 00:00:00;3;5;1;2;0;0;0;0
2019-12-23 00:15:00;9;3;1;0;0;0;0;0
2019-12-23 00:30:00;3;10;1;0;0;0;0;0
2019-12-23 00:45:00;4;5;0;1;0;0;0;0
2019-12-23 01:00:00;8;3;2;1;0;0;0;0
2019-12-23 01:15:00;3;4;1;0;0;0;0;0
2019-12-23 01:30:00;4;3;0;0;0;0;0;0
2019-12-23 01:45:00;2;3;0;1;0;0;0;0
2019-12-23 02:00:00;2;3;1;1;0;0;0;0
2019-12-23 02:15:00;5;5;0;0;0;0;0;0
2019-12-23 02:30:00;3;0;0;0;0;0;0;0
2019-12-23 02:45:00;2;2;1;1;0;0;0;0
2019-12-23 03:00:00;0;1;1;0;0;0;0;0
2019-12-23 03:15:00;2;1;0;0;0;0;0;0
2019-12-23 03:30:00;0;3;1;1;0;0;0;0
2019-12-23 03:45:00;1;1;0;0;0;0;0;0
2019-12-23 04:00:00;1;1;2;2;0;0;0;0
2019-12-23 04:15:00;0;0;1;1;0;0;0;0
2019-12-23 04:30:00;6;4;1;0;0;0;0;0
2019-12-23 04:45:00;5;4;0;0;0;0;0;0
2019-12-23 05:00:00;4;7;3;3;0;0;0;0
2019-12-23 05:15:00;2;10;1;3;0;0;0;0
2019-12-23 05:30:00;8;9;2;2;0;0;0;0
2019-12-23 05:45:00;10;19;1;1;0;0;0;0
2019-12-23 06:00:00;11;16;1;1;0;0;0;0
2019-12-23 06:15:00;16;26;6;8;0;0;0;0
2019-12-23 06:30:00;27;18;1;1;0;0;0;0
2019-12-23 06:45:00;19;33;1;1;0;0;0;0
2019-12-23 07:00:00;31;17;2;2;0;0;0;0
2019-12-23 07:15:00;21;30;1;4;0;0;0;0
2019-12-23 07:30:00;31;16;1;1;0;0;0;0
2019-12-23 07:45:00;33;25;4;2;0;0;0;0
2019-12-23 08:00:00;34;37;60;1;0;0;0;0
2019-12-23 08:15:00;26;33;13;3;0;0;0;0
2019-12-23 08:30:00;33;37;0;0;0;0;0;0
2019-12-23 08:45:00;36;48;3;3;0;0;0;0
2019-12-23 09:00:00;36;48;5;6;0;0;1;2
2019-12-23 09:15:00;40;46;1;1;0;0;0;0
2019-12-23 09:30:00;62;43;0;1;0;0;2;0
2019-12-23 09:45:00;60;66;2;1;0;0;0;0
2019-12-23 10:00:00;54;46;1;2;0;0;0;0
2019-12-23 10:15:00;71;57;4;0;0;0;0;0
2019-12-23 10:30:00;64;55;1;3;0;0;1;0
2019-12-23 10:45:00;88;77;0;0;0;0;2;0
2019-12-23 11:00:00;65;69;2;3;0;0;1;0
2019-12-23 11:15:00;48;51;2;2;0;0;1;0
2019-12-23 11:30:00;82;65;1;2;0;0;0;0
2019-12-23 11:45:00;83;84;0;1;0;0;5;0
2019-12-23 12:00:00;87;60;0;0;0;0;1;1
2019-12-23 12:15:00;81;61;4;3;0;0;0;0
2019-12-23 12:30:00;72;50;3;2;0;0;1;0
2019-12-23 12:45:00;70;72;2;1;0;0;1;0
2019-12-23 13:00:00;62;56;3;2;0;0;5;1
2019-12-23 13:15:00;77;60;5;4;0;0;4;0
2019-12-23 13:30:00;74;36;2;1;0;0;0;0
2019-12-23 13:45:00;68;59;3;4;0;0;3;0
2019-12-23 14:00:00;65;64;2;2;0;0;3;0
2019-12-23 14:15:00;64;78;4;5;0;0;5;0
2019-12-23 14:30:00;80;50;1;1;0;0;0;0
2019-12-23 14:45:00;77;60;2;2;0;0;0;0
2019-12-23 15:00:00;62;53;1;2;0;0;0;0
2019-12-23 15:15:00;61;54;3;1;0;0;1;0
2019-12-23 15:30:00;81;63;1;0;0;0;4;0
2019-12-23 15:45:00;69;76;2;3;0;0;2;0
2019-12-23 16:00:00;75;60;6;6;0;0;4;12
2019-12-23 16:15:00;68;58;1;2;0;0;0;0
2019-12-23 16:30:00;62;60;2;1;0;0;0;0
2019-12-23 16:45:00;71;60;2;5;0;0;0;0
2019-12-23 17:00:00;65;50;0;1;0;0;0;0
2019-12-23 17:15:00;68;62;1;2;0;0;0;0
2019-12-23 17:30:00;53;40;1;1;0;0;0;0
2019-12-23 17:45:00;77;80;3;3;0;0;0;0
2019-12-23 18:00:00;59;39;0;0;0;0;0;0
2019-12-23 18:15:00;47;45;1;2;0;0;1;0
2019-12-23 18:30:00;45;40;1;0;0;0;0;0
2019-12-23 18:45:00;32;43;1;1;0;0;0;0
2019-12-23 19:00:00;53;30;1;1;0;0;0;0
2019-12-23 19:15:00;30;34;1;3;0;0;0;0
2019-12-23 19:30:00;39;36;0;0;0;0;0;0
2019-12-23 19:45:00;31;34;2;2;0;0;0;0
2019-12-23 20:00:00;34;37;2;4;0;0;0;0
2019-12-23 20:15:00;25;39;2;0;0;0;0;0
2019-12-23 20:30:00;33;26;2;1;0;0;0;0
2019-12-23 20:45:00;18;22;2;2;0;0;0;0
2019-12-23 21:00:00;19;19;1;1;0;0;0;0
2019-12-23 21:15:00;13;14;2;2;0;0;0;0
2019-12-23 21:30:00;10;7;1;1;0;0;0;0
2019-12-23 21:45:00;9;11;1;0;0;0;0;0
2019-12-23 22:00:00;21;10;1;1;0;0;0;0
2019-12-23 22:15:00;14;8;3;3;0;0;0;0
2019-12-23 22:30:00;16;12;2;0;0;0;0;0
2019-12-23 22:45:00;8;7;2;2;0;0;0;0
2019-12-23 23:00:00;22;12;1;2;0;0;0;0
2019-12-23 23:15:00;10;10;0;2;0;0;0;0
2019-12-23 23:30:00;9;8;1;1;0;0;0;0
2019-12-23 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
