DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-11-19 00:00:00;0;2;1;1;2;0;0;0;0;0;0;0
2019-11-19 00:15:00;3;4;4;5;4;0;0;0;0;0;0;0
2019-11-19 00:30:00;2;6;3;2;1;0;0;0;0;0;0;0
2019-11-19 00:45:00;1;1;1;3;2;0;0;0;0;0;0;0
2019-11-19 01:00:00;1;2;3;7;7;0;0;0;0;0;0;0
2019-11-19 01:15:00;0;3;4;2;7;0;0;0;0;0;0;0
2019-11-19 01:30:00;0;3;2;4;2;0;0;0;0;0;0;0
2019-11-19 01:45:00;0;3;4;6;2;0;0;0;0;0;0;0
2019-11-19 02:00:00;1;1;5;1;1;0;0;0;0;0;0;0
2019-11-19 02:15:00;1;3;6;3;0;0;0;0;0;0;0;0
2019-11-19 02:30:00;0;2;1;4;3;0;0;0;0;0;0;0
2019-11-19 02:45:00;1;1;4;2;1;0;0;0;0;0;0;0
2019-11-19 03:00:00;0;2;3;1;1;0;0;0;0;0;0;0
2019-11-19 03:15:00;0;2;2;0;1;0;0;0;0;0;0;0
2019-11-19 03:30:00;0;1;3;4;1;0;0;0;0;0;0;0
2019-11-19 03:45:00;3;2;3;5;2;0;0;0;0;0;0;0
2019-11-19 04:00:00;0;7;2;4;4;0;0;0;0;0;0;0
2019-11-19 04:15:00;1;5;3;5;4;0;0;0;0;0;0;0
2019-11-19 04:30:00;0;3;6;6;4;0;0;0;0;0;0;0
2019-11-19 04:45:00;6;6;7;10;7;0;0;0;0;0;0;0
2019-11-19 05:00:00;14;15;20;26;22;0;0;0;0;0;0;0
2019-11-19 05:15:00;8;24;15;41;27;0;0;0;0;0;0;0
2019-11-19 05:30:00;24;41;30;60;47;0;0;0;0;1;0;0
2019-11-19 05:45:00;15;40;35;56;45;0;0;0;0;0;0;0
2019-11-19 06:00:00;14;47;70;72;69;0;0;0;0;0;0;0
2019-11-19 06:15:00;15;62;49;77;69;0;0;0;0;0;0;0
2019-11-19 06:30:00;15;74;57;137;170;2;2;0;0;0;0;0
2019-11-19 06:45:00;19;64;45;148;180;4;1;0;0;5;0;3
2019-11-19 07:00:00;23;70;56;168;191;5;1;0;0;8;0;4
2019-11-19 07:15:00;28;71;51;149;188;3;3;0;0;8;20;88
2019-11-19 07:30:00;21;67;45;159;176;2;3;0;0;55;8;130
2019-11-19 07:45:00;
2019-11-19 08:00:00;
2019-11-19 08:15:00;
2019-11-19 08:30:00;
2019-11-19 08:45:00;
2019-11-19 09:00:00;
2019-11-19 09:15:00;12;20;19;31;35;0;1;0;0;1;2;0
2019-11-19 09:30:00;20;52;35;95;68;2;5;0;0;9;7;3
2019-11-19 09:45:00;14;63;61;81;74;1;0;0;0;1;13;15
2019-11-19 10:00:00;31;64;48;59;45;1;1;0;0;0;10;6
2019-11-19 10:15:00;29;64;54;68;61;1;0;0;0;0;1;0
2019-11-19 10:30:00;24;58;56;59;50;1;5;0;0;3;6;0
2019-11-19 10:45:00;20;54;66;61;68;3;5;0;0;23;6;0
2019-11-19 11:00:00;17;72;60;77;62;5;0;0;0;12;10;2
2019-11-19 11:15:00;24;61;52;83;63;4;6;0;1;11;3;0
2019-11-19 11:30:00;19;74;60;67;56;10;2;0;0;7;9;13
2019-11-19 11:45:00;22;67;54;35;96;1;2;0;0;2;14;4
2019-11-19 12:00:00;22;72;63;29;72;5;6;0;0;30;6;8
2019-11-19 12:15:00;16;80;65;52;54;7;1;0;0;40;7;2
2019-11-19 12:30:00;27;77;68;60;44;3;4;0;0;24;14;17
2019-11-19 12:45:00;26;69;60;59;44;1;10;0;0;28;8;2
2019-11-19 13:00:00;28;99;73;68;63;2;9;0;0;5;19;15
2019-11-19 13:15:00;29;80;72;83;67;7;3;0;0;10;4;1
2019-11-19 13:30:00;24;86;78;88;83;8;4;0;0;48;9;6
2019-11-19 13:45:00;22;82;64;67;59;0;7;0;0;20;14;1
2019-11-19 14:00:00;20;92;101;72;65;3;4;0;0;2;15;6
