DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-12-07 00:00:00;6;8;8;0;7;6;3;5;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 00:15:00;4;3;3;0;11;14;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 00:30:00;1;3;4;0;5;7;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 00:45:00;8;11;2;2;3;2;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:00:00;6;9;5;0;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:15:00;3;5;2;0;6;7;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:30:00;2;2;1;0;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:45:00;6;8;4;0;4;5;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 02:00:00;1;3;4;2;6;4;4;4;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 02:15:00;3;6;4;0;7;10;1;5;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 02:30:00;1;1;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 02:45:00;3;3;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 03:00:00;3;3;2;1;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 03:15:00;3;5;4;0;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 03:30:00;3;4;2;0;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 03:45:00;7;9;6;0;1;3;3;7;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 04:00:00;11;8;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 04:15:00;8;13;6;1;11;12;3;8;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 04:30:00;12;14;5;0;19;19;1;7;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 04:45:00;28;32;12;0;22;20;8;14;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 05:00:00;52;63;29;2;40;43;17;30;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 05:15:00;63;94;44;8;44;35;31;53;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 05:30:00;52;75;35;12;48;36;19;53;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 05:45:00;58;72;45;9;57;45;26;52;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 06:00:00;50;65;40;11;43;43;28;49;0;0;0;0;0;0;0;1;0;0;0
2020-12-07 06:15:00;68;80;44;9;63;45;23;81;0;0;0;0;0;0;4;0;0;0;0
2020-12-07 06:30:00;83;106;67;16;75;60;34;78;0;0;0;0;0;0;0;1;0;0;0
2020-12-07 06:45:00;78;108;59;17;81;58;34;69;0;0;0;0;0;0;0;2;0;0;0
2020-12-07 07:00:00;89;120;69;21;67;59;37;86;0;0;0;0;0;0;0;2;3;0;0
2020-12-07 07:15:00;99;148;97;15;91;77;48;95;0;0;0;0;0;0;0;8;0;0;0
2020-12-07 07:30:00;90;147;101;31;95;77;53;122;0;0;0;0;0;0;0;1;5;0;0
2020-12-07 07:45:00;94;129;85;30;89;99;46;84;0;0;0;0;0;0;0;6;1;1;0
2020-12-07 08:00:00;89;113;84;19;80;85;49;96;0;0;0;0;0;0;0;5;1;0;0
2020-12-07 08:15:00;89;108;79;28;93;99;38;80;0;0;0;0;0;0;0;6;2;1;0
2020-12-07 08:30:00;89;110;82;16;99;107;41;81;0;0;0;0;0;0;0;6;1;1;0
2020-12-07 08:45:00;75;97;81;20;103;101;33;84;0;0;0;0;0;0;0;4;3;0;0
2020-12-07 09:00:00;96;113;75;12;79;88;49;97;0;0;0;0;0;0;0;4;3;0;0
2020-12-07 09:15:00;96;108;83;25;92;98;43;80;0;0;0;0;0;0;0;3;0;0;0
2020-12-07 09:30:00;97;102;77;14;95;113;49;64;0;0;0;0;0;0;0;11;11;0;0
2020-12-07 09:45:00;108;118;87;15;106;116;63;90;0;0;0;0;0;0;0;6;4;0;3
2020-12-07 10:00:00;102;128;82;20;88;103;39;81;0;0;0;0;0;0;0;7;5;1;0
2020-12-07 10:15:00;90;109;66;18;92;104;43;50;0;0;0;0;0;0;0;6;2;0;0
2020-12-07 10:30:00;104;117;89;25;109;131;55;92;0;0;0;0;0;0;0;9;3;0;0
2020-12-07 10:45:00;91;131;84;14;114;125;43;51;0;0;0;0;0;0;0;7;1;0;0
2020-12-07 11:00:00;82;118;70;18;107;105;50;87;0;0;0;0;0;0;0;7;4;0;0
2020-12-07 11:15:00;96;118;72;14;113;121;53;62;0;0;0;0;0;0;0;5;3;0;0
2020-12-07 11:30:00;97;109;86;24;127;136;47;92;0;0;0;0;0;0;0;6;2;0;0
2020-12-07 11:45:00;90;109;88;18;125;142;58;90;0;0;0;0;0;0;0;8;3;0;0
2020-12-07 12:00:00;100;105;69;19;127;119;46;112;0;0;0;0;0;0;0;6;9;0;0
2020-12-07 12:15:00;75;104;81;13;120;100;45;72;0;0;0;0;0;0;0;9;4;0;0
2020-12-07 12:30:00;97;111;82;22;107;126;48;69;0;0;0;0;0;0;0;9;1;0;0
2020-12-07 12:45:00;104;137;91;14;106;121;51;77;0;0;0;0;0;0;0;7;9;0;1
2020-12-07 13:00:00;107;109;71;31;144;135;45;80;0;0;0;0;0;0;0;8;0;1;0
2020-12-07 13:15:00;102;139;81;9;144;130;51;130;0;0;0;0;0;0;0;9;15;0;0
2020-12-07 13:30:00;107;125;90;30;122;133;55;136;0;0;0;0;0;0;0;7;0;0;0
2020-12-07 13:45:00;98;131;82;17;105;120;55;96;0;0;0;0;0;0;0;16;5;0;0
2020-12-07 14:00:00;98;99;86;24;147;143;32;96;0;0;0;0;0;0;0;10;1;0;0
2020-12-07 14:15:00;109;113;84;25;119;108;44;90;0;0;0;0;0;0;0;9;4;2;0
2020-12-07 14:30:00;96;124;92;29;148;150;37;86;0;0;0;0;0;0;0;7;0;0;0
2020-12-07 14:45:00;118;138;124;17;144;158;53;102;0;0;0;0;0;0;0;7;1;4;1
