DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-10-31 00:00:00;17;6;1;7;1;0;0;0;0;0
2020-10-31 00:15:00;3;1;0;8;2;0;0;0;0;0
2020-10-31 00:30:00;6;4;1;7;7;1;0;0;0;0
2020-10-31 00:45:00;9;5;0;12;6;1;0;0;0;0
2020-10-31 01:00:00;5;5;0;5;5;0;0;0;0;0
2020-10-31 01:15:00;7;4;1;8;2;0;0;0;0;0
2020-10-31 01:30:00;3;3;0;6;2;0;0;0;0;0
2020-10-31 01:45:00;10;13;0;2;4;0;0;0;0;0
2020-10-31 02:00:00;3;1;0;3;2;0;0;0;0;0
2020-10-31 02:15:00;3;3;0;1;2;0;0;0;0;0
2020-10-31 02:30:00;2;1;0;3;1;0;0;0;0;0
2020-10-31 02:45:00;5;4;0;4;1;0;0;0;0;0
2020-10-31 03:00:00;2;2;0;10;2;0;0;0;0;0
2020-10-31 03:15:00;1;0;0;4;2;0;0;0;0;0
2020-10-31 03:30:00;2;2;1;2;4;1;0;0;0;0
2020-10-31 03:45:00;1;4;2;0;0;0;0;0;0;0
2020-10-31 04:00:00;7;6;1;4;3;0;0;0;0;0
2020-10-31 04:15:00;2;4;0;5;5;1;0;0;0;0
2020-10-31 04:30:00;3;4;0;2;1;0;0;0;0;0
2020-10-31 04:45:00;5;3;2;6;0;0;0;0;0;0
2020-10-31 05:00:00;9;7;2;6;3;0;0;0;0;0
2020-10-31 05:15:00;11;5;1;12;8;0;0;0;0;0
2020-10-31 05:30:00;14;8;0;10;7;0;0;0;0;0
2020-10-31 05:45:00;12;6;0;10;2;0;0;0;0;0
2020-10-31 06:00:00;15;6;4;9;8;0;0;0;0;0
2020-10-31 06:15:00;21;11;0;21;11;0;0;0;0;0
2020-10-31 06:30:00;18;8;0;23;9;0;0;0;0;0
2020-10-31 06:45:00;10;2;0;19;4;0;0;0;0;0
2020-10-31 07:00:00;18;13;0;19;14;0;0;0;0;0
2020-10-31 07:15:00;24;7;1;22;21;0;0;0;0;0
2020-10-31 07:30:00;28;11;4;29;13;0;0;0;0;0
2020-10-31 07:45:00;46;21;1;27;25;2;0;0;0;0
2020-10-31 08:00:00;21;15;0;27;17;2;0;0;0;0
2020-10-31 08:15:00;35;30;0;39;20;1;0;0;0;0
2020-10-31 08:30:00;34;19;1;49;28;1;0;0;0;0
2020-10-31 08:45:00;42;23;1;43;24;6;0;0;0;0
2020-10-31 09:00:00;56;37;5;67;32;7;1;0;0;0
2020-10-31 09:15:00;59;38;3;58;35;5;0;0;0;0
2020-10-31 09:30:00;55;34;0;62;37;6;0;0;0;0
2020-10-31 09:45:00;63;35;0;58;41;5;3;0;0;0
2020-10-31 10:00:00;77;38;1;72;34;4;1;0;0;0
