DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-05-23 00:00:00;14;8;3;1;2;1;0
2020-05-23 00:15:00;4;2;1;4;3;3;0
2020-05-23 00:30:00;8;4;2;3;12;3;0
2020-05-23 00:45:00;10;5;3;1;6;4;0
2020-05-23 01:00:00;2;3;2;1;1;1;0
2020-05-23 01:15:00;6;2;3;3;6;5;0
2020-05-23 01:30:00;4;2;2;0;3;4;0
2020-05-23 01:45:00;1;2;2;2;4;2;0
2020-05-23 02:00:00;0;0;0;3;6;2;0
2020-05-23 02:15:00;0;1;1;0;5;2;0
2020-05-23 02:30:00;1;1;0;0;4;4;0
2020-05-23 02:45:00;5;3;3;2;2;1;0
2020-05-23 03:00:00;1;1;0;0;2;1;0
2020-05-23 03:15:00;0;0;0;2;0;0;0
2020-05-23 03:30:00;1;1;1;2;2;1;0
2020-05-23 03:45:00;0;1;1;2;1;1;0
2020-05-23 04:00:00;1;3;3;2;2;0;0
2020-05-23 04:15:00;4;3;3;1;1;2;0
2020-05-23 04:30:00;2;4;3;1;5;5;0
2020-05-23 04:45:00;4;2;1;1;6;2;0
2020-05-23 05:00:00;0;0;0;1;0;0;0
2020-05-23 05:15:00;9;4;1;1;9;3;0
2020-05-23 05:30:00;10;6;3;2;5;1;0
2020-05-23 05:45:00;3;5;3;3;8;3;0
2020-05-23 06:00:00;7;4;3;1;11;4;0
2020-05-23 06:15:00;8;10;4;2;11;6;0
2020-05-23 06:30:00;18;18;11;3;12;6;0
2020-05-23 06:45:00;16;12;8;6;19;9;0
2020-05-23 07:00:00;19;8;5;2;17;1;0
2020-05-23 07:15:00;20;10;8;6;12;6;1
2020-05-23 07:30:00;23;15;13;12;17;9;0
2020-05-23 07:45:00;20;14;12;10;27;12;0
2020-05-23 08:00:00;15;13;10;19;15;8;2
2020-05-23 08:15:00;28;18;14;17;21;12;0
2020-05-23 08:30:00;37;17;14;11;36;15;0
2020-05-23 08:45:00;42;22;18;13;39;16;0
2020-05-23 09:00:00;34;23;17;21;31;16;0
2020-05-23 09:15:00;53;33;27;16;50;26;0
2020-05-23 09:30:00;57;32;31;13;50;32;1
2020-05-23 09:45:00;61;34;26;22;53;40;0
2020-05-23 10:00:00;75;35;28;24;58;22;2
2020-05-23 10:15:00;83;40;36;31;64;36;0
2020-05-23 10:30:00;80;44;39;23;66;26;0
2020-05-23 10:45:00;81;48;45;27;90;39;0
2020-05-23 11:00:00;86;46;40;41;89;40;1
2020-05-23 11:15:00;95;62;51;33;83;61;0
2020-05-23 11:30:00;82;41;36;42;99;61;0
2020-05-23 11:45:00;82;47;43;44;79;39;0
2020-05-23 12:00:00;81;42;43;32;91;53;0
2020-05-23 12:15:00;87;46;41;20;80;40;0
2020-05-23 12:30:00;66;33;33;31;68;42;0
2020-05-23 12:45:00;61;35;27;23;71;39;3
2020-05-23 13:00:00;71;62;53;34;74;36;0
2020-05-23 13:15:00;73;41;34;20;62;38;0
2020-05-23 13:30:00;73;43;38;25;72;41;3
2020-05-23 13:45:00;73;50;45;23;86;45;0
2020-05-23 14:00:00;82;56;50;29;70;44;2
2020-05-23 14:15:00;93;56;42;16;70;54;0
2020-05-23 14:30:00;66;39;28;16;73;44;0
2020-05-23 14:45:00;68;41;33;14;71;44;2
2020-05-23 15:00:00;73;45;33;17;79;38;0
2020-05-23 15:15:00;64;42;34;11;62;39;0
2020-05-23 15:30:00;75;46;33;13;74;36;0
2020-05-23 15:45:00;53;43;34;18;58;28;0
2020-05-23 16:00:00;58;34;20;14;58;35;0
2020-05-23 16:15:00;46;28;20;11;52;34;0
2020-05-23 16:30:00;51;26;21;11;52;25;2
2020-05-23 16:45:00;65;39;26;20;51;36;0
2020-05-23 17:00:00;34;22;19;15;44;23;0
2020-05-23 17:15:00;44;20;13;7;67;34;0
2020-05-23 17:30:00;34;27;18;72;51;22;0
2020-05-23 17:45:00;39;35;29;13;65;30;0
2020-05-23 18:00:00;34;18;15;16;54;27;1
2020-05-23 18:15:00;35;29;21;10;51;22;0
2020-05-23 18:30:00;32;14;9;13;43;14;0
2020-05-23 18:45:00;26;13;11;7;44;19;0
2020-05-23 19:00:00;28;14;8;9;37;17;0
2020-05-23 19:15:00;25;14;10;6;40;21;0
2020-05-23 19:30:00;22;8;6;7;30;10;0
2020-05-23 19:45:00;16;8;6;3;32;10;0
2020-05-23 20:00:00;19;7;6;3;28;14;1
2020-05-23 20:15:00;22;13;11;3;23;10;1
2020-05-23 20:30:00;18;4;3;6;19;5;0
2020-05-23 20:45:00;19;14;9;4;16;5;0
2020-05-23 21:00:00;19;11;3;2;13;4;0
2020-05-23 21:15:00;19;10;6;2;15;5;0
2020-05-23 21:30:00;13;6;3;2;12;10;0
2020-05-23 21:45:00;12;8;6;3;11;7;0
2020-05-23 22:00:00;11;7;5;2;12;4;0
2020-05-23 22:15:00;9;8;5;4;10;2;0
2020-05-23 22:30:00;18;17;7;1;12;8;0
2020-05-23 22:45:00;7;3;0;4;9;1;0
2020-05-23 23:00:00;14;7;3;1;5;7;0
2020-05-23 23:15:00;16;5;1;2;8;2;0
2020-05-23 23:30:00;8;3;2;1;10;5;0
2020-05-23 23:45:00;12;10;9;2;17;15;0
