DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-06-26 00:00:00;7;0;2;2;4;0;3;2;0;0;0;0;0;0;0
2020-06-26 00:15:00;9;2;5;2;6;3;5;10;0;0;0;0;0;0;0
2020-06-26 00:30:00;3;0;2;5;8;1;5;4;0;0;0;0;0;0;0
2020-06-26 00:45:00;5;1;0;4;8;0;3;3;0;0;0;0;0;0;0
2020-06-26 01:00:00;8;3;1;5;6;0;3;7;0;0;0;0;0;0;0
2020-06-26 01:15:00;1;1;1;1;5;0;2;2;0;0;0;0;0;0;0
2020-06-26 01:30:00;3;1;11;4;5;0;2;11;0;0;0;0;0;0;0
2020-06-26 01:45:00;5;2;13;3;5;3;1;13;0;0;0;0;0;0;0
2020-06-26 02:00:00;5;0;5;2;2;1;1;5;0;0;0;0;0;0;0
2020-06-26 02:15:00;7;0;1;2;6;0;0;1;0;0;0;0;0;0;0
2020-06-26 02:30:00;1;1;4;5;4;1;1;8;0;0;0;0;0;0;0
2020-06-26 02:45:00;3;0;6;2;3;0;0;7;0;0;0;0;0;0;0
2020-06-26 03:00:00;3;0;3;4;5;0;2;6;0;0;0;0;0;0;0
2020-06-26 03:15:00;4;0;0;3;0;0;3;2;0;0;0;0;0;0;0
2020-06-26 03:30:00;2;2;0;2;1;1;2;5;0;0;0;0;0;0;0
2020-06-26 03:45:00;3;0;3;3;3;1;1;5;0;0;0;0;0;0;0
2020-06-26 04:00:00;2;2;5;3;3;0;2;7;0;0;0;0;0;0;0
2020-06-26 04:15:00;11;3;4;5;3;0;1;9;0;0;0;0;0;0;0
2020-06-26 04:30:00;3;2;4;3;5;0;2;8;0;0;1;0;0;0;0
2020-06-26 04:45:00;7;0;7;5;9;1;2;7;0;0;2;0;0;0;0
2020-06-26 05:00:00;21;5;3;6;10;0;5;7;0;1;1;0;0;0;0
2020-06-26 05:15:00;29;4;8;5;21;1;12;16;0;1;2;0;0;0;0
2020-06-26 05:30:00;54;18;16;20;24;0;20;33;0;0;1;0;0;1;0
2020-06-26 05:45:00;68;22;18;40;21;3;25;30;0;0;1;0;0;0;1
2020-06-26 06:00:00;53;23;16;25;25;2;18;31;0;0;0;0;0;0;0
2020-06-26 06:15:00;93;26;30;30;39;2;17;27;0;0;0;0;0;0;0
2020-06-26 06:30:00;94;21;18;41;33;5;36;26;0;0;2;0;0;0;0
2020-06-26 06:45:00;106;35;35;57;48;2;49;42;0;0;0;0;0;0;0
2020-06-26 07:00:00;117;19;31;35;47;4;40;29;0;0;4;0;0;0;0
2020-06-26 07:15:00;133;13;40;27;46;4;38;33;0;1;0;1;0;0;0
2020-06-26 07:30:00;127;20;58;42;46;15;32;47;0;3;1;0;0;0;0
2020-06-26 07:45:00;128;17;41;31;35;13;49;38;0;0;0;0;0;0;0
2020-06-26 08:00:00;107;20;39;28;46;4;44;35;0;0;0;0;0;0;0
2020-06-26 08:15:00;79;10;39;24;44;6;41;36;0;0;1;0;0;0;0
