DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2019-09-25 00:00:00;8;4;4;3;1;7;10;2;1;7;4;0;4
2019-09-25 00:15:00;12;4;1;4;1;12;8;4;3;5;4;1;1
2019-09-25 00:30:00;8;5;6;3;0;3;6;0;1;4;7;0;6
2019-09-25 00:45:00;6;3;2;2;1;6;12;4;1;4;5;5;2
2019-09-25 01:00:00;4;1;3;1;1;3;2;0;0;2;2;0;3
2019-09-25 01:15:00;10;1;2;0;1;4;5;3;3;3;1;0;2
2019-09-25 01:30:00;11;0;1;2;7;8;11;1;0;1;3;1;1
2019-09-25 01:45:00;5;3;2;2;2;5;1;1;1;3;3;0;2
2019-09-25 02:00:00;4;1;2;1;1;5;2;0;0;0;0;0;2
2019-09-25 02:15:00;6;1;0;1;0;5;6;3;1;3;3;1;0
2019-09-25 02:30:00;3;1;0;0;0;8;8;0;0;0;0;1;0
2019-09-25 02:45:00;3;1;0;0;2;2;4;0;0;3;3;0;0
2019-09-25 03:00:00;3;2;0;3;2;6;2;0;1;1;2;1;0
2019-09-25 03:15:00;7;1;1;2;0;6;10;2;2;2;2;0;1
2019-09-25 03:30:00;8;2;3;0;2;10;7;0;0;0;3;1;2
2019-09-25 03:45:00;3;0;1;2;2;5;3;0;1;1;0;0;1
2019-09-25 04:00:00;6;0;0;3;0;10;15;5;1;3;5;0;0
2019-09-25 04:15:00;6;0;0;2;1;13;10;2;1;0;3;0;0
2019-09-25 04:30:00;14;2;1;5;3;18;15;1;3;5;2;0;2
2019-09-25 05:00:00;21;19;3;9;8;27;23;7;6;5;8;2;3
2019-09-25 05:15:00;35;21;5;14;9;28;33;14;7;6;4;2;6
2019-09-25 05:30:00;27;27;10;19;19;48;41;17;5;6;4;1;9
2019-09-25 05:45:00;40;34;6;33;32;52;58;22;13;10;3;2;7
