DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-02-20 00:00:00;8;6;7;5;0;0;0;0;0;0;0;0
2020-02-20 00:15:00;15;5;5;10;0;0;0;0;0;0;0;0
2020-02-20 00:30:00;11;5;6;9;0;0;0;0;0;0;0;0
2020-02-20 00:45:00;12;7;6;5;0;0;0;0;0;0;0;0
2020-02-20 01:00:00;4;5;6;3;0;0;0;0;0;0;0;0
2020-02-20 01:15:00;8;6;3;5;0;0;0;0;0;0;0;0
2020-02-20 01:30:00;4;1;2;1;0;0;0;0;0;0;0;0
2020-02-20 01:45:00;6;1;6;7;0;0;0;0;0;0;0;0
2020-02-20 02:00:00;4;2;3;3;0;0;0;0;0;0;0;0
2020-02-20 02:15:00;5;0;5;5;0;0;0;0;0;0;0;0
2020-02-20 02:30:00;3;0;3;3;0;0;0;0;0;0;0;0
2020-02-20 02:45:00;6;1;5;2;0;0;0;0;0;0;0;0
2020-02-20 03:00:00;9;0;3;4;0;0;0;0;0;0;0;0
2020-02-20 03:15:00;7;4;1;2;0;0;0;0;0;0;0;0
2020-02-20 03:30:00;4;2;5;3;0;0;0;0;0;0;0;0
2020-02-20 03:45:00;8;3;7;6;0;0;0;0;0;0;0;0
2020-02-20 04:00:00;4;2;3;1;0;0;0;0;0;0;0;0
2020-02-20 04:15:00;11;3;7;4;0;0;0;0;0;0;0;0
2020-02-20 04:30:00;7;3;12;8;0;0;0;0;0;0;0;0
2020-02-20 04:45:00;19;5;10;16;0;0;0;0;0;0;0;0
2020-02-20 05:00:00;27;3;21;19;0;0;0;0;0;0;0;0
2020-02-20 05:15:00;35;10;27;25;0;0;0;0;0;0;0;0
2020-02-20 05:30:00;48;20;41;37;0;0;0;0;0;0;0;0
2020-02-20 05:45:00;97;37;49;62;0;0;0;0;0;0;0;0
2020-02-20 06:00:00;72;33;50;69;0;0;0;0;0;0;0;0
2020-02-20 06:15:00;102;47;59;78;0;0;0;0;0;0;0;0
2020-02-20 06:30:00;91;44;68;106;1;0;0;0;0;0;0;0
2020-02-20 06:45:00;144;67;62;86;57;4;0;0;23;20;0;0
2020-02-20 07:00:00;136;77;82;112;6;5;0;0;8;6;0;0
2020-02-20 07:15:00;151;80;92;133;1;14;0;1;62;1;11;0
2020-02-20 07:30:00;130;91;91;143;1;16;0;0;53;1;0;0
2020-02-20 07:45:00;156;100;100;127;17;4;0;0;37;42;0;0
2020-02-20 08:00:00;144;100;96;112;5;0;1;0;2;2;0;0
2020-02-20 08:15:00;134;80;81;116;15;6;6;6;24;5;3;0
2020-02-20 08:30:00;131;81;77;113;32;5;0;2;2;1;2;0
2020-02-20 08:45:00;144;68;75;97;0;7;0;0;4;7;0;2
