DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-10-05 00:00:00;4;5;1;0;1;4;7;6;3;4;4;1;1
2020-10-05 00:15:00;10;2;1;4;4;4;4;2;2;5;2;1;1
2020-10-05 00:30:00;7;2;2;5;0;9;9;1;1;1;0;0;2
2020-10-05 00:45:00;4;0;3;2;3;7;4;3;3;4;4;0;3
2020-10-05 01:00:00;2;1;2;2;2;10;4;3;2;4;2;1;2
2020-10-05 01:15:00;4;2;2;1;2;6;7;0;0;1;1;0;2
2020-10-05 01:30:00;5;2;6;0;0;5;6;3;1;2;3;1;5
2020-10-05 01:45:00;4;1;2;0;0;2;3;1;0;2;1;0;2
2020-10-05 02:00:00;4;0;0;0;3;7;5;1;1;3;2;0;0
2020-10-05 02:15:00;4;3;1;0;0;7;9;4;1;2;3;2;1
2020-10-05 02:30:00;6;2;1;2;3;9;7;0;0;2;1;0;1
2020-10-05 02:45:00;4;2;0;0;2;11;8;0;0;4;3;0;0
2020-10-05 03:00:00;4;1;0;1;5;7;7;1;1;4;2;0;1
2020-10-05 03:15:00;6;1;0;0;1;7;6;0;0;0;0;0;0
2020-10-05 03:30:00;6;1;1;1;1;2;4;2;3;0;2;1;1
2020-10-05 03:45:00;6;3;0;0;2;7;1;1;0;4;4;1;0
2020-10-05 04:00:00;5;1;0;0;4;5;1;0;0;1;1;0;0
2020-10-05 04:15:00;9;0;0;1;3;11;6;1;0;1;2;0;0
2020-10-05 04:30:00;10;2;1;2;7;18;8;1;0;3;2;0;1
2020-10-05 04:45:00;14;3;0;4;7;15;15;1;1;3;2;0;0
2020-10-05 05:00:00;29;16;0;10;12;22;22;4;3;2;3;2;0
2020-10-05 05:15:00;19;17;3;18;21;32;26;9;5;7;4;1;4
2020-10-05 05:30:00;38;23;5;17;30;40;34;16;6;3;2;2;5
2020-10-05 05:45:00;38;33;8;22;35;55;52;25;16;8;3;2;9
2020-10-05 06:00:00;33;27;10;25;34;49;38;14;11;7;4;1;9
2020-10-05 06:15:00;66;32;8;24;38;68;71;29;20;20;6;1;7
2020-10-05 06:30:00;44;55;17;55;57;81;100;53;35;27;14;5;16
2020-10-05 06:45:00;76;62;14;66;51;101;148;72;48;38;21;4;12
2020-10-05 07:00:00;74;95;19;49;70;90;90;49;37;36;18;6;19
2020-10-05 07:15:00;86;97;22;60;62;112;118;55;42;49;28;12;21
2020-10-05 07:30:00;84;91;32;72;64;95;111;55;58;59;14;11;22
2020-10-05 07:45:00;81;67;29;94;73;115;114;69;63;71;28;14;24
2020-10-05 08:00:00;72;84;23;80;63;92;110;71;47;51;32;12;23
2020-10-05 08:15:00;61;53;28;69;55;84;98;72;51;55;31;14;27
2020-10-05 08:30:00;72;66;18;79;47;96;103;71;51;58;31;9;19
2020-10-05 08:45:00;59;65;17;78;48;104;99;73;55;59;40;17;13
2020-10-05 09:00:00;72;56;28;58;33;85;87;67;43;56;45;22;24
2020-10-05 09:15:00;64;63;23;60;39;97;97;57;48;59;45;14;23
2020-10-05 09:30:00;72;46;18;64;45;90;88;74;49;66;37;16;18
2020-10-05 09:45:00;83;67;30;82;33;81;81;79;52;71;54;19;22
2020-10-05 10:00:00;72;55;25;82;39;95;77;58;43;70;70;28;23
2020-10-05 10:15:00;80;81;15;96;35;81;90;62;55;94;61;30;15
2020-10-05 10:30:00;80;65;27;84;37;93;90;66;48;86;72;33;22
2020-10-05 10:45:00;87;66;17;78;34;99;88;65;48;99;79;33;18
2020-10-05 11:00:00;83;61;22;74;42;94;94;63;50;85;70;33;22
2020-10-05 11:15:00;100;90;30;58;35;101;97;62;60;115;84;37;27
2020-10-05 11:30:00;93;72;34;75;27;98;96;61;54;97;86;35;36
2020-10-05 11:45:00;93;84;23;62;30;94;93;70;51;120;77;34;21
2020-10-05 12:00:00;94;81;30;92;29;103;93;67;59;90;70;32;26
2020-10-05 12:15:00;84;52;33;86;34;73;84;67;48;117;83;44;27
2020-10-05 12:30:00;75;74;19;70;43;72;74;51;39;92;73;29;20
2020-10-05 12:45:00;88;70;25;86;29;91;92;50;36;108;79;42;24
2020-10-05 13:00:00;82;70;23;72;35;87;83;63;43;92;83;34;23
2020-10-05 13:15:00;91;97;25;78;40;102;90;60;51;99;61;26;22
2020-10-05 13:30:00;79;76;26;70;43;79;103;67;49;109;74;28;25
2020-10-05 13:45:00;74;74;21;61;40;95;81;61;39;88;60;29;21
2020-10-05 14:00:00;88;103;25;69;41;106;105;57;44;92;81;22;22
2020-10-05 14:15:00;90;88;23;92;41;96;95;65;51;101;70;34;20
2020-10-05 14:30:00;102;92;18;77;36;115;92;68;53;104;70;34;14
2020-10-05 14:45:00;81;69;30;72;47;100;100;60;44;105;71;28;27
2020-10-05 15:00:00;91;85;27;72;42;111;110;54;37;101;63;23;27
2020-10-05 15:15:00;91;100;32;81;46;86;103;70;49;104;77;33;30
2020-10-05 15:30:00;95;91;34;66;43;122;115;77;57;113;74;26;31
2020-10-05 15:45:00;90;99;30;79;47;109;107;62;67;112;79;21;26
2020-10-05 16:00:00;97;117;39;60;33;114;97;68;52;121;83;26;35
2020-10-05 16:15:00;103;115;29;85;39;125;121;64;52;115;83;33;29
2020-10-05 16:30:00;98;113;33;79;30;123;116;85;63;136;77;29;26
2020-10-05 16:45:00;99;120;34;94;39;125;113;77;57;118;89;34;25
2020-10-05 17:00:00;108;127;32;78;33;125;92;83;61;129;83;31;30
2020-10-05 17:15:00;103;125;34;102;39;98;86;73;59;133;89;36;30
2020-10-05 17:30:00;112;115;34;87;37;90;76;65;53;131;93;34;30
2020-10-05 17:45:00;82;77;25;79;34;94;78;66;59;141;78;34;24
2020-10-05 18:00:00;98;72;34;85;34;95;70;68;57;111;92;34;29
2020-10-05 18:15:00;70;53;18;64;34;73;61;60;41;119;87;36;18
2020-10-05 18:30:00;43;47;17;59;37;73;56;50;35;129;88;33;19
2020-10-05 18:45:00;54;41;12;40;34;67;59;38;24;110;87;26;10
2020-10-05 19:00:00;49;28;11;29;30;67;46;44;32;98;77;37;9
2020-10-05 19:15:00;39;26;21;32;28;61;56;39;32;77;72;16;21
2020-10-05 19:30:00;37;22;10;28;21;41;32;23;17;65;46;15;10
2020-10-05 19:45:00;34;21;8;15;24;50;37;19;13;60;41;18;9
2020-10-05 20:00:00;26;10;10;20;20;42;38;19;15;58;42;15;9
2020-10-05 20:15:00;31;17;8;21;19;34;37;17;11;37;33;5;6
2020-10-05 20:30:00;26;15;4;13;19;42;28;12;10;38;22;8;4
2020-10-05 20:45:00;24;13;6;9;15;41;32;6;3;13;9;3;6
2020-10-05 21:00:00;29;16;4;9;12;41;38;11;9;10;14;2;4
2020-10-05 21:15:00;24;4;5;6;5;18;19;13;8;12;10;7;5
2020-10-05 21:30:00;22;6;5;17;9;27;25;13;8;11;8;4;4
2020-10-05 21:45:00;10;8;6;7;10;29;23;8;8;18;9;5;6
2020-10-05 22:00:00;22;16;11;5;4;28;25;6;3;4;3;3;11
2020-10-05 22:15:00;19;10;1;7;4;31;25;8;5;10;8;3;1
2020-10-05 22:30:00;14;11;3;6;4;16;16;5;1;5;7;2;4
2020-10-05 22:45:00;11;7;4;2;4;15;15;5;3;4;6;2;4
2020-10-05 23:00:00;15;4;5;8;5;12;15;5;3;7;8;2;5
2020-10-05 23:15:00;13;3;3;4;4;16;16;3;5;10;4;2;3
2020-10-05 23:30:00;5;4;3;2;4;12;15;5;2;3;5;0;3
2020-10-05 23:45:00;7;2;0;3;7;9;11;4;1;5;4;1;0
