DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-11-28 00:00:00;10;7;0;0;11;2;0;0;0;0;8;7;3;13;3;0;0
2019-11-28 00:15:00;10;9;0;1;12;7;4;4;2;0;9;9;6;18;6;0;0
2019-11-28 00:30:00;13;3;2;0;7;3;3;3;2;0;13;4;4;11;4;0;0
2019-11-28 00:45:00;7;5;0;0;20;1;0;0;0;0;6;6;1;21;1;0;0
2019-11-28 01:00:00;9;0;0;0;10;6;4;4;0;0;7;0;5;15;5;0;0
2019-11-28 01:15:00;10;3;0;0;11;1;3;3;1;1;10;2;2;12;1;0;0
2019-11-28 01:30:00;9;2;0;0;7;0;0;0;0;0;10;1;0;7;0;0;0
2019-11-28 01:45:00;10;1;0;0;3;2;1;1;0;0;9;1;2;5;2;0;0
2019-11-28 02:00:00;5;2;0;0;8;1;1;1;1;0;4;2;1;9;1;0;0
2019-11-28 02:15:00;8;3;0;0;7;1;0;0;0;1;8;3;1;8;1;0;0
2019-11-28 02:30:00;9;3;0;0;7;1;0;0;0;0;8;3;1;8;1;0;0
2019-11-28 02:45:00;9;3;0;0;4;3;2;2;1;0;10;2;3;6;3;0;0
2019-11-28 03:00:00;5;7;0;1;9;2;0;0;0;1;4;7;2;11;2;0;0
2019-11-28 03:15:00;4;1;1;0;10;3;0;0;0;0;4;1;3;13;3;0;0
2019-11-28 03:30:00;15;3;2;0;8;2;1;1;0;0;14;1;3;9;4;0;0
2019-11-28 03:45:00;9;2;0;0;8;0;0;0;0;0;9;2;0;9;0;0;0
2019-11-28 04:00:00;8;2;0;0;10;1;0;0;0;0;7;2;1;11;1;0;0
2019-11-28 04:15:00;18;3;1;1;14;4;0;0;0;1;18;3;4;18;4;0;0
2019-11-28 04:30:00;26;6;1;0;16;1;0;0;0;0;23;6;1;15;1;0;0
2019-11-28 04:45:00;27;10;0;3;26;4;0;0;0;3;27;10;6;27;6;0;0
2019-11-28 05:00:00;30;14;2;1;35;14;6;6;5;4;22;15;14;47;14;0;0
2019-11-28 05:15:00;33;22;1;1;44;20;1;1;1;3;26;21;16;59;17;0;0
2019-11-28 05:30:00;59;31;2;1;41;20;1;1;1;0;57;31;21;56;20;0;0
2019-11-28 05:45:00;71;58;4;3;66;53;4;4;4;8;68;57;45;100;46;0;0
2019-11-28 06:00:00;67;54;3;0;73;39;0;0;0;2;66;53;39;108;40;0;0
2019-11-28 06:15:00;95;78;0;0;82;41;5;6;3;1;89;77;37;110;37;0;0
2019-11-28 06:30:00;119;153;1;0;100;73;7;11;5;6;93;149;72;152;71;0;35
2019-11-28 06:45:00;122;160;4;2;109;74;12;13;10;1;108;160;72;159;74;0;8
2019-11-28 07:00:00;122;144;0;5;123;92;14;15;7;5;111;145;94;190;95;0;0
2019-11-28 07:15:00;138;168;1;3;123;107;9;10;3;5;121;176;107;194;108;0;13
2019-11-28 07:30:00;126;186;1;0;129;88;8;8;5;2;102;185;85;192;88;4;0
2019-11-28 07:45:00;178;263;2;1;132;85;15;16;8;4;157;260;91;187;89;0;5
2019-11-28 08:00:00;165;239;4;1;112;70;14;13;5;4;141;240;73;160;72;1;5
2019-11-28 08:15:00;137;214;2;0;135;87;10;10;8;3;122;212;92;189;91;0;0
2019-11-28 08:30:00;123;201;0;2;110;68;20;22;9;1;107;206;62;159;61;0;0
2019-11-28 08:45:00;127;192;3;1;103;65;17;17;10;4;112;199;71;148;66;0;0
2019-11-28 09:00:00;120;141;1;2;108;70;12;12;4;4;108;141;68;158;69;0;0
2019-11-28 09:15:00;131;149;1;0;107;68;13;12;10;3;113;153;72;155;68;0;0
2019-11-28 09:30:00;132;130;3;0;121;90;25;25;7;3;119;133;90;182;92;0;0
2019-11-28 09:45:00;108;129;1;0;130;93;18;18;11;4;98;138;96;199;96;0;2
2019-11-28 10:00:00;109;123;3;0;108;81;13;13;6;5;99;126;79;171;79;0;0
2019-11-28 10:15:00;113;112;0;1;143;62;19;19;9;5;97;121;71;185;69;0;0
2019-11-28 10:30:00;115;122;3;1;160;98;19;21;9;5;102;123;100;230;96;0;0
2019-11-28 10:45:00;113;128;3;4;119;88;15;16;8;3;103;132;86;173;86;2;1
2019-11-28 11:00:00;97;135;3;4;108;72;15;14;7;6;90;136;77;166;80;2;3
2019-11-28 11:15:00;105;128;2;1;124;93;13;14;8;6;103;127;92;187;91;0;1
2019-11-28 11:30:00;109;125;3;7;153;129;23;23;20;4;96;132;130;243;129;0;7
2019-11-28 11:45:00;121;126;5;3;139;100;25;25;12;5;109;135;98;208;99;7;2
2019-11-28 12:00:00;116;146;1;7;137;73;18;19;12;3;107;152;79;190;78;0;6
2019-11-28 12:15:00;106;138;3;8;164;103;15;15;11;6;102;144;110;223;108;3;0
2019-11-28 12:30:00;122;150;2;2;153;84;19;20;8;5;115;151;91;207;89;3;0
2019-11-28 12:45:00;122;133;0;1;134;115;17;17;4;0;107;139;102;212;98;0;0
2019-11-28 13:00:00;125;127;1;5;145;113;14;16;7;4;112;128;113;222;113;6;2
2019-11-28 13:15:00;130;118;2;2;156;117;19;20;12;4;119;118;114;232;117;1;4
