DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-03-30 00:00:00;0;0;0;0;0;1;0;0
2020-03-30 00:15:00;1;2;0;0;0;1;0;0
2020-03-30 00:30:00;0;0;0;0;1;0;0;0
2020-03-30 00:45:00;0;0;0;0;1;1;0;0
2020-03-30 01:00:00;0;0;0;0;2;0;0;0
2020-03-30 01:15:00;0;2;0;0;0;2;0;0
2020-03-30 01:30:00;0;1;1;0;1;0;0;0
2020-03-30 01:45:00;1;0;0;0;0;0;0;0
2020-03-30 02:00:00;0;1;0;0;0;1;0;0
2020-03-30 02:15:00;2;1;0;0;1;0;0;0
2020-03-30 02:30:00;0;1;0;0;0;0;0;0
2020-03-30 02:45:00;0;0;0;0;1;0;0;0
2020-03-30 03:00:00;1;2;0;0;1;0;0;0
2020-03-30 03:15:00;1;1;0;0;0;0;0;0
2020-03-30 03:30:00;1;2;0;0;1;0;0;0
2020-03-30 03:45:00;0;0;0;0;0;0;0;0
2020-03-30 04:00:00;1;2;0;0;1;0;0;0
2020-03-30 04:15:00;0;2;0;0;1;1;0;0
2020-03-30 04:30:00;2;2;0;0;3;1;0;0
2020-03-30 04:45:00;0;1;0;0;1;1;0;0
2020-03-30 05:00:00;2;5;0;0;4;4;0;0
2020-03-30 05:15:00;0;9;0;0;9;5;0;0
2020-03-30 05:30:00;2;26;0;0;19;4;1;0
2020-03-30 05:45:00;5;17;0;0;31;8;2;0
2020-03-30 06:00:00;6;21;0;0;22;13;0;0
2020-03-30 06:15:00;6;30;0;0;35;13;5;2
2020-03-30 06:30:00;11;29;1;0;34;22;6;1
2020-03-30 06:45:00;11;38;0;0;25;10;4;0
2020-03-30 07:00:00;15;24;0;0;39;14;4;0
2020-03-30 07:15:00;15;38;0;0;27;19;8;0
2020-03-30 07:30:00;17;46;2;0;37;21;5;2
2020-03-30 07:45:00;21;47;2;0;27;24;10;0
2020-03-30 08:00:00;18;35;2;0;33;20;3;0
2020-03-30 08:15:00;16;31;0;0;21;20;6;0
2020-03-30 08:30:00;14;24;1;0;20;13;9;0
2020-03-30 08:45:00;9;24;2;0;23;13;3;0
2020-03-30 09:00:00;12;15;7;0;18;16;2;0
