DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-04-10 00:00:00;4;4;7;7;0;0;0;0;0;0;0;0
2020-04-10 00:15:00;7;4;0;2;0;0;0;0;0;0;0;0
2020-04-10 00:30:00;2;0;1;1;0;0;0;0;0;0;0;0
2020-04-10 00:45:00;6;2;2;6;0;0;0;0;0;0;0;0
2020-04-10 01:00:00;2;3;5;6;0;0;0;0;0;0;0;0
2020-04-10 01:15:00;4;2;3;5;0;0;0;0;0;0;0;0
2020-04-10 01:30:00;1;1;1;2;0;0;0;0;0;0;0;0
2020-04-10 01:45:00;0;1;2;2;0;0;0;0;0;0;0;0
2020-04-10 02:00:00;0;0;0;3;0;0;0;0;0;0;0;0
2020-04-10 02:15:00;0;1;3;2;0;0;0;0;0;0;0;0
2020-04-10 02:30:00;0;0;3;3;0;0;0;0;0;0;0;0
2020-04-10 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-10 03:00:00;2;2;1;1;0;0;0;0;0;0;0;0
2020-04-10 03:15:00;2;0;0;1;0;0;0;0;0;0;0;0
2020-04-10 03:30:00;0;0;2;2;0;0;0;0;0;0;0;0
2020-04-10 03:45:00;0;0;0;1;0;0;0;0;0;0;0;0
2020-04-10 04:00:00;2;1;2;4;0;0;0;0;0;0;0;0
2020-04-10 04:15:00;1;1;1;1;0;0;0;0;0;0;0;0
2020-04-10 04:30:00;4;1;1;1;0;0;0;0;0;0;0;0
2020-04-10 04:45:00;2;0;0;2;0;0;0;0;0;0;0;0
2020-04-10 05:00:00;3;1;3;5;0;0;0;0;0;0;0;0
2020-04-10 05:15:00;2;4;2;2;0;0;0;0;0;0;0;0
2020-04-10 05:30:00;10;4;3;2;0;0;0;0;0;0;0;0
2020-04-10 05:45:00;15;8;8;1;0;0;0;0;0;0;0;0
2020-04-10 06:00:00;8;2;4;6;0;0;0;0;0;0;0;0
2020-04-10 06:15:00;9;1;8;5;0;0;0;0;0;0;0;0
2020-04-10 06:30:00;7;4;3;5;0;0;0;0;0;0;0;0
2020-04-10 06:45:00;7;6;3;13;0;0;0;0;0;0;0;0
2020-04-10 07:00:00;8;8;9;6;0;0;0;0;0;0;0;0
2020-04-10 07:15:00;9;4;6;8;0;0;0;0;0;0;0;0
2020-04-10 07:30:00;8;1;8;7;0;0;0;0;0;0;0;0
2020-04-10 07:45:00;7;8;8;4;0;0;0;0;0;0;0;0
2020-04-10 08:00:00;4;3;7;6;0;0;0;0;0;0;0;0
2020-04-10 08:15:00;13;6;8;8;0;0;0;0;0;0;0;0
2020-04-10 08:30:00;8;8;6;5;0;0;0;0;0;0;0;0
2020-04-10 08:45:00;10;4;13;15;0;0;0;0;0;0;0;0
2020-04-10 09:00:00;11;6;13;8;0;0;0;0;0;0;0;0
2020-04-10 09:15:00;11;4;20;17;0;0;0;0;0;0;0;0
2020-04-10 09:30:00;12;8;22;19;0;0;0;0;0;0;0;0
2020-04-10 09:45:00;27;16;23;16;0;0;0;0;0;0;0;0
2020-04-10 10:00:00;27;10;19;22;0;1;0;0;0;0;0;0
2020-04-10 10:15:00;14;11;28;22;0;0;0;0;0;0;0;0
2020-04-10 10:30:00;20;19;22;21;14;0;0;0;0;0;0;0
2020-04-10 10:45:00;24;12;20;19;22;18;0;0;13;13;0;0
2020-04-10 11:00:00;25;12;19;31;0;0;0;0;0;0;0;0
2020-04-10 11:15:00;29;14;21;24;0;0;0;0;0;0;0;0
2020-04-10 11:30:00;33;20;34;19;0;0;0;0;0;1;0;0
2020-04-10 11:45:00;37;18;25;29;4;0;1;0;0;2;0;0
2020-04-10 12:00:00;30;24;26;26;0;0;0;0;0;0;0;0
2020-04-10 12:15:00;33;16;25;32;0;0;0;0;0;0;0;0
2020-04-10 12:30:00;25;21;19;22;0;0;0;0;0;0;0;0
2020-04-10 12:45:00;29;15;18;31;0;0;0;0;0;1;0;0
2020-04-10 13:00:00;34;20;18;30;2;8;0;0;11;1;0;0
2020-04-10 13:15:00;27;18;23;28;0;0;0;0;0;2;0;0
2020-04-10 13:30:00;38;14;27;29;7;2;0;0;0;3;0;0
2020-04-10 13:45:00;23;16;30;33;5;0;0;0;0;8;0;0
2020-04-10 14:00:00;22;30;37;20;6;1;0;0;0;12;0;0
2020-04-10 14:15:00;22;17;32;33;0;4;0;0;2;3;0;0
2020-04-10 14:30:00;29;22;29;39;0;1;0;0;0;8;0;0
2020-04-10 14:45:00;26;20;20;13;0;0;0;0;2;0;0;0
2020-04-10 15:00:00;34;20;23;33;3;0;0;0;0;1;0;0
2020-04-10 15:15:00;30;19;26;33;1;1;0;0;1;2;0;0
2020-04-10 15:30:00;21;16;27;26;5;1;0;0;0;1;0;0
2020-04-10 15:45:00;40;24;26;28;0;1;0;0;0;0;0;0
2020-04-10 16:00:00;34;18;19;25;0;3;0;0;3;3;0;0
2020-04-10 16:15:00;23;23;27;18;2;0;0;0;0;10;0;2
2020-04-10 16:30:00;29;17;31;38;1;1;0;0;1;0;0;0
2020-04-10 16:45:00;26;17;31;24;0;2;0;0;1;0;0;0
2020-04-10 17:00:00;17;13;23;28;2;0;0;0;0;0;0;0
2020-04-10 17:15:00;23;16;25;21;2;0;0;0;1;0;0;0
2020-04-10 17:30:00;23;15;21;29;7;1;0;0;4;1;0;0
2020-04-10 17:45:00;30;19;38;29;7;4;0;0;5;0;0;0
2020-04-10 18:00:00;23;16;21;21;1;7;0;0;1;0;0;0
2020-04-10 18:15:00;23;16;31;36;0;3;0;0;2;0;0;0
2020-04-10 18:30:00;25;16;23;24;0;0;0;0;0;0;0;0
2020-04-10 18:45:00;19;15;22;33;1;0;0;0;0;0;0;0
2020-04-10 19:00:00;28;11;25;30;10;0;0;0;0;0;0;0
2020-04-10 19:15:00;19;11;22;27;0;1;0;0;0;0;0;0
2020-04-10 19:30:00;16;11;24;18;0;0;0;0;0;0;0;0
2020-04-10 19:45:00;18;16;24;22;0;0;0;0;0;1;0;0
2020-04-10 20:00:00;25;12;27;32;0;0;0;0;0;0;0;0
2020-04-10 20:15:00;23;11;31;27;0;0;0;0;0;0;0;0
2020-04-10 20:30:00;11;20;19;12;0;0;0;0;0;0;0;0
2020-04-10 20:45:00;22;9;27;18;0;0;0;0;0;0;0;0
2020-04-10 21:00:00;14;13;9;11;0;0;0;0;0;0;0;0
2020-04-10 21:15:00;15;10;15;14;0;0;0;0;0;0;0;0
2020-04-10 21:30:00;11;4;16;17;0;0;0;0;0;0;0;0
2020-04-10 21:45:00;8;5;8;14;0;0;0;0;0;0;0;0
2020-04-10 22:00:00;16;8;13;14;0;0;0;0;0;0;0;0
2020-04-10 22:15:00;11;4;5;11;0;1;0;0;0;0;0;0
2020-04-10 22:30:00;5;3;10;13;0;0;0;0;0;0;0;0
2020-04-10 22:45:00;7;2;6;7;0;0;0;0;0;0;0;0
2020-04-10 23:00:00;12;10;8;5;0;0;0;0;0;0;0;0
2020-04-10 23:15:00;3;1;3;6;0;0;0;0;0;0;0;0
2020-04-10 23:30:00;11;3;4;5;0;0;0;0;0;0;0;0
2020-04-10 23:45:00;4;1;3;7;0;0;0;0;0;0;0;0
