DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-11-16 00:00:00;6;4;3;0;0;0;0;0;0
2020-11-16 00:15:00;9;5;15;0;0;0;0;0;0
2020-11-16 00:30:00;10;6;7;1;1;0;0;0;0
2020-11-16 00:45:00;4;5;4;0;0;0;0;0;0
2020-11-16 01:00:00;3;4;4;0;0;0;0;0;0
2020-11-16 01:15:00;1;2;5;0;0;0;0;0;0
2020-11-16 01:30:00;4;5;5;0;0;0;0;0;0
2020-11-16 01:45:00;6;4;4;0;0;0;0;0;0
2020-11-16 02:00:00;0;1;1;0;0;0;0;0;0
2020-11-16 02:15:00;9;5;7;0;0;0;0;0;0
2020-11-16 02:30:00;4;3;5;0;0;0;0;0;0
2020-11-16 02:45:00;4;2;10;0;0;0;0;0;0
2020-11-16 03:00:00;0;1;5;0;0;0;0;0;0
2020-11-16 03:15:00;6;2;8;1;1;0;0;0;0
2020-11-16 03:30:00;2;2;4;0;0;0;0;0;0
2020-11-16 03:45:00;5;0;7;0;0;0;0;0;0
2020-11-16 04:00:00;6;3;7;0;0;0;0;0;0
2020-11-16 04:15:00;23;8;10;0;0;0;0;0;0
2020-11-16 04:30:00;14;4;17;0;0;0;0;0;0
2020-11-16 04:45:00;24;12;41;0;0;0;0;0;0
2020-11-16 05:00:00;40;11;78;0;0;0;0;0;0
2020-11-16 05:15:00;57;24;122;0;0;0;0;0;0
2020-11-16 05:30:00;56;24;115;1;1;0;0;0;0
2020-11-16 05:45:00;43;12;109;0;0;0;0;0;0
2020-11-16 06:00:00;67;26;83;1;1;0;0;0;0
2020-11-16 06:15:00;78;35;148;2;1;1;0;0;0
2020-11-16 06:30:00;94;45;205;1;1;2;0;0;0
2020-11-16 06:45:00;87;41;164;1;2;0;0;0;0
2020-11-16 07:00:00;83;31;180;1;1;0;0;0;0
2020-11-16 07:15:00;97;52;236;4;4;3;0;0;0
2020-11-16 07:30:00;124;77;251;2;2;2;0;0;0
2020-11-16 07:45:00;114;92;241;2;2;2;0;0;0
2020-11-16 08:00:00;96;69;153;2;2;0;0;0;0
2020-11-16 08:15:00;105;80;206;2;2;1;0;0;0
2020-11-16 08:30:00;102;54;190;2;2;0;0;0;0
2020-11-16 08:45:00;90;55;219;1;1;1;0;0;0
2020-11-16 09:00:00;96;59;169;1;1;0;0;0;0
2020-11-16 09:15:00;128;62;187;2;1;1;0;0;0
2020-11-16 09:30:00;129;60;196;1;1;2;0;0;0
2020-11-16 09:45:00;122;70;197;2;2;1;0;0;0
2020-11-16 10:00:00;113;61;168;2;2;1;0;0;0
2020-11-16 10:15:00;136;76;206;1;1;0;0;0;0
2020-11-16 10:30:00;147;70;194;2;1;3;0;0;0
2020-11-16 10:45:00;128;81;208;1;2;2;0;0;0
