DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-06-18 00:00:00;8;2;0;0;5;0;0;0;0;0;8;2;0;5;0;0;0
2020-06-18 00:15:00;3;4;0;0;6;0;1;1;0;0;2;5;0;6;0;0;0
2020-06-18 00:30:00;11;4;0;0;8;3;3;1;0;0;7;4;4;11;3;0;0
2020-06-18 00:45:00;7;3;0;0;7;0;2;2;0;0;5;4;0;7;0;0;0
2020-06-18 01:00:00;6;1;0;0;6;2;5;6;0;0;5;2;3;8;3;0;0
2020-06-18 01:15:00;6;0;0;0;2;1;1;0;0;0;6;0;0;2;1;0;0
2020-06-18 01:30:00;4;3;0;0;5;1;1;1;0;0;4;4;1;6;1;0;0
2020-06-18 01:45:00;5;1;0;0;3;0;1;1;0;0;4;2;0;3;0;0;0
2020-06-18 02:00:00;10;1;0;0;6;1;1;2;0;0;8;1;0;7;1;0;0
2020-06-18 02:15:00;10;1;0;0;10;0;1;1;0;0;10;1;0;10;0;0;0
2020-06-18 02:30:00;8;1;0;0;3;1;0;0;0;0;8;1;1;4;1;0;0
2020-06-18 02:45:00;9;0;0;0;10;5;0;0;0;0;9;1;4;14;4;0;0
2020-06-18 03:00:00;5;4;0;0;3;2;1;1;0;0;4;4;2;5;2;0;0
2020-06-18 03:15:00;6;3;0;1;5;1;2;2;0;0;6;3;1;7;1;0;0
2020-06-18 03:30:00;9;3;1;0;14;3;0;0;0;0;10;3;3;15;3;0;0
2020-06-18 03:45:00;9;2;0;0;9;4;0;0;0;0;9;2;3;12;3;0;0
2020-06-18 04:00:00;14;5;0;0;10;0;0;0;0;0;13;6;0;9;0;0;0
2020-06-18 04:15:00;19;2;0;0;9;2;0;0;0;0;14;3;2;12;2;0;0
2020-06-18 04:30:00;18;7;0;1;11;2;5;7;0;0;18;6;2;11;2;0;0
2020-06-18 05:00:00;28;10;0;0;22;8;2;2;0;1;25;9;7;28;7;0;0
2020-06-18 05:15:00;29;17;1;1;39;9;1;1;0;1;27;18;11;43;11;0;0
2020-06-18 05:30:00;61;27;1;1;52;21;5;5;0;0;57;29;20;69;21;0;0
2020-06-18 05:45:00;72;37;1;2;65;29;5;4;0;9;62;37;20;80;23;0;0
2020-06-18 06:00:00;69;48;3;0;47;31;4;4;1;1;62;50;28;69;28;0;0
2020-06-18 06:15:00;74;56;3;0;92;44;5;5;4;1;69;50;41;125;40;0;0
2020-06-18 06:30:00;118;97;1;0;99;50;1;3;0;5;102;99;52;138;48;0;3
2020-06-18 06:45:00;155;153;1;1;102;69;12;12;8;1;133;154;63;154;63;0;0
2020-06-18 07:00:00;100;115;1;1;111;67;13;14;7;2;89;113;65;159;66;0;0
2020-06-18 07:15:00;128;132;0;0;123;95;13;14;7;1;118;129;93;195;94;0;0
2020-06-18 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 07:45:00;148;179;0;0;149;92;14;15;2;0;131;180;98;213;96;0;1
2020-06-18 08:00:00;102;124;1;0;115;65;15;15;9;4;89;118;62;159;62;0;1
2020-06-18 08:15:00;110;139;4;2;101;59;12;14;3;1;97;140;57;150;55;2;6
2020-06-18 08:30:00;103;112;2;0;98;55;13;13;8;2;94;116;59;139;58;2;0
2020-06-18 08:45:00;108;115;3;1;84;35;13;14;7;3;89;111;42;114;39;0;0
2020-06-18 09:00:00;103;89;1;0;73;54;10;11;3;2;90;88;47;118;47;0;0
