DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-04-17 00:00:00;2;1;0;3;2;0;0;0;0;0
2020-04-17 00:15:00;2;2;0;3;3;0;0;0;0;0
2020-04-17 00:30:00;5;3;0;4;3;0;0;0;0;0
2020-04-17 00:45:00;3;1;0;3;5;0;0;0;0;0
2020-04-17 01:00:00;2;0;0;1;1;0;0;0;0;0
2020-04-17 01:15:00;5;1;0;4;3;0;0;0;0;0
2020-04-17 01:30:00;6;5;0;1;1;0;0;0;0;0
2020-04-17 01:45:00;7;2;0;4;3;0;0;0;0;0
2020-04-17 02:00:00;1;1;0;2;2;0;0;0;0;0
2020-04-17 02:15:00;5;3;2;4;3;0;0;0;0;0
2020-04-17 02:30:00;5;1;1;4;1;0;0;0;0;0
2020-04-17 02:45:00;4;6;0;4;2;0;0;0;0;0
2020-04-17 03:00:00;2;2;0;4;2;0;0;0;0;0
2020-04-17 03:15:00;5;3;0;4;5;0;0;0;0;0
2020-04-17 03:30:00;5;1;0;11;7;0;0;0;0;0
2020-04-17 03:45:00;6;3;0;6;5;0;0;0;0;0
2020-04-17 04:00:00;8;5;0;1;2;0;0;0;0;0
2020-04-17 04:15:00;5;3;0;10;4;2;0;0;0;0
2020-04-17 04:30:00;10;5;0;6;7;0;0;0;0;0
2020-04-17 04:45:00;12;6;0;9;6;0;0;0;0;0
2020-04-17 05:00:00;14;12;0;14;9;0;0;0;0;0
2020-04-17 05:15:00;23;19;1;28;8;0;0;0;0;0
2020-04-17 05:30:00;37;24;0;24;9;0;0;0;0;0
2020-04-17 05:45:00;49;16;0;31;15;0;0;0;0;0
2020-04-17 06:00:00;38;20;5;29;13;1;0;0;0;0
2020-04-17 06:15:00;47;20;4;43;16;0;0;0;0;0
2020-04-17 06:30:00;56;39;0;64;34;3;0;0;0;0
2020-04-17 06:45:00;85;56;2;64;30;0;0;0;0;0
2020-04-17 07:00:00;75;32;0;69;29;8;0;0;0;0
2020-04-17 07:15:00;84;35;4;69;37;10;0;0;0;0
2020-04-17 07:30:00;72;32;0;71;48;9;0;0;0;0
2020-04-17 07:45:00;83;44;6;87;49;4;2;0;0;0
2020-04-17 08:00:00;60;44;2;64;39;6;0;0;0;0
2020-04-17 08:15:00;68;30;5;49;31;259;1;0;0;0
2020-04-17 08:30:00;51;24;9;56;44;3;0;0;0;0
2020-04-17 08:45:00;78;44;3;50;37;7;0;0;0;0
2020-04-17 09:00:00;61;44;0;48;39;7;0;0;0;0
2020-04-17 09:15:00;60;44;2;63;27;8;0;0;0;0
2020-04-17 09:30:00;73;36;1;74;42;8;0;0;0;0
2020-04-17 09:45:00;76;49;5;81;44;8;1;0;0;0
2020-04-17 10:00:00;64;40;0;62;44;8;5;0;0;0
2020-04-17 10:15:00;68;45;4;64;37;6;4;0;0;0
2020-04-17 10:30:00;78;46;4;63;48;10;0;0;0;0
2020-04-17 10:45:00;83;48;3;62;51;13;0;0;0;0
2020-04-17 11:00:00;81;33;2;76;40;5;3;0;0;0
2020-04-17 11:15:00;78;55;2;65;40;12;1;0;0;0
2020-04-17 11:30:00;79;42;3;76;44;7;0;0;0;0
2020-04-17 11:45:00;74;53;1;70;33;7;2;0;0;0
2020-04-17 12:00:00;74;55;4;93;43;12;4;0;0;0
2020-04-17 12:15:00;81;64;0;91;37;8;2;0;0;0
2020-04-17 12:30:00;90;56;3;93;53;9;0;0;0;0
2020-04-17 12:45:00;90;56;3;89;51;4;0;0;0;0
2020-04-17 13:00:00;80;54;7;67;43;9;0;0;0;0
2020-04-17 13:15:00;95;62;1;100;80;259;0;0;0;0
2020-04-17 13:30:00;75;52;0;80;58;6;1;0;0;0
2020-04-17 13:45:00;84;49;1;77;55;8;4;0;0;0
2020-04-17 14:00:00;82;60;7;94;53;9;1;0;0;0
2020-04-17 14:15:00;74;53;4;98;55;7;0;0;0;0
2020-04-17 14:30:00;94;46;4;70;67;5;1;0;0;0
2020-04-17 14:45:00;58;28;4;63;43;9;0;0;0;0
2020-04-17 15:00:00;81;35;2;71;48;11;0;0;0;0
2020-04-17 15:15:00;69;38;1;53;38;7;0;0;0;0
2020-04-17 15:30:00;72;37;0;74;42;8;0;0;0;0
2020-04-17 15:45:00;53;33;1;60;34;7;0;0;0;0
2020-04-17 16:00:00;56;38;0;57;42;259;5;0;0;0
2020-04-17 16:15:00;59;39;5;53;32;7;0;0;0;0
2020-04-17 16:30:00;57;33;2;61;20;6;0;0;0;0
2020-04-17 16:45:00;54;23;2;53;29;9;2;0;0;0
