DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-09-24 00:00:00;8;9;2;7;8;4;3;0;0;0
2020-09-24 00:15:00;4;4;0;9;6;3;1;0;0;0
2020-09-24 00:30:00;3;2;1;8;7;10;3;0;0;0
2020-09-24 00:45:00;11;4;0;5;1;7;5;0;0;0
2020-09-24 01:00:00;6;3;1;2;5;8;7;0;0;0
2020-09-24 01:15:00;5;1;0;4;4;4;5;0;0;0
2020-09-24 01:30:00;2;2;1;3;4;4;3;0;0;0
2020-09-24 01:45:00;1;1;1;0;3;2;3;0;0;0
2020-09-24 02:00:00;4;5;0;2;6;5;1;0;0;0
2020-09-24 02:15:00;3;6;0;0;0;8;1;0;0;0
2020-09-24 02:30:00;0;0;1;1;3;5;1;0;0;0
2020-09-24 02:45:00;9;7;0;2;3;7;3;0;0;0
2020-09-24 03:00:00;4;4;1;5;2;14;2;0;0;0
2020-09-24 03:15:00;4;1;0;4;0;9;2;0;0;0
2020-09-24 03:30:00;4;2;0;2;3;10;7;0;0;0
2020-09-24 03:45:00;3;1;0;1;0;1;0;0;0;0
2020-09-24 04:00:00;4;10;4;2;3;5;1;0;0;0
2020-09-24 04:15:00;4;3;2;1;4;10;3;0;0;0
2020-09-24 04:30:00;3;9;5;4;5;12;6;0;0;0
2020-09-24 04:45:00;11;10;17;8;4;21;16;0;0;0
2020-09-24 05:00:00;17;28;48;14;4;31;29;0;0;0
2020-09-24 05:15:00;44;84;106;54;14;50;40;0;0;0
2020-09-24 05:30:00;64;64;80;57;19;34;34;2;1;0
2020-09-24 05:45:00;112;53;72;178;40;49;37;0;0;0
2020-09-24 06:00:00;76;29;40;149;45;43;33;0;0;0
2020-09-24 06:15:00;55;35;62;66;17;40;19;0;0;0
2020-09-24 06:30:00;51;58;81;67;18;49;22;0;0;0
2020-09-24 06:45:00;78;47;60;56;11;38;52;0;0;0
2020-09-24 07:00:00;83;38;62;66;21;35;59;0;1;0
2020-09-24 07:15:00;109;73;109;76;18;34;85;0;0;0
2020-09-24 07:30:00;115;54;88;75;14;40;73;5;0;0
2020-09-24 07:45:00;106;40;61;101;11;46;62;0;0;0
2020-09-24 08:00:00;109;39;48;78;12;39;73;0;0;0
2020-09-24 08:15:00;90;38;44;67;15;40;53;0;0;0
2020-09-24 08:30:00;111;29;35;55;16;31;50;0;0;0
2020-09-24 08:45:00;94;25;37;39;19;36;46;0;0;0
2020-09-24 09:00:00;97;25;44;33;19;25;54;0;0;0
2020-09-24 09:15:00;78;24;35;37;20;37;57;0;0;0
2020-09-24 09:30:00;95;26;33;39;20;21;62;0;0;0
2020-09-24 09:45:00;91;21;28;42;18;34;60;0;0;0
2020-09-24 10:00:00;92;18;24;39;19;23;52;0;0;0
2020-09-24 10:15:00;82;21;18;36;17;33;45;0;0;0
2020-09-24 10:30:00;94;33;27;42;16;32;61;0;0;0
2020-09-24 10:45:00;65;20;28;43;15;24;81;0;0;0
2020-09-24 11:00:00;81;17;26;44;14;32;58;0;0;0
2020-09-24 11:15:00;76;20;25;46;30;35;100;0;0;0
2020-09-24 11:30:00;72;17;20;30;27;40;66;2;0;0
2020-09-24 11:45:00;60;20;12;43;20;29;85;0;0;0
2020-09-24 12:00:00;96;26;22;71;18;32;75;0;0;0
2020-09-24 12:15:00;77;17;32;48;25;31;59;1;0;0
2020-09-24 12:30:00;66;22;32;53;25;24;44;0;0;0
2020-09-24 12:45:00;67;38;41;52;18;35;77;0;0;0
2020-09-24 13:00:00;87;24;41;80;19;42;66;0;0;0
2020-09-24 13:15:00;78;29;45;77;18;39;57;0;0;0
2020-09-24 13:30:00;98;51;68;71;23;40;72;0;0;0
2020-09-24 13:45:00;116;52;69;105;28;48;71;0;0;0
2020-09-24 14:00:00;142;32;45;152;49;40;43;0;0;0
2020-09-24 14:15:00;173;40;49;200;57;43;50;0;1;0
2020-09-24 14:30:00;157;35;32;172;68;34;55;0;0;0
2020-09-24 14:45:00;127;28;33;113;38;31;110;0;0;0
2020-09-24 15:00:00;136;24;37;122;30;29;53;0;0;0
2020-09-24 15:15:00;134;26;40;152;43;33;61;1;0;0
2020-09-24 15:30:00;114;44;46;111;23;42;62;0;0;0
2020-09-24 15:45:00;105;35;40;87;32;34;60;0;0;0
2020-09-24 16:00:00;106;31;25;125;19;39;61;0;0;0
2020-09-24 16:15:00;136;29;24;91;29;33;57;0;0;0
2020-09-24 16:30:00;132;35;36;93;19;34;76;0;0;0
2020-09-24 16:45:00;120;53;36;92;14;47;80;0;4;0
2020-09-24 17:00:00;121;35;34;89;34;36;65;0;0;0
2020-09-24 17:15:00;111;32;35;86;26;27;55;1;0;0
2020-09-24 17:30:00;114;39;32;58;23;19;59;0;0;0
2020-09-24 17:45:00;106;27;26;65;15;33;70;0;0;0
2020-09-24 18:00:00;107;21;39;63;15;24;70;0;0;0
2020-09-24 18:15:00;88;27;33;64;24;24;64;0;0;0
2020-09-24 18:30:00;78;24;26;37;15;26;70;0;0;0
2020-09-24 18:45:00;79;19;14;44;19;18;61;0;0;0
2020-09-24 19:00:00;80;20;17;42;10;33;72;0;0;0
2020-09-24 19:15:00;63;17;13;30;11;21;36;0;0;0
2020-09-24 19:30:00;45;15;17;39;9;25;28;0;0;0
2020-09-24 19:45:00;36;21;18;42;5;20;29;0;0;0
2020-09-24 20:00:00;30;12;6;34;18;21;22;0;0;0
2020-09-24 20:15:00;24;7;8;31;20;19;22;1;0;0
2020-09-24 20:30:00;27;19;18;17;9;26;19;0;0;0
2020-09-24 20:45:00;29;13;23;29;7;32;26;0;0;0
2020-09-24 21:00:00;31;54;58;40;8;41;36;1;0;0
2020-09-24 21:15:00;38;40;54;40;8;43;28;0;0;0
2020-09-24 21:30:00;63;38;33;46;16;39;27;0;0;0
2020-09-24 21:45:00;90;27;40;101;37;31;29;0;0;0
2020-09-24 22:00:00;48;8;9;115;45;31;18;0;0;0
2020-09-24 22:15:00;16;5;2;40;12;10;12;0;0;0
2020-09-24 22:30:00;14;3;1;23;5;9;9;0;0;0
2020-09-24 22:45:00;13;3;3;10;4;16;12;0;0;0
2020-09-24 23:00:00;9;5;3;19;11;7;16;0;0;0
2020-09-24 23:15:00;13;9;3;10;4;10;6;0;0;0
2020-09-24 23:30:00;4;4;3;6;4;6;5;0;0;0
2020-09-24 23:45:00;5;5;5;7;3;17;10;0;0;0
