DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-09-03 00:00:00;6;10;2;1;1;7;8
2020-09-03 00:15:00;8;19;4;3;2;7;15
2020-09-03 00:30:00;4;14;3;2;2;7;8
2020-09-03 00:45:00;8;10;5;1;0;6;7
2020-09-03 01:00:00;1;16;1;3;0;10;9
2020-09-03 01:15:00;0;8;1;0;0;7;9
2020-09-03 01:30:00;2;12;2;0;2;6;4
2020-09-03 01:45:00;1;8;0;0;0;6;9
2020-09-03 02:00:00;1;9;1;1;0;7;4
2020-09-03 02:15:00;2;9;1;0;0;3;6
2020-09-03 02:30:00;1;4;1;1;0;6;5
2020-09-03 02:45:00;3;10;2;1;2;3;5
2020-09-03 03:00:00;5;7;0;0;0;5;6
2020-09-03 03:15:00;2;3;0;1;0;5;8
2020-09-03 03:30:00;0;4;1;2;0;4;7
2020-09-03 03:45:00;2;10;3;0;0;4;6
2020-09-03 04:00:00;4;9;0;4;0;7;4
2020-09-03 04:15:00;5;9;1;3;1;10;10
2020-09-03 04:30:00;2;20;1;10;0;6;10
2020-09-03 04:45:00;18;21;3;6;3;10;7
2020-09-03 05:00:00;37;56;4;11;1;14;16
2020-09-03 05:15:00;80;119;4;13;7;17;30
2020-09-03 05:30:00;83;122;17;16;7;34;42
2020-09-03 05:45:00;57;107;22;14;14;52;72
2020-09-03 06:00:00;43;90;14;21;17;66;79
2020-09-03 06:15:00;54;121;23;36;22;66;108
2020-09-03 06:30:00;95;178;41;54;30;75;94
2020-09-03 06:45:00;103;222;53;50;36;65;79
2020-09-03 07:00:00;90;175;45;66;33;56;67
2020-09-03 07:15:00;115;201;52;61;34;68;82
2020-09-03 07:30:00;114;195;62;81;34;89;118
2020-09-03 07:45:00;112;216;66;76;34;89;93
2020-09-03 08:00:00;87;181;53;72;31;82;97
2020-09-03 08:15:00;75;184;62;74;29;79;81
2020-09-03 08:30:00;63;181;57;59;20;86;102
2020-09-03 08:45:00;67;154;43;65;25;78;89
2020-09-03 09:00:00;54;157;45;43;15;83;88
2020-09-03 09:15:00;57;158;40;49;30;75;93
2020-09-03 09:30:00;70;184;63;55;23;89;105
2020-09-03 09:45:00;68;182;52;69;19;95;113
2020-09-03 10:00:00;55;177;41;55;26;71;95
2020-09-03 10:15:00;65;153;61;52;19;90;100
2020-09-03 10:30:00;70;173;62;62;16;89;101
2020-09-03 10:45:00;53;190;38;66;23;103;125
2020-09-03 11:00:00;74;179;66;63;16;91;90
2020-09-03 11:15:00;65;188;42;61;20;111;113
2020-09-03 11:30:00;68;168;65;62;13;100;109
2020-09-03 11:45:00;74;178;60;53;26;111;122
2020-09-03 12:00:00;69;144;52;52;23;114;112
2020-09-03 12:15:00;75;171;52;51;17;95;103
2020-09-03 12:30:00;83;174;57;43;17;107;103
2020-09-03 12:45:00;73;157;58;40;18;88;95
2020-09-03 13:00:00;86;206;65;39;20;105;100
2020-09-03 13:15:00;87;192;39;51;24;105;102
2020-09-03 13:30:00;136;229;59;61;24;97;100
2020-09-03 13:45:00;119;194;66;52;17;120;116
2020-09-03 14:00:00;96;184;45;46;21;123;130
2020-09-03 14:15:00;60;159;51;61;22;147;146
2020-09-03 14:30:00;79;189;57;62;29;155;151
2020-09-03 14:45:00;64;169;61;59;28;126;128
2020-09-03 15:00:00;81;185;69;54;22;129;120
2020-09-03 15:15:00;68;187;75;64;26;151;150
2020-09-03 15:30:00;91;189;79;70;21;139;144
2020-09-03 15:45:00;91;154;86;80;26;136;138
2020-09-03 16:00:00;86;188;83;66;23;156;139
2020-09-03 16:15:00;85;179;86;63;20;151;155
2020-09-03 16:30:00;96;171;95;68;28;139;151
2020-09-03 16:45:00;107;173;81;90;23;133;140
2020-09-03 17:00:00;75;175;79;77;15;120;135
2020-09-03 17:15:00;108;191;102;72;23;132;158
2020-09-03 17:30:00;99;212;65;55;30;128;115
2020-09-03 17:45:00;84;194;88;55;22;122;126
2020-09-03 18:00:00;93;181;79;52;24;124;125
2020-09-03 18:15:00;84;191;82;66;21;135;131
2020-09-03 18:30:00;85;180;58;47;30;118;122
2020-09-03 18:45:00;63;157;54;53;17;107;98
2020-09-03 19:00:00;65;162;61;50;15;113;111
2020-09-03 19:15:00;61;151;51;44;14;93;108
2020-09-03 19:30:00;58;140;50;41;14;91;111
2020-09-03 19:45:00;57;125;50;36;10;80;80
2020-09-03 20:00:00;40;119;39;28;14;95;94
2020-09-03 20:15:00;50;127;48;30;11;71;82
2020-09-03 20:30:00;51;96;25;23;6;76;74
2020-09-03 20:45:00;53;127;23;21;5;59;59
2020-09-03 21:00:00;76;153;38;20;7;52;56
2020-09-03 21:15:00;81;136;29;18;8;47;50
2020-09-03 21:30:00;40;102;33;15;6;40;39
2020-09-03 21:45:00;26;78;35;29;3;85;89
2020-09-03 22:00:00;25;72;18;22;1;95;100
2020-09-03 22:15:00;21;71;20;8;4;62;81
2020-09-03 22:30:00;20;55;15;10;3;45;45
2020-09-03 22:45:00;15;65;21;5;3;23;40
2020-09-03 23:00:00;14;47;8;11;3;19;15
2020-09-03 23:15:00;21;55;16;6;0;18;20
2020-09-03 23:30:00;13;33;11;8;3;8;19
2020-09-03 23:45:00;9;26;9;6;2;17;20
