DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-09-06 00:00:00;1;3;14;0;7;7;3;1;4;4;0;0;0;0
2019-09-06 00:15:00;6;6;8;0;11;6;6;1;2;3;0;0;0;0
2019-09-06 00:30:00;6;2;12;2;3;4;1;0;5;7;0;0;0;0
2019-09-06 00:45:00;3;2;10;2;7;5;2;0;3;3;0;0;0;0
2019-09-06 01:00:00;0;2;10;0;3;2;5;0;3;1;0;0;0;0
2019-09-06 01:15:00;4;3;9;0;10;1;3;1;4;2;0;0;0;0
2019-09-06 01:30:00;2;3;7;2;6;6;2;0;2;3;0;0;0;0
2019-09-06 01:45:00;3;3;5;0;14;0;1;0;4;1;0;0;0;0
2019-09-06 02:00:00;1;0;4;0;7;2;2;0;0;2;0;0;0;0
2019-09-06 02:15:00;0;0;4;0;7;5;3;0;1;1;0;0;0;0
2019-09-06 02:30:00;1;3;5;0;4;3;3;0;2;2;0;0;0;0
2019-09-06 02:45:00;5;2;2;0;2;3;0;0;1;4;0;0;0;0
2019-09-06 03:00:00;0;1;3;0;7;3;1;0;0;1;0;0;0;0
2019-09-06 03:15:00;3;3;2;0;1;3;4;0;2;3;0;0;0;0
2019-09-06 03:30:00;4;2;8;0;6;5;4;0;2;0;0;0;0;0
2019-09-06 03:45:00;1;1;9;0;5;2;2;0;0;0;0;0;0;0
2019-09-06 04:00:00;0;4;4;1;9;6;3;0;3;4;0;0;0;0
2019-09-06 04:15:00;1;7;3;0;5;4;3;0;2;3;0;0;0;0
2019-09-06 04:30:00;5;9;10;2;8;5;1;1;6;4;0;0;0;0
2019-09-06 04:45:00;17;19;10;2;5;5;5;0;3;9;0;0;0;0
2019-09-06 05:00:00;37;40;22;3;9;2;6;2;9;10;0;0;0;0
2019-09-06 05:15:00;70;78;27;10;14;12;8;0;8;12;0;0;0;0
2019-09-06 05:30:00;83;80;40;27;15;24;10;5;15;15;0;0;0;0
2019-09-06 05:45:00;84;54;43;28;19;20;17;5;27;33;0;0;0;0
2019-09-06 06:00:00;52;43;41;26;19;18;17;5;22;39;0;0;0;0
2019-09-06 06:15:00;75;50;53;36;27;38;21;8;24;25;0;0;0;0
2019-09-06 06:30:00;131;72;80;59;39;41;19;11;35;33;0;0;0;0
2019-09-06 06:45:00;114;87;82;65;42;44;22;8;23;26;0;0;0;0
2019-09-06 07:00:00;103;72;80;60;42;51;26;13;29;36;0;0;0;0
2019-09-06 07:15:00;104;81;90;62;58;52;35;25;38;33;0;0;0;0
2019-09-06 07:30:00;84;72;81;54;59;58;43;14;44;43;0;0;0;0
2019-09-06 07:45:00;109;69;82;73;63;47;32;18;46;41;0;0;0;0
2019-09-06 08:00:00;93;69;66;48;59;54;39;18;42;42;0;0;0;0
2019-09-06 08:15:00;71;49;74;57;53;53;29;13;47;40;0;0;0;0
2019-09-06 08:30:00;75;56;78;58;52;68;36;21;30;43;0;0;0;0
2019-09-06 08:45:00;74;51;75;50;56;61;54;24;40;38;0;0;0;0
2019-09-06 09:00:00;53;45;75;45;62;46;34;12;34;27;0;0;0;0
2019-09-06 09:15:00;57;50;89;54;55;39;42;16;33;41;0;0;0;0
2019-09-06 09:30:00;60;48;92;46;54;61;31;16;40;35;0;0;0;0
2019-09-06 09:45:00;59;51;95;54;56;53;29;13;37;41;0;0;0;0
2019-09-06 10:00:00;47;41;96;44;61;66;31;16;39;40;0;0;0;0
2019-09-06 10:15:00;51;36;110;49;62;61;35;17;34;38;0;0;0;0
2019-09-06 10:30:00;57;50;98;54;68;63;43;19;48;48;0;0;0;0
2019-09-06 10:45:00;59;49;112;48;63;52;33;18;40;47;0;0;0;0
2019-09-06 11:00:00;52;48;98;44;77;77;39;21;34;47;0;0;0;0
2019-09-06 11:15:00;57;57;92;49;68;56;37;17;39;41;0;0;0;0
2019-09-06 11:30:00;56;55;97;56;70;61;39;25;54;45;0;0;0;0
2019-09-06 11:45:00;68;55;96;59;77;62;36;20;51;48;0;0;0;0
2019-09-06 12:00:00;64;41;100;67;74;60;45;16;66;64;0;0;0;0
2019-09-06 12:15:00;82;57;81;55;73;77;41;24;66;61;0;0;0;0
2019-09-06 12:30:00;69;44;105;73;77;72;39;21;64;64;0;0;0;0
2019-09-06 12:45:00;73;51;98;72;82;77;36;14;63;62;0;0;0;0
2019-09-06 13:00:00;79;46;112;71;86;58;44;17;70;58;0;0;0;0
2019-09-06 13:15:00;79;71;80;51;81;66;41;18;59;46;0;0;0;0
2019-09-06 13:30:00;109;72;84;53;88;80;43;26;60;62;0;0;0;0
2019-09-06 13:45:00;114;73;114;71;79;62;45;16;67;63;0;0;0;0
2019-09-06 14:00:00;67;49;93;60;77;76;43;19;70;76;0;0;0;0
2019-09-06 14:15:00;66;37;102;68;102;90;44;21;91;93;0;0;0;0
2019-09-06 14:30:00;81;57;98;62;73;77;45;31;96;95;0;0;0;0
2019-09-06 14:45:00;73;57;94;56;67;66;47;25;74;69;0;0;0;0
2019-09-06 15:00:00;75;60;105;75;75;73;38;24;71;80;0;0;0;0
2019-09-06 15:15:00;76;59;98;67;46;41;32;16;73;85;0;0;0;0
2019-09-06 15:30:00;62;55;73;74;47;49;28;15;82;80;0;0;0;0
2019-09-06 15:45:00;77;56;94;74;72;79;42;18;71;71;0;0;0;0
2019-09-06 16:00:00;59;41;95;55;84;70;50;37;67;70;0;0;0;0
2019-09-06 16:15:00;54;38;100;64;81;74;45;21;65;56;0;0;0;0
2019-09-06 16:30:00;57;48;97;78;90;76;45;19;61;53;0;0;0;0
2019-09-06 16:45:00;55;39;98;57;82;79;36;18;61;56;0;0;0;0
2019-09-06 17:00:00;59;43;102;63;87;75;40;29;52;59;0;0;0;0
2019-09-06 17:15:00;72;45;121;83;76;73;41;17;53;46;0;0;0;0
2019-09-06 17:30:00;73;54;106;57;82;76;43;22;58;46;0;0;0;0
2019-09-06 17:45:00;61;45;102;61;90;74;37;18;57;55;0;0;0;0
2019-09-06 18:00:00;55;44;95;60;87;76;33;23;52;50;0;0;0;0
2019-09-06 18:15:00;58;35;111;63;104;86;33;16;43;38;0;0;0;0
2019-09-06 18:30:00;67;44;94;59;79;62;29;14;47;42;0;0;0;0
2019-09-06 18:45:00;46;46;91;56;84;82;39;21;58;48;0;0;0;0
2019-09-06 19:00:00;54;42;75;51;76;71;31;13;35;39;0;0;0;0
2019-09-06 19:15:00;32;36;80;44;76;76;24;16;49;49;0;0;0;0
2019-09-06 19:30:00;35;27;68;29;75;61;20;12;25;17;0;0;0;0
2019-09-06 19:45:00;48;38;70;26;64;67;25;15;32;37;0;0;0;0
2019-09-06 20:00:00;35;24;55;25;96;80;24;8;35;41;0;0;0;0
2019-09-06 20:15:00;34;23;50;28;56;56;25;14;29;27;0;0;0;0
2019-09-06 20:30:00;32;26;45;16;41;38;16;8;24;26;0;0;0;0
2019-09-06 20:45:00;41;35;43;19;38;42;19;11;23;23;0;0;0;0
2019-09-06 21:00:00;34;36;37;17;41;28;22;6;16;26;0;0;0;0
2019-09-06 21:15:00;49;46;37;13;30;30;9;4;20;29;0;0;0;0
2019-09-06 21:30:00;42;38;37;15;55;35;26;9;17;18;0;0;0;0
2019-09-06 21:45:00;26;13;40;16;40;29;21;13;43;45;0;0;0;0
2019-09-06 22:00:00;23;23;31;11;30;34;28;18;72;70;0;0;0;0
2019-09-06 22:15:00;18;12;34;12;34;29;22;12;41;43;0;0;0;0
2019-09-06 22:30:00;22;17;39;16;32;28;41;15;20;20;0;0;0;0
2019-09-06 22:45:00;23;15;32;19;31;25;26;10;26;18;0;0;0;0
2019-09-06 23:00:00;28;18;44;22;29;33;27;14;11;9;0;0;0;0
2019-09-06 23:15:00;14;5;31;9;36;31;31;9;3;8;0;0;0;0
2019-09-06 23:30:00;15;7;21;10;22;14;15;7;7;9;0;0;0;0
2019-09-06 23:45:00;14;9;34;9;22;19;19;5;10;11;0;0;0;0
