DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-02-20 00:00:00;0;6;5;13;3;0;0
2020-02-20 00:15:00;0;8;4;19;10;3;3
2020-02-20 00:30:00;0;7;5;8;4;0;0
2020-02-20 00:45:00;0;7;3;6;4;1;1
2020-02-20 01:00:00;0;2;2;10;4;0;0
2020-02-20 01:15:00;0;4;2;9;4;0;0
2020-02-20 01:30:00;0;3;2;2;5;0;0
2020-02-20 01:45:00;0;5;2;11;6;0;0
2020-02-20 02:00:00;0;3;1;7;5;0;0
2020-02-20 02:15:00;0;5;3;8;2;0;0
2020-02-20 02:30:00;0;5;0;0;2;0;0
2020-02-20 02:45:00;0;3;2;3;1;0;0
2020-02-20 03:00:00;0;4;0;3;2;0;0
2020-02-20 03:15:00;0;1;2;4;5;0;0
2020-02-20 03:30:00;0;5;1;11;2;0;0
2020-02-20 03:45:00;0;7;4;5;9;0;0
2020-02-20 04:00:00;0;2;1;8;3;0;0
2020-02-20 04:15:00;0;8;5;9;4;0;0
2020-02-20 04:30:00;0;14;8;7;11;0;0
2020-02-20 04:45:00;0;34;20;17;6;0;0
2020-02-20 05:00:00;2;62;47;29;27;0;0
2020-02-20 05:15:00;2;81;76;38;26;0;0
2020-02-20 05:30:00;2;64;77;27;27;1;1
2020-02-20 05:45:00;4;61;80;67;57;2;2
2020-02-20 06:00:00;3;66;73;61;65;5;5
2020-02-20 06:15:00;16;87;101;68;66;4;3
2020-02-20 06:30:00;14;108;118;57;65;7;8
2020-02-20 06:45:00;18;97;148;77;84;3;3
2020-02-20 07:00:00;8;143;156;74;55;6;6
2020-02-20 07:15:00;13;179;164;88;91;5;5
2020-02-20 07:30:00;19;170;167;87;115;5;5
2020-02-20 07:45:00;57;162;152;110;128;5;5
2020-02-20 08:00:00;12;138;149;91;100;5;5
2020-02-20 08:15:00;38;125;119;92;92;4;4
2020-02-20 08:30:00;14;128;139;92;97;2;2
2020-02-20 08:45:00;32;99;97;115;119;5;5
2020-02-20 09:00:00;18;96;109;98;79;3;3
2020-02-20 09:15:00;13;104;96;86;89;5;4
2020-02-20 09:30:00;8;106;103;104;98;5;6
2020-02-20 09:45:00;7;99;109;113;100;3;3
2020-02-20 10:00:00;5;106;101;111;88;2;2
2020-02-20 10:15:00;2;84;104;108;110;5;5
2020-02-20 10:30:00;3;99;83;133;110;4;4
2020-02-20 10:45:00;8;113;110;114;115;3;3
2020-02-20 11:00:00;8;98;99;108;108;4;4
2020-02-20 11:15:00;23;96;98;111;112;3;2
2020-02-20 11:30:00;3;91;95;106;126;6;6
2020-02-20 11:45:00;15;89;88;108;117;3;4
2020-02-20 12:00:00;5;85;97;105;113;3;3
2020-02-20 12:15:00;17;95;107;99;117;3;2
2020-02-20 12:30:00;10;95;82;120;133;2;3
2020-02-20 12:45:00;13;110;110;114;128;5;5
2020-02-20 13:00:00;15;114;113;109;124;3;3
2020-02-20 13:15:00;12;114;111;122;129;9;9
2020-02-20 13:30:00;13;126;116;108;134;6;5
2020-02-20 13:45:00;18;114;127;120;127;3;4
2020-02-20 14:00:00;18;97;96;115;114;4;4
2020-02-20 14:15:00;5;99;92;139;145;1;1
2020-02-20 14:30:00;10;110;107;131;145;6;5
2020-02-20 14:45:00;41;122;107;128;153;3;4
2020-02-20 15:00:00;11;126;109;122;156;4;4
2020-02-20 15:15:00;21;97;107;143;176;3;3
2020-02-20 15:30:00;11;103;101;148;164;6;6
2020-02-20 15:45:00;18;115;115;167;196;3;3
2020-02-20 16:00:00;12;125;104;154;177;3;3
2020-02-20 16:15:00;50;116;103;168;216;3;3
2020-02-20 16:30:00;14;115;121;160;186;3;3
2020-02-20 16:45:00;53;139;127;165;206;7;7
2020-02-20 17:00:00;13;136;123;163;188;4;4
2020-02-20 17:15:00;11;125;127;164;180;2;2
2020-02-20 17:30:00;16;125;110;143;170;6;6
2020-02-20 17:45:00;13;122;112;153;173;3;3
2020-02-20 18:00:00;16;128;115;141;136;3;3
2020-02-20 18:15:00;25;103;107;145;159;4;4
2020-02-20 18:30:00;7;102;109;124;131;4;4
2020-02-20 18:45:00;9;101;115;115;137;4;3
2020-02-20 19:00:00;19;110;104;110;102;3;4
2020-02-20 19:15:00;11;95;87;117;98;4;4
2020-02-20 19:30:00;7;80;91;83;93;4;4
2020-02-20 19:45:00;10;85;84;80;89;2;2
2020-02-20 20:00:00;2;74;63;86;80;4;3
2020-02-20 20:15:00;10;60;63;93;66;2;2
2020-02-20 20:30:00;5;50;56;76;74;3;3
2020-02-20 20:45:00;0;63;45;54;48;1;1
2020-02-20 21:00:00;4;67;71;57;30;3;3
2020-02-20 21:15:00;4;56;48;67;52;0;0
2020-02-20 21:30:00;0;41;41;59;33;1;1
2020-02-20 21:45:00;9;40;29;63;57;1;1
2020-02-20 22:00:00;0;30;35;65;53;2;2
2020-02-20 22:15:00;0;31;38;63;59;2;2
2020-02-20 22:30:00;0;26;24;64;53;2;2
2020-02-20 22:45:00;0;27;25;39;29;0;0
2020-02-20 23:00:00;0;24;10;43;24;2;2
2020-02-20 23:15:00;0;34;19;42;25;1;1
2020-02-20 23:30:00;2;27;20;29;23;1;1
2020-02-20 23:45:00;0;15;11;32;17;0;0
