DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-04-14 00:00:00;2;1;1;0;0;7;8;2
2020-04-14 00:15:00;3;3;1;0;0;4;4;5
2020-04-14 00:30:00;2;2;1;3;1;3;4;0
2020-04-14 00:45:00;4;3;1;0;0;2;2;0
2020-04-14 01:00:00;1;2;1;0;0;2;2;2
2020-04-14 01:15:00;1;3;2;3;5;5;3;2
2020-04-14 01:30:00;5;5;4;2;1;2;1;2
2020-04-14 01:45:00;4;4;4;0;1;1;2;1
2020-04-14 02:00:00;1;4;5;1;1;1;3;2
2020-04-14 02:15:00;9;3;3;2;1;2;1;0
2020-04-14 02:30:00;3;2;1;2;2;3;3;1
2020-04-14 02:45:00;1;3;1;2;1;3;3;0
2020-04-14 03:00:00;2;0;0;1;0;2;5;1
2020-04-14 03:15:00;3;1;1;1;1;1;3;1
2020-04-14 03:30:00;2;5;0;4;1;4;5;6
2020-04-14 03:45:00;9;3;2;2;2;3;4;0
2020-04-14 04:00:00;1;3;1;2;1;4;3;3
2020-04-14 04:15:00;10;3;1;4;0;6;5;5
2020-04-14 04:30:00;13;9;8;6;5;9;9;6
2020-04-14 04:45:00;11;8;9;6;1;6;6;3
2020-04-14 05:00:00;11;9;4;10;11;18;3;2
2020-04-14 05:15:00;25;19;12;24;15;32;23;8
2020-04-14 05:30:00;41;33;25;17;14;29;27;8
2020-04-14 05:45:00;40;50;41;31;26;65;41;21
2020-04-14 06:00:00;29;24;22;22;19;54;43;26
2020-04-14 06:15:00;38;35;30;28;33;90;60;48
2020-04-14 06:30:00;50;45;34;41;44;125;57;44
2020-04-14 06:45:00;50;44;36;60;93;164;56;43
2020-04-14 07:00:00;41;31;28;44;68;133;72;56
2020-04-14 07:15:00;56;43;37;46;72;131;74;56
2020-04-14 07:30:00;42;46;18;52;61;144;68;68
2020-04-14 07:45:00;51;54;29;55;82;149;67;64
2020-04-14 08:00:00;48;46;28;47;55;114;53;62
2020-04-14 08:15:00;51;40;26;37;52;101;58;41
2020-04-14 08:30:00;52;51;30;49;56;97;48;36
2020-04-14 08:45:00;48;54;13;86;42;86;47;40
2020-04-14 09:00:00;54;52;18;44;40;84;52;48
2020-04-14 09:15:00;60;46;20;49;40;82;51;47
2020-04-14 09:30:00;59;51;24;66;49;96;49;65
2020-04-14 09:45:00;61;39;14;45;53;66;61;51
2020-04-14 10:00:00;74;50;17;72;38;83;56;52
2020-04-14 10:15:00;65;57;20;40;51;66;52;51
2020-04-14 10:30:00;65;55;17;48;42;83;56;59
2020-04-14 10:45:00;60;61;22;45;50;92;60;53
2020-04-14 11:00:00;64;61;20;65;47;70;59;62
2020-04-14 11:15:00;60;61;20;38;36;74;70;56
2020-04-14 11:30:00;68;66;15;41;35;87;49;54
2020-04-14 11:45:00;55;58;25;34;47;92;70;50
2020-04-14 12:00:00;62;66;21;33;41;78;66;72
2020-04-14 12:15:00;58;67;20;25;33;66;64;64
2020-04-14 12:30:00;59;57;21;38;40;86;63;58
2020-04-14 12:45:00;56;77;16;31;41;77;57;56
2020-04-14 13:00:00;66;64;29;33;36;77;57;59
2020-04-14 13:15:00;66;56;21;24;32;71;54;54
2020-04-14 13:30:00;54;51;19;31;25;68;59;60
2020-04-14 13:45:00;78;46;21;36;46;76;64;72
2020-04-14 14:00:00;59;70;29;30;42;92;58;55
2020-04-14 14:15:00;62;62;43;25;33;84;69;72
2020-04-14 14:30:00;67;66;43;29;39;89;78;77
2020-04-14 14:45:00;58;56;27;26;29;70;55;68
2020-04-14 15:00:00;68;59;24;28;31;76;54;60
2020-04-14 15:15:00;52;53;31;33;40;84;61;81
2020-04-14 15:30:00;71;71;19;43;42;79;55;66
2020-04-14 15:45:00;67;57;29;33;38;76;59;74
2020-04-14 16:00:00;78;93;35;35;35;80;61;70
2020-04-14 16:15:00;73;77;48;47;49;100;68;85
2020-04-14 16:30:00;66;83;36;125;38;91;63;81
2020-04-14 16:45:00;64;78;39;68;39;85;55;56
2020-04-14 17:00:00;83;79;42;42;26;75;60;67
