DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-04-14 00:00:00;9;3;7;2;4;4;1
2020-04-14 00:15:00;13;3;6;0;0;3;1
2020-04-14 00:30:00;7;1;2;0;1;6;1
2020-04-14 00:45:00;5;0;5;3;6;1;7
2020-04-14 01:00:00;8;2;1;2;3;2;4
2020-04-14 01:15:00;4;2;4;2;2;5;3
2020-04-14 01:30:00;5;2;7;4;4;2;3
2020-04-14 01:45:00;5;0;7;2;3;6;2
2020-04-14 02:00:00;3;4;2;0;1;1;2
2020-04-14 02:15:00;7;0;9;1;3;5;1
2020-04-14 02:30:00;2;1;8;2;3;4;4
2020-04-14 02:45:00;10;2;3;1;2;8;5
2020-04-14 03:00:00;7;3;4;2;5;5;4
2020-04-14 03:15:00;5;3;6;1;4;2;5
2020-04-14 03:30:00;7;0;5;0;1;5;5
2020-04-14 03:45:00;8;3;10;2;4;3;1
2020-04-14 04:00:00;7;2;4;1;1;7;5
2020-04-14 04:15:00;4;4;12;1;1;2;2
2020-04-14 04:30:00;12;12;9;4;1;1;0
2020-04-14 04:45:00;7;3;17;3;2;1;0
2020-04-14 05:00:00;9;7;18;2;0;0;1
2020-04-14 05:15:00;28;13;49;14;3;0;1
2020-04-14 05:30:00;22;12;77;20;3;1;1
2020-04-14 05:45:00;42;20;83;34;1;2;0
2020-04-14 06:00:00;46;25;69;33;5;0;1
2020-04-14 06:15:00;69;21;110;41;4;1;0
2020-04-14 06:30:00;77;27;119;55;3;0;0
2020-04-14 06:45:00;88;36;119;67;6;2;2
2020-04-14 07:00:00;97;50;110;47;6;0;2
2020-04-14 07:15:00;96;52;140;71;7;0;0
2020-04-14 07:30:00;120;60;115;53;3;0;0
2020-04-14 07:45:00;114;76;122;63;9;0;1
2020-04-14 08:00:00;96;56;99;54;12;0;1
2020-04-14 08:15:00;85;46;108;42;10;0;0
2020-04-14 08:30:00;79;55;111;45;2;0;2
2020-04-14 08:45:00;90;42;88;45;10;1;0
2020-04-14 09:00:00;94;68;77;45;10;1;1
2020-04-14 09:15:00;91;48;91;49;4;2;1
2020-04-14 09:30:00;114;77;112;46;7;4;1
2020-04-14 09:45:00;94;69;109;40;6;1;0
2020-04-14 10:00:00;96;66;115;51;5;0;0
2020-04-14 10:15:00;93;63;120;54;8;0;0
2020-04-14 10:30:00;99;84;139;66;7;0;0
2020-04-14 10:45:00;109;92;117;53;11;3;0
2020-04-14 11:00:00;112;93;136;53;8;1;5
2020-04-14 11:15:00;96;67;124;53;8;1;0
2020-04-14 11:30:00;74;60;122;62;2;4;0
2020-04-14 11:45:00;99;74;131;61;8;1;2
2020-04-14 12:00:00;100;78;134;56;5;0;2
2020-04-14 12:15:00;105;68;111;56;8;2;2
2020-04-14 12:30:00;112;86;121;59;6;5;6
2020-04-14 12:45:00;87;65;104;51;9;0;3
2020-04-14 13:00:00;107;80;137;57;7;6;7
2020-04-14 13:15:00;99;78;120;62;9;5;3
2020-04-14 13:30:00;121;78;117;41;4;1;3
2020-04-14 13:45:00;116;80;108;69;3;2;1
2020-04-14 14:00:00;129;83;126;69;7;1;2
2020-04-14 14:15:00;107;88;126;68;10;1;2
2020-04-14 14:30:00;126;81;142;50;7;1;0
2020-04-14 14:45:00;116;85;124;59;12;1;0
2020-04-14 15:00:00;117;91;128;56;9;4;2
2020-04-14 15:15:00;116;81;143;61;3;0;0
2020-04-14 15:30:00;122;82;110;46;8;2;2
2020-04-14 15:45:00;115;93;140;57;8;0;0
2020-04-14 16:00:00;127;81;159;66;12;7;4
2020-04-14 16:15:00;136;111;144;74;5;1;2
2020-04-14 16:30:00;106;86;147;58;5;3;3
2020-04-14 16:45:00;135;101;138;71;10;4;1
2020-04-14 17:00:00;148;120;150;64;10;2;7
2020-04-14 17:15:00;115;105;131;66;6;3;1
2020-04-14 17:30:00;102;76;114;59;6;0;3
2020-04-14 17:45:00;115;83;124;39;9;3;2
2020-04-14 18:00:00;100;70;108;46;6;1;2
2020-04-14 18:15:00;97;73;108;43;4;3;4
2020-04-14 18:30:00;76;68;96;33;4;1;3
2020-04-14 18:45:00;68;59;87;35;5;1;0
2020-04-14 19:00:00;72;51;84;22;2;1;1
2020-04-14 19:15:00;67;49;70;20;3;0;0
2020-04-14 19:30:00;52;55;83;22;3;1;1
2020-04-14 19:45:00;46;42;55;20;6;1;1
2020-04-14 20:00:00;46;31;55;15;3;0;0
2020-04-14 20:15:00;44;31;58;19;0;0;0
2020-04-14 20:30:00;45;36;48;17;5;0;0
2020-04-14 20:45:00;37;25;41;12;2;0;2
2020-04-14 21:00:00;16;19;40;15;1;0;0
2020-04-14 21:15:00;24;16;41;12;0;0;1
2020-04-14 21:30:00;25;13;29;8;2;0;0
2020-04-14 21:45:00;17;17;31;10;5;0;0
2020-04-14 22:00:00;28;25;17;7;1;1;3
2020-04-14 22:15:00;17;11;29;7;0;0;1
2020-04-14 22:30:00;11;10;23;5;0;0;0
2020-04-14 22:45:00;14;5;14;3;0;1;1
2020-04-14 23:00:00;9;9;11;1;2;1;2
2020-04-14 23:15:00;11;8;16;2;2;3;3
2020-04-14 23:30:00;14;2;9;1;3;1;0
