DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-06-01 00:00:00;7;7;2;1;4;7;10;10;5;6;0;0
2020-06-01 00:15:00;13;11;2;6;7;7;13;8;9;3;0;0
2020-06-01 00:30:00;13;5;0;2;1;11;11;9;7;7;0;0
2020-06-01 00:45:00;4;2;1;1;2;7;8;4;5;3;0;0
2020-06-01 01:00:00;5;5;3;0;0;9;8;5;2;2;0;0
2020-06-01 01:15:00;6;4;0;1;1;6;3;0;2;4;0;0
2020-06-01 01:30:00;3;3;0;0;0;4;2;1;2;2;0;0
2020-06-01 01:45:00;3;5;3;1;3;7;8;6;5;2;0;0
2020-06-01 02:00:00;1;0;1;1;3;3;4;3;8;1;0;0
2020-06-01 02:15:00;9;6;1;1;4;8;7;4;2;4;0;0
2020-06-01 02:30:00;3;6;1;0;0;5;2;1;2;1;0;0
2020-06-01 02:45:00;1;2;1;0;2;5;3;2;0;1;0;0
2020-06-01 03:00:00;3;3;0;1;1;0;2;2;0;0;0;0
2020-06-01 03:15:00;2;0;0;0;1;4;3;4;2;0;0;0
2020-06-01 03:30:00;1;2;0;0;0;1;1;0;1;1;0;0
2020-06-01 03:45:00;1;2;1;0;0;1;3;3;1;2;0;0
2020-06-01 04:00:00;2;1;1;0;1;1;3;1;0;1;0;0
2020-06-01 04:15:00;3;2;0;1;2;1;0;0;0;1;0;0
2020-06-01 04:30:00;2;2;0;0;0;3;1;0;2;1;0;0
2020-06-01 04:45:00;2;1;0;0;0;4;4;1;1;1;0;0
2020-06-01 05:00:00;3;3;0;2;4;2;1;0;2;1;0;0
2020-06-01 05:15:00;8;3;0;0;0;5;2;2;2;3;0;0
2020-06-01 05:30:00;7;5;0;2;2;13;8;4;2;1;0;0
2020-06-01 05:45:00;11;2;0;1;2;13;4;1;1;1;0;0
2020-06-01 06:00:00;6;0;0;0;0;4;6;4;6;5;0;0
2020-06-01 06:15:00;10;5;1;0;2;10;2;2;1;1;0;0
2020-06-01 06:30:00;5;3;0;0;0;7;2;1;6;1;0;0
2020-06-01 06:45:00;15;2;0;1;0;3;4;3;0;1;0;0
2020-06-01 07:00:00;12;6;0;1;2;4;4;3;11;5;0;0
2020-06-01 07:15:00;12;5;1;3;5;4;4;3;1;1;0;0
2020-06-01 07:30:00;10;9;0;0;0;4;6;4;3;5;0;0
2020-06-01 07:45:00;16;3;1;2;1;9;11;10;7;8;0;0
2020-06-01 08:00:00;16;11;0;2;4;7;7;4;10;5;0;0
2020-06-01 08:15:00;20;7;1;1;2;6;10;12;14;6;0;0
2020-06-01 08:30:00;20;11;3;5;5;10;7;12;11;6;0;0
2020-06-01 08:45:00;24;15;3;5;8;13;19;12;28;5;0;0
2020-06-01 09:00:00;26;12;1;6;7;22;18;11;28;9;3;9
