DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-07-30 00:00:00;2;4;2;2;8;6;0
2020-07-30 00:15:00;7;6;2;2;6;2;0
2020-07-30 00:30:00;1;4;4;0;8;1;0
2020-07-30 00:45:00;8;5;5;5;8;2;0
2020-07-30 01:00:00;4;4;4;5;6;0;0
2020-07-30 01:15:00;5;6;5;0;9;6;0
2020-07-30 01:30:00;3;6;5;0;4;3;0
2020-07-30 01:45:00;5;7;6;1;7;5;0
2020-07-30 02:00:00;3;3;2;0;8;5;0
2020-07-30 02:15:00;2;3;2;0;6;1;0
2020-07-30 02:30:00;3;2;1;0;4;4;0
2020-07-30 02:45:00;4;8;4;2;7;2;0
2020-07-30 03:00:00;5;6;2;5;2;3;0
2020-07-30 03:15:00;6;4;2;7;6;0;0
2020-07-30 03:30:00;3;7;7;3;3;4;0
2020-07-30 03:45:00;6;5;4;0;4;5;0
2020-07-30 04:00:00;3;6;5;2;8;8;0
2020-07-30 04:15:00;7;4;4;3;13;10;0
2020-07-30 04:30:00;5;6;2;5;2;1;0
2020-07-30 04:45:00;18;12;7;1;13;6;0
2020-07-30 05:00:00;15;12;9;6;17;8;0
2020-07-30 05:15:00;40;32;22;7;27;13;0
2020-07-30 05:30:00;44;25;14;7;51;8;0
2020-07-30 05:45:00;42;22;20;11;43;21;0
2020-07-30 06:00:00;39;22;19;13;57;31;0
2020-07-30 06:15:00;64;38;35;25;68;35;0
2020-07-30 06:30:00;60;45;42;20;68;30;3
2020-07-30 06:45:00;103;69;68;24;86;54;5
2020-07-30 07:00:00;79;53;45;39;72;37;5
2020-07-30 07:15:00;78;44;42;53;88;35;1
2020-07-30 07:30:00;91;51;43;36;65;33;0
2020-07-30 07:45:00;91;55;44;46;76;56;1
2020-07-30 08:00:00;85;60;56;39;78;31;1
2020-07-30 08:15:00;70;37;37;23;89;40;0
2020-07-30 08:30:00;77;46;35;35;77;40;1
2020-07-30 08:45:00;73;45;45;77;80;42;2
2020-07-30 09:00:00;65;44;37;21;76;43;1
2020-07-30 09:15:00;90;53;49;45;69;43;0
2020-07-30 09:30:00;86;42;44;36;79;52;5
2020-07-30 09:45:00;88;57;55;37;68;33;3
2020-07-30 10:00:00;94;60;48;41;89;41;1
2020-07-30 10:15:00;75;42;40;29;89;37;1
2020-07-30 10:30:00;77;52;40;40;85;55;0
2020-07-30 10:45:00;79;48;40;29;74;56;0
2020-07-30 11:00:00;92;58;49;29;93;60;4
2020-07-30 11:15:00;96;70;58;49;84;65;1
2020-07-30 11:30:00;86;71;63;40;90;75;6
2020-07-30 11:45:00;79;65;58;40;98;47;4
2020-07-30 12:00:00;70;40;35;48;101;55;7
2020-07-30 12:15:00;75;39;40;27;100;60;3
2020-07-30 12:30:00;84;58;46;43;108;48;3
2020-07-30 12:45:00;90;62;51;32;88;52;2
2020-07-30 13:00:00;81;54;43;41;98;67;0
2020-07-30 13:15:00;85;43;40;35;78;46;3
2020-07-30 13:30:00;93;59;58;43;112;53;0
2020-07-30 13:45:00;100;56;56;42;112;87;1
2020-07-30 14:00:00;79;65;59;41;122;73;3
2020-07-30 14:15:00;71;49;48;48;82;51;0
2020-07-30 14:30:00;88;53;52;47;93;55;1
2020-07-30 14:45:00;85;46;41;43;121;74;2
2020-07-30 15:00:00;89;58;56;37;85;60;2
2020-07-30 15:15:00;87;56;46;38;98;63;1
2020-07-30 15:30:00;100;85;81;41;86;51;1
2020-07-30 15:45:00;93;60;52;41;94;43;2
2020-07-30 16:00:00;74;55;54;81;111;69;2
2020-07-30 16:15:00;98;56;50;63;112;61;3
2020-07-30 16:30:00;91;62;62;48;117;62;5
2020-07-30 16:45:00;99;54;50;53;94;55;1
2020-07-30 17:00:00;98;56;47;69;117;66;5
2020-07-30 17:15:00;80;51;44;39;83;50;1
2020-07-30 17:30:00;76;39;35;34;84;56;2
2020-07-30 17:45:00;67;60;57;37;75;55;4
2020-07-30 18:00:00;72;50;46;29;81;46;0
2020-07-30 18:15:00;79;47;35;23;80;30;1
2020-07-30 18:30:00;56;36;32;19;69;27;0
2020-07-30 18:45:00;66;41;38;15;61;24;1
2020-07-30 19:00:00;55;40;27;14;46;29;0
2020-07-30 19:15:00;48;24;14;5;59;12;1
2020-07-30 19:30:00;46;33;25;9;40;14;0
2020-07-30 19:45:00;41;22;13;13;41;13;1
2020-07-30 20:00:00;34;25;14;6;40;13;0
2020-07-30 20:15:00;44;29;20;6;37;9;0
2020-07-30 20:30:00;29;15;10;6;38;11;0
2020-07-30 20:45:00;29;20;11;13;38;9;0
2020-07-30 21:00:00;37;24;16;8;24;14;0
2020-07-30 21:15:00;32;18;11;8;36;14;0
2020-07-30 21:30:00;36;16;11;3;26;10;0
2020-07-30 21:45:00;27;11;6;5;22;12;0
2020-07-30 22:00:00;21;13;10;6;42;15;0
2020-07-30 22:15:00;17;13;10;8;27;12;0
2020-07-30 22:30:00;11;14;14;7;17;7;0
2020-07-30 22:45:00;13;6;4;9;22;10;0
2020-07-30 23:00:00;11;8;5;2;15;4;0
2020-07-30 23:15:00;12;13;4;3;14;4;0
2020-07-30 23:30:00;6;4;3;1;10;5;0
2020-07-30 23:45:00;10;7;5;2;8;7;0
