DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-02-09 00:00:00;0;19;7;1;6;10;5;15;4;1;10;9;10
2020-02-09 00:15:00;0;26;18;3;11;16;5;11;6;4;19;14;15
2020-02-09 00:30:00;0;20;9;0;6;11;7;10;7;4;19;18;9
2020-02-09 00:45:00;0;11;8;2;12;13;6;13;2;3;14;8;7
2020-02-09 01:00:00;0;15;8;5;7;18;5;19;6;3;13;12;8
2020-02-09 01:15:00;0;13;9;2;3;14;3;8;5;3;5;9;6
2020-02-09 01:30:00;0;11;8;1;4;8;2;5;2;1;14;10;11
2020-02-09 01:45:00;0;14;7;1;6;14;3;14;7;2;10;9;7
2020-02-09 02:00:00;0;11;4;0;4;9;0;4;3;1;15;9;1
2020-02-09 02:15:00;0;17;9;2;5;12;1;4;3;0;11;11;7
2020-02-09 02:30:00;0;9;2;0;4;11;3;6;3;1;10;14;11
2020-02-09 02:45:00;0;4;7;1;5;12;1;5;2;0;9;11;8
2020-02-09 03:00:00;0;7;3;1;4;10;2;5;0;2;14;9;4
2020-02-09 03:15:00;0;5;6;1;7;9;3;2;3;2;11;7;2
2020-02-09 03:30:00;0;11;2;0;3;9;1;3;2;0;7;7;2
2020-02-09 03:45:00;0;7;2;0;3;11;4;9;2;0;12;8;6
2020-02-09 04:00:00;0;8;9;0;5;10;0;3;1;3;6;6;4
2020-02-09 04:15:00;0;13;5;2;3;9;0;8;1;0;10;6;3
2020-02-09 04:30:00;0;6;1;0;2;11;2;6;2;0;3;5;8
2020-02-09 04:45:00;0;7;6;0;3;11;3;3;3;0;10;13;8
2020-02-09 05:00:00;0;8;4;3;5;14;1;4;1;0;11;12;6
2020-02-09 05:15:00;0;10;13;2;5;15;1;9;2;1;17;10;9
2020-02-09 05:30:00;0;7;3;0;8;13;1;9;14;0;15;16;10
2020-02-09 05:45:00;0;7;9;1;3;8;2;17;9;1;14;10;8
2020-02-09 06:00:00;0;8;4;2;6;14;2;8;1;0;10;8;4
2020-02-09 06:15:00;0;11;2;1;0;2;1;17;6;1;7;13;9
2020-02-09 06:30:00;0;8;5;0;10;5;1;10;4;1;8;3;9
2020-02-09 06:45:00;0;9;2;1;6;11;2;7;2;3;10;4;5
2020-02-09 07:00:00;0;14;8;0;3;9;5;11;4;1;6;4;3
2020-02-09 07:15:00;0;9;8;6;9;14;3;6;4;4;6;4;4
2020-02-09 07:30:00;0;12;10;4;7;6;2;11;6;3;11;4;9
2020-02-09 07:45:00;0;10;7;1;9;9;2;12;12;2;5;10;9
2020-02-09 08:00:00;0;14;9;1;8;11;3;10;6;2;7;4;5
2020-02-09 08:15:00;0;19;10;3;7;13;4;6;7;1;9;4;8
2020-02-09 08:30:00;0;16;7;2;12;20;8;18;5;3;15;7;7
2020-02-09 08:45:00;0;25;17;2;13;23;2;25;12;7;24;14;14
2020-02-09 09:00:00;0;21;14;2;9;18;13;19;11;5;12;15;8
2020-02-09 09:15:00;0;23;14;1;18;37;10;33;11;5;17;15;19
2020-02-09 09:30:00;0;21;21;3;19;34;16;40;12;7;16;22;27
2020-02-09 09:45:00;0;29;14;6;24;32;15;52;32;10;26;30;34
2020-02-09 10:00:00;0;29;21;5;25;33;14;39;14;3;26;22;25
2020-02-09 10:15:00;0;24;20;3;27;30;10;52;23;8;32;27;19
2020-02-09 10:30:00;0;31;25;4;17;36;9;36;24;11;27;29;23
2020-02-09 10:45:00;0;33;24;2;26;46;15;32;14;4;34;26;23
2020-02-09 11:00:00;0;37;20;5;18;27;11;37;20;7;32;28;22
2020-02-09 11:15:00;0;32;26;3;22;43;9;41;20;8;31;28;20
2020-02-09 11:30:00;0;51;25;6;21;37;10;56;40;9;37;25;29
2020-02-09 11:45:00;0;46;28;2;21;36;13;54;39;3;35;30;24
2020-02-09 12:00:00;0;44;42;2;27;42;19;53;21;8;43;32;33
2020-02-09 12:15:00;0;60;28;5;24;43;11;49;24;7;42;35;30
2020-02-09 12:30:00;0;40;20;7;32;50;17;39;23;9;31;36;16
2020-02-09 12:45:00;0;38;20;4;34;40;17;48;25;8;35;33;30
2020-02-09 13:00:00;0;43;34;3;21;39;15;56;23;11;39;33;25
2020-02-09 13:15:00;0;49;36;4;33;53;17;56;25;10;43;37;27
2020-02-09 13:30:00;0;59;40;12;24;44;15;53;34;9;40;38;35
2020-02-09 13:45:00;0;43;23;8;26;50;9;78;49;6;41;42;58
2020-02-09 14:00:00;0;43;20;8;33;63;18;53;25;8;52;52;40
2020-02-09 14:15:00;0;50;38;8;36;52;21;57;33;6;46;40;27
2020-02-09 14:30:00;0;46;30;13;30;57;14;64;36;5;52;41;29
2020-02-09 14:45:00;0;41;36;10;38;74;12;58;49;10;47;41;36
2020-02-09 15:00:00;0;44;46;9;33;57;14;63;40;7;51;43;30
2020-02-09 15:15:00;0;35;27;8;30;54;13;44;22;10;56;37;35
2020-02-09 15:30:00;0;42;39;1;32;44;12;48;42;7;46;38;38
2020-02-09 15:45:00;0;37;40;9;37;48;18;47;30;10;41;46;23
2020-02-09 16:00:00;0;45;28;7;27;32;13;50;27;9;49;36;34
2020-02-09 16:15:00;0;45;31;6;29;53;24;36;25;11;40;38;36
2020-02-09 16:30:00;0;51;41;11;30;47;14;43;24;9;39;39;40
2020-02-09 16:45:00;0;51;47;16;29;50;22;66;27;8;44;44;37
