DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-11-27 00:00:00;9;1;1;1;5;8;11;0;0;0;0;0;0;0
2020-11-27 00:15:00;10;0;2;1;6;13;16;0;0;0;0;0;0;0
2020-11-27 00:30:00;6;1;0;0;6;14;6;0;0;0;0;0;0;0
2020-11-27 00:45:00;5;1;1;2;1;8;11;0;0;0;0;0;0;0
2020-11-27 01:00:00;4;2;2;1;1;8;7;0;0;0;0;0;0;0
2020-11-27 01:15:00;6;1;1;0;3;8;7;0;0;0;0;0;0;0
2020-11-27 01:30:00;7;1;0;1;3;13;4;0;0;0;0;0;0;0
2020-11-27 01:45:00;4;0;1;1;3;6;6;0;0;0;0;0;0;0
2020-11-27 02:00:00;1;0;1;0;3;5;2;0;0;0;0;0;0;0
2020-11-27 02:15:00;2;0;1;0;2;6;2;0;0;0;0;0;0;0
2020-11-27 02:30:00;0;0;0;0;2;8;5;0;0;0;0;0;0;0
2020-11-27 02:45:00;1;1;1;1;2;8;2;0;0;0;0;0;0;0
2020-11-27 03:00:00;4;1;0;0;2;6;5;0;0;0;0;0;0;0
2020-11-27 03:15:00;3;1;0;1;5;7;3;0;0;0;0;0;0;0
2020-11-27 03:30:00;4;0;0;0;2;9;1;0;0;0;0;0;0;0
2020-11-27 03:45:00;3;0;0;0;0;4;9;0;0;0;0;0;0;0
2020-11-27 04:00:00;5;1;0;0;4;14;6;0;0;0;0;0;0;0
2020-11-27 04:15:00;10;1;0;0;2;13;16;0;0;0;0;0;0;0
2020-11-27 04:30:00;7;1;0;1;5;18;9;0;0;0;0;0;0;0
2020-11-27 04:45:00;22;1;2;1;6;21;13;0;0;0;0;0;0;0
2020-11-27 05:00:00;53;0;3;2;5;31;62;0;0;0;0;0;0;0
2020-11-27 05:15:00;86;4;4;3;13;38;104;0;0;0;0;0;0;0
2020-11-27 05:30:00;98;14;18;6;17;54;116;0;0;0;0;0;0;0
2020-11-27 05:45:00;76;4;11;6;54;98;87;0;0;3;0;0;0;0
2020-11-27 06:00:00;50;3;19;2;34;111;59;0;0;0;0;0;0;0
2020-11-27 06:15:00;87;10;13;10;48;125;104;0;0;0;0;0;0;0
2020-11-27 06:30:00;116;15;30;11;43;121;144;1;0;0;0;0;0;0
2020-11-27 06:45:00;115;24;17;17;48;88;143;0;0;0;0;0;0;0
2020-11-27 07:00:00;100;18;23;17;42;112;142;0;0;2;0;0;0;0
2020-11-27 07:15:00;135;33;34;20;59;109;159;3;0;0;0;0;0;0
2020-11-27 07:30:00;157;42;55;29;81;121;166;4;1;1;0;0;0;0
2020-11-27 07:45:00;135;43;27;25;81;105;140;1;0;4;0;0;0;0
2020-11-27 08:00:00;125;30;24;22;61;107;133;0;0;0;0;0;0;0
2020-11-27 08:15:00;94;18;23;21;56;124;123;1;0;0;0;0;0;0
2020-11-27 08:30:00;91;31;29;24;60;127;111;0;0;1;0;0;0;0
2020-11-27 08:45:00;88;24;30;15;60;111;132;0;0;2;0;0;0;0
2020-11-27 09:00:00;109;28;21;18;53;132;136;0;0;0;0;0;0;0
2020-11-27 09:15:00;91;16;28;17;68;131;140;0;0;0;0;0;0;0
2020-11-27 09:30:00;119;34;22;17;61;142;153;0;0;0;0;0;0;0
2020-11-27 09:45:00;104;22;29;26;73;145;144;1;0;1;0;0;0;0
2020-11-27 10:00:00;98;26;30;34;60;121;149;4;0;2;0;0;0;0
2020-11-27 10:15:00;97;28;31;19;53;130;141;5;0;5;0;0;0;0
2020-11-27 10:30:00;84;24;33;23;69;122;125;0;0;0;0;0;0;0
2020-11-27 10:45:00;108;33;41;30;67;145;150;0;0;5;0;0;0;0
2020-11-27 11:00:00;117;31;38;24;73;139;143;1;0;4;0;0;0;0
2020-11-27 11:15:00;97;25;38;33;73;135;145;7;0;5;1;1;1;0
2020-11-27 11:30:00;107;28;35;32;91;147;145;0;0;0;0;0;0;0
2020-11-27 11:45:00;91;29;38;26;75;123;129;0;0;3;0;0;0;0
2020-11-27 12:00:00;118;28;38;26;107;146;126;8;1;1;0;0;0;0
2020-11-27 12:15:00;140;50;38;25;104;126;151;2;0;4;0;0;0;0
2020-11-27 12:30:00;130;53;38;33;107;103;136;34;0;4;0;0;0;0
2020-11-27 12:45:00;146;54;32;17;126;123;158;10;0;5;0;0;0;0
2020-11-27 13:00:00;147;40;41;27;117;114;145;15;0;9;0;0;0;0
2020-11-27 13:15:00;130;63;42;21;110;90;119;3;0;5;3;3;3;0
2020-11-27 13:30:00;168;48;36;23;109;104;166;1;0;3;0;0;0;0
2020-11-27 13:45:00;157;56;51;18;103;97;158;3;2;10;0;0;0;0
2020-11-27 14:00:00;132;50;59;40;118;130;165;4;0;11;0;0;0;0
2020-11-27 14:15:00;123;34;47;20;147;138;162;1;0;5;0;0;0;0
2020-11-27 14:30:00;122;42;47;25;128;120;150;1;0;14;1;1;1;3
2020-11-27 14:45:00;148;39;44;20;107;113;159;0;0;3;0;0;0;0
2020-11-27 15:00:00;123;38;48;30;88;119;136;0;0;0;0;0;0;0
2020-11-27 15:15:00;131;49;45;24;104;132;154;8;0;2;0;0;0;0
2020-11-27 15:30:00;125;39;50;32;114;141;144;2;0;3;0;0;0;0
2020-11-27 15:45:00;140;32;45;26;110;123;161;4;0;0;0;0;0;1
2020-11-27 16:00:00;132;28;35;31;98;132;172;3;0;2;0;0;0;0
2020-11-27 16:15:00;119;21;48;39;105;139;144;11;0;23;0;0;0;0
2020-11-27 16:30:00;121;32;51;35;93;131;154;3;0;5;0;0;0;0
2020-11-27 16:45:00;119;33;51;31;113;133;148;1;0;2;0;0;0;0
2020-11-27 17:00:00;126;24;39;24;91;137;142;3;0;0;0;0;0;0
2020-11-27 17:15:00;129;30;43;20;87;143;163;3;0;2;0;0;0;0
2020-11-27 17:30:00;98;27;43;27;85;141;140;2;0;1;0;0;0;0
2020-11-27 17:45:00;89;24;31;18;92;126;147;0;0;0;0;0;0;0
2020-11-27 18:00:00;100;22;32;12;97;137;147;0;0;0;0;0;0;0
2020-11-27 18:15:00;89;23;19;15;87;123;119;0;2;3;0;0;0;0
2020-11-27 18:30:00;99;16;20;13;75;114;123;0;0;3;0;0;0;0
2020-11-27 18:45:00;73;17;20;14;80;128;117;1;0;2;0;0;0;0
2020-11-27 19:00:00;56;11;17;8;65;106;101;0;0;1;0;0;0;0
2020-11-27 19:15:00;51;9;14;7;71;115;82;0;0;0;0;0;0;0
